OTU,Size,Taxonomy
Otu000250,4481,Firmicutes
Otu000251,4479,Proteobacteria
Otu000252,4385,Firmicutes
Otu000253,4378,Firmicutes
Otu000254,4356,Bacteroidetes
Otu000255,4254,Actinobacteria
Otu000256,4225,Firmicutes
Otu000257,4213,Proteobacteria
Otu000258,4158,Firmicutes
Otu000259,4146,Firmicutes
Otu000260,4097,Firmicutes
Otu000261,4076,Actinobacteria
Otu000262,4069,Bacteroidetes
Otu000263,4037,Proteobacteria
Otu000264,4036,Firmicutes
Otu000265,3962,Firmicutes
Otu000266,3930,Firmicutes
Otu000267,3897,Firmicutes
Otu000268,3869,Bacteroidetes
Otu000269,3805,Bacteroidetes
Otu000270,3752,Firmicutes
Otu000271,3728,Bacteroidetes
Otu000272,3713,Bacteroidetes
Otu000273,3703,Bacteroidetes
Otu000274,3658,Actinobacteria
Otu000275,3585,Bacteroidetes
Otu000276,3553,Bacteroidetes
Otu000277,3531,Proteobacteria
Otu000278,3513,Proteobacteria
Otu000279,3469,Firmicutes
Otu000280,3467,Firmicutes
Otu000281,3445,unclassified
Otu000282,3443,Firmicutes
Otu000283,3431,Firmicutes
Otu000284,3414,Proteobacteria
Otu000285,3400,Firmicutes
Otu000286,3395,Firmicutes
Otu000287,3374,Spirochaetes
Otu000288,3358,Firmicutes
Otu000289,3321,Actinobacteria
Otu000290,3320,Bacteroidetes
Otu000291,3315,Bacteroidetes
Otu000292,3293,Proteobacteria
Otu000293,3278,Firmicutes
Otu000294,3273,Bacteroidetes
Otu000295,3268,Firmicutes
Otu000296,3254,Firmicutes
Otu000297,3214,Actinobacteria
Otu000298,3119,Firmicutes
Otu000299,3113,Firmicutes
Otu000300,3104,Bacteroidetes
Otu000301,3099,Firmicutes
Otu000302,3096,Tenericutes
Otu000303,3010,Firmicutes
Otu000304,3008,Tenericutes
Otu000305,2970,Actinobacteria
Otu000306,2954,Firmicutes
Otu000307,2928,Proteobacteria
Otu000308,2911,Firmicutes
Otu000309,2897,unclassified
Otu000310,2894,Actinobacteria
Otu000311,2884,Firmicutes
Otu000312,2865,Proteobacteria
Otu000313,2835,Firmicutes
Otu000314,2790,Proteobacteria
Otu000315,2750,Firmicutes
Otu000316,2716,Bacteroidetes
Otu000317,2710,Actinobacteria
Otu000318,2681,Bacteroidetes
Otu000319,2652,Firmicutes
Otu000320,2648,Firmicutes
Otu000321,2647,Firmicutes
Otu000322,2632,Firmicutes
Otu000323,2592,Firmicutes
Otu000324,2574,Firmicutes
Otu000325,2560,Actinobacteria
Otu000326,2549,Firmicutes
Otu000327,2400,Firmicutes
Otu000328,2397,TM7
Otu000329,2383,Bacteroidetes
Otu000330,2353,unclassified
Otu000331,2338,Firmicutes
Otu000332,2308,Firmicutes
Otu000333,2278,Firmicutes
Otu000334,2267,Firmicutes
Otu000335,2264,Firmicutes
Otu000336,2228,Actinobacteria
Otu000337,2214,Firmicutes
Otu000338,2186,Firmicutes
Otu000339,2184,Bacteroidetes
Otu000340,2178,Tenericutes
Otu000341,2160,Firmicutes
Otu000342,2158,Firmicutes
Otu000343,2158,Bacteroidetes
Otu000344,2074,Firmicutes
Otu000345,2070,Firmicutes
Otu000346,2058,Bacteroidetes
Otu000347,2044,Firmicutes
Otu000348,2015,Firmicutes
Otu000349,2012,Firmicutes
Otu000350,2002,Actinobacteria
Otu000351,1999,Firmicutes
Otu000352,1976,Proteobacteria
Otu000353,1958,Bacteroidetes
Otu000354,1955,Firmicutes
Otu000355,1955,Firmicutes
Otu000356,1945,Firmicutes
Otu000357,1940,Firmicutes
Otu000358,1927,Proteobacteria
Otu000359,1925,Firmicutes
Otu000360,1913,Firmicutes
Otu000361,1909,Bacteroidetes
Otu000362,1895,Bacteroidetes
Otu000363,1890,Bacteroidetes
Otu000364,1888,Proteobacteria
Otu000365,1818,Bacteroidetes
Otu000366,1780,Actinobacteria
Otu000367,1779,SR1
Otu000368,1775,Proteobacteria
Otu000369,1775,Firmicutes
Otu000370,1773,Firmicutes
Otu000371,1764,Bacteroidetes
Otu000372,1708,Bacteroidetes
Otu000373,1690,Firmicutes
Otu000374,1664,Actinobacteria
Otu000375,1653,Firmicutes
Otu000376,1647,Bacteroidetes
Otu000377,1640,Firmicutes
Otu000378,1615,Proteobacteria
Otu000379,1607,Firmicutes
Otu000380,1591,Bacteroidetes
Otu000381,1588,Firmicutes
Otu000382,1587,Firmicutes
Otu000383,1583,Firmicutes
Otu000384,1570,Tenericutes
Otu000385,1543,Bacteroidetes
Otu000386,1542,Proteobacteria
Otu000387,1535,Actinobacteria
Otu000388,1534,Firmicutes
Otu000389,1516,Firmicutes
Otu000390,1500,TM7
Otu000391,1487,Actinobacteria
Otu000392,1484,Firmicutes
Otu000393,1483,Bacteroidetes
Otu000394,1446,Actinobacteria
Otu000395,1443,Bacteroidetes
Otu000396,1423,Actinobacteria
Otu000397,1416,Bacteroidetes
Otu000398,1403,Firmicutes
Otu000399,1398,Actinobacteria
Otu000400,1395,Bacteroidetes
Otu000401,1356,unclassified
Otu000402,1345,Bacteroidetes
Otu000403,1340,Firmicutes
Otu000404,1338,unclassified
Otu000405,1338,Proteobacteria
Otu000406,1336,Bacteroidetes
Otu000407,1332,Firmicutes
Otu000408,1331,Firmicutes
Otu000409,1322,Proteobacteria
Otu000410,1302,Firmicutes
Otu000411,1300,Bacteroidetes
Otu000412,1285,Bacteroidetes
Otu000413,1272,Bacteroidetes
Otu000414,1267,Actinobacteria
Otu000415,1257,Bacteroidetes
Otu000416,1246,Bacteroidetes
Otu000417,1235,Firmicutes
Otu000418,1213,unclassified
Otu000419,1180,Firmicutes
Otu000420,1172,Firmicutes
Otu000421,1158,Bacteroidetes
Otu000422,1150,Actinobacteria
Otu000423,1136,Actinobacteria
Otu000424,1135,Firmicutes
Otu000425,1131,Actinobacteria
Otu000426,1127,Bacteroidetes
Otu000427,1122,Firmicutes
Otu000428,1122,Firmicutes
Otu000429,1119,unclassified
Otu000430,1103,Firmicutes
Otu000431,1101,unclassified
Otu000432,1099,Bacteroidetes
Otu000433,1095,Proteobacteria
Otu000434,1083,Bacteroidetes
Otu000435,1071,Bacteroidetes
Otu000436,1064,Firmicutes
Otu000437,1052,Proteobacteria
Otu000438,1052,TM7
Otu000439,1045,Synergistetes
Otu000440,1044,Proteobacteria
Otu000441,1042,Bacteroidetes
Otu000442,1038,Bacteroidetes
Otu000443,1036,Firmicutes
Otu000444,1035,Bacteroidetes
Otu000445,1027,unclassified
Otu000446,1021,Actinobacteria
Otu000447,1020,Firmicutes
Otu000448,1019,Firmicutes
Otu000449,998,Spirochaetes
Otu000450,996,Actinobacteria
Otu000451,984,Firmicutes
Otu000452,982,Bacteroidetes
Otu000453,966,Firmicutes
Otu000454,965,Proteobacteria
Otu000455,965,unclassified
Otu000456,964,Firmicutes
Otu000457,959,Firmicutes
Otu000458,954,Actinobacteria
Otu000459,952,Firmicutes
Otu000460,952,Firmicutes
Otu000461,951,Proteobacteria
Otu000462,948,Proteobacteria
Otu000463,941,Firmicutes
Otu000464,930,Actinobacteria
Otu000465,929,Proteobacteria
Otu000466,923,Firmicutes
Otu000467,922,Firmicutes
Otu000468,918,unclassified
Otu000469,918,Firmicutes
Otu000470,914,Bacteroidetes
Otu000471,903,Bacteroidetes
Otu000472,902,Bacteroidetes
Otu000473,898,Bacteroidetes
Otu000474,894,Firmicutes
Otu000475,883,Firmicutes
Otu000476,879,Firmicutes
Otu000477,879,Firmicutes
Otu000478,863,Proteobacteria
Otu000479,858,Bacteroidetes
Otu000480,857,Bacteroidetes
Otu000481,846,Bacteroidetes
Otu000482,846,Firmicutes
Otu000483,842,Actinobacteria
Otu000484,836,unclassified
Otu000485,834,Firmicutes
Otu000486,832,Firmicutes
Otu000487,831,Proteobacteria
Otu000488,821,Firmicutes
Otu000489,818,Bacteroidetes
Otu000490,817,Firmicutes
Otu000491,811,Bacteroidetes
Otu000492,810,Proteobacteria
Otu000493,801,SR1
Otu000494,795,Firmicutes
Otu000495,790,Bacteroidetes
Otu000496,784,Firmicutes
Otu000497,782,unclassified
Otu000498,776,Firmicutes
Otu000499,770,Proteobacteria
Otu000500,768,Firmicutes
Otu000501,767,Bacteroidetes
Otu000502,766,Firmicutes
Otu000503,762,Actinobacteria
Otu000504,760,Firmicutes
Otu000505,754,Firmicutes
Otu000506,747,Actinobacteria
Otu000507,744,Firmicutes
Otu000508,744,Proteobacteria
Otu000509,732,Firmicutes
Otu000510,728,Proteobacteria
Otu000511,725,Firmicutes
Otu000512,725,Firmicutes
Otu000513,719,Firmicutes
Otu000514,715,Bacteroidetes
Otu000515,710,Bacteroidetes
Otu000516,700,unclassified
Otu000517,694,Firmicutes
Otu000518,694,Bacteroidetes
Otu000519,693,SR1
Otu000520,684,Firmicutes
Otu000521,679,Proteobacteria
Otu000522,679,Bacteroidetes
Otu000523,676,Actinobacteria
Otu000524,674,Actinobacteria
Otu000525,670,Spirochaetes
Otu000526,663,Spirochaetes
Otu000527,663,unclassified
Otu000528,662,Bacteroidetes
Otu000529,658,Proteobacteria
Otu000530,657,Bacteroidetes
Otu000531,654,Bacteroidetes
Otu000532,645,Tenericutes
Otu000533,633,Fusobacteria
Otu000534,633,Actinobacteria
Otu000535,630,Firmicutes
Otu000536,626,Firmicutes
Otu000537,624,Firmicutes
Otu000538,624,Proteobacteria
Otu000539,623,Bacteroidetes
Otu000540,620,Firmicutes
Otu000541,617,Bacteroidetes
Otu000542,616,Tenericutes
Otu000543,615,Firmicutes
Otu000544,614,Bacteroidetes
Otu000545,606,Firmicutes
Otu000546,605,Actinobacteria
Otu000547,604,Actinobacteria
Otu000548,603,Firmicutes
Otu000549,595,Actinobacteria
Otu000550,592,Firmicutes
Otu000551,588,Bacteroidetes
Otu000552,587,Bacteroidetes
Otu000553,581,Firmicutes
Otu000554,580,Firmicutes
Otu000555,579,Firmicutes
Otu000556,576,Firmicutes
Otu000557,563,Actinobacteria
Otu000558,563,Bacteroidetes
Otu000559,562,Proteobacteria
Otu000560,556,Bacteroidetes
Otu000561,555,Firmicutes
Otu000562,549,Proteobacteria
Otu000563,544,Proteobacteria
Otu000564,534,Firmicutes
Otu000565,531,Bacteroidetes
Otu000566,530,Firmicutes
Otu000567,526,Bacteroidetes
Otu000568,525,Bacteroidetes
Otu000569,521,Bacteroidetes
Otu000570,515,Firmicutes
Otu000571,509,Proteobacteria
Otu000572,508,Actinobacteria
Otu000573,501,Actinobacteria
Otu000574,499,Actinobacteria
Otu000575,498,Firmicutes
Otu000576,497,Firmicutes
Otu000577,497,Bacteroidetes
Otu000578,492,Bacteroidetes
Otu000579,487,Firmicutes
Otu000580,482,Actinobacteria
Otu000581,482,Firmicutes
Otu000582,481,Tenericutes
Otu000583,477,Proteobacteria
Otu000584,475,unclassified
Otu000585,469,unclassified
Otu000586,466,Firmicutes
Otu000587,461,Firmicutes
Otu000588,461,Firmicutes
Otu000589,458,Proteobacteria
Otu000590,458,Bacteroidetes
Otu000591,452,Actinobacteria
Otu000592,449,Proteobacteria
Otu000593,449,Proteobacteria
Otu000594,447,unclassified
Otu000595,446,unclassified
Otu000596,443,Bacteroidetes
Otu000597,440,Bacteroidetes
Otu000598,440,Fusobacteria
Otu000599,438,Firmicutes
Otu000600,433,Bacteroidetes
Otu000601,433,Firmicutes
Otu000602,431,Bacteroidetes
Otu000603,428,Firmicutes
Otu000604,427,Bacteroidetes
Otu000605,426,Fusobacteria
Otu000606,425,Bacteroidetes
Otu000607,424,Bacteroidetes
Otu000608,422,Actinobacteria
Otu000609,421,Actinobacteria
Otu000610,418,Proteobacteria
Otu000611,417,Firmicutes
Otu000612,414,Actinobacteria
Otu000613,414,Bacteroidetes
Otu000614,413,Bacteroidetes
Otu000615,412,Actinobacteria
Otu000616,407,Actinobacteria
Otu000617,403,unclassified
Otu000618,398,Proteobacteria
Otu000619,393,Firmicutes
Otu000620,389,Firmicutes
Otu000621,388,Bacteroidetes
Otu000622,386,Proteobacteria
Otu000623,384,Spirochaetes
Otu000624,382,Firmicutes
Otu000625,381,Firmicutes
Otu000626,379,Bacteroidetes
Otu000627,378,Bacteroidetes
Otu000628,377,Proteobacteria
Otu000629,376,Actinobacteria
Otu000630,374,Firmicutes
Otu000631,374,Firmicutes
Otu000632,373,Actinobacteria
Otu000633,368,Bacteroidetes
Otu000634,368,Proteobacteria
Otu000635,367,Tenericutes
Otu000636,366,Bacteroidetes
Otu000637,365,Bacteroidetes
Otu000638,360,Firmicutes
Otu000639,360,Firmicutes
Otu000640,360,Bacteroidetes
Otu000641,359,Proteobacteria
Otu000642,358,Spirochaetes
Otu000643,357,Actinobacteria
Otu000644,357,Firmicutes
Otu000645,357,Firmicutes
Otu000646,355,Bacteroidetes
Otu000647,353,Firmicutes
Otu000648,351,Spirochaetes
Otu000649,350,Firmicutes
Otu000650,350,Proteobacteria
Otu000651,348,Bacteroidetes
Otu000652,348,Firmicutes
Otu000653,347,Firmicutes
Otu000654,345,Actinobacteria
Otu000655,344,Proteobacteria
Otu000656,341,Bacteroidetes
Otu000657,341,Firmicutes
Otu000658,340,Bacteroidetes
Otu000659,338,Proteobacteria
Otu000660,337,Firmicutes
Otu000661,336,Spirochaetes
Otu000662,334,Bacteroidetes
Otu000663,334,Bacteroidetes
Otu000664,334,unclassified
Otu000665,333,Proteobacteria
Otu000666,333,Actinobacteria
Otu000667,331,Proteobacteria
Otu000668,330,Bacteroidetes
Otu000669,330,Firmicutes
Otu000670,329,unclassified
Otu000671,326,Actinobacteria
Otu000672,325,Firmicutes
Otu000673,325,Bacteroidetes
Otu000674,324,Actinobacteria
Otu000675,324,Firmicutes
Otu000676,323,Firmicutes
Otu000677,323,Proteobacteria
Otu000678,323,Firmicutes
Otu000679,323,Firmicutes
Otu000680,322,Firmicutes
Otu000681,321,Firmicutes
Otu000682,321,Firmicutes
Otu000683,317,Actinobacteria
Otu000684,316,Proteobacteria
Otu000685,312,Actinobacteria
Otu000686,311,Actinobacteria
Otu000687,311,Bacteroidetes
Otu000688,311,Proteobacteria
Otu000689,311,unclassified
Otu000690,311,Bacteroidetes
Otu000691,309,Bacteroidetes
Otu000692,308,Proteobacteria
Otu000693,308,Firmicutes
Otu000694,308,Actinobacteria
Otu000695,307,Firmicutes
Otu000696,306,Firmicutes
Otu000697,305,Firmicutes
Otu000698,305,Proteobacteria
Otu000699,304,Proteobacteria
Otu000700,303,Proteobacteria
Otu000701,301,Actinobacteria
Otu000702,300,Firmicutes
Otu000703,297,Firmicutes
Otu000704,294,Bacteroidetes
Otu000705,293,unclassified
Otu000706,291,Proteobacteria
Otu000707,291,Actinobacteria
Otu000708,290,Proteobacteria
Otu000709,290,unclassified
Otu000710,289,Firmicutes
Otu000711,289,Bacteroidetes
Otu000712,287,Actinobacteria
Otu000713,285,Bacteroidetes
Otu000714,284,Bacteroidetes
Otu000715,284,Bacteroidetes
Otu000716,283,Firmicutes
Otu000717,282,Firmicutes
Otu000718,279,Firmicutes
Otu000719,279,Bacteroidetes
Otu000720,277,Bacteroidetes
Otu000721,277,unclassified
Otu000722,275,Firmicutes
Otu000723,274,Proteobacteria
Otu000724,274,Firmicutes
Otu000725,273,unclassified
Otu000726,272,Firmicutes
Otu000727,269,Firmicutes
Otu000728,269,Actinobacteria
Otu000729,267,Lentisphaerae
Otu000730,267,Proteobacteria
Otu000731,266,Firmicutes
Otu000732,265,Firmicutes
Otu000733,264,Actinobacteria
Otu000734,263,Bacteroidetes
Otu000735,263,Spirochaetes
Otu000736,262,Actinobacteria
Otu000737,262,Bacteroidetes
Otu000738,262,Bacteroidetes
Otu000739,261,Bacteroidetes
Otu000740,261,Firmicutes
Otu000741,260,Proteobacteria
Otu000742,260,unclassified
Otu000743,258,Firmicutes
Otu000744,254,Bacteroidetes
Otu000745,252,Firmicutes
Otu000746,252,Bacteroidetes
Otu000747,251,Proteobacteria
Otu000748,250,Firmicutes
Otu000749,250,Firmicutes
Otu000750,249,Firmicutes
Otu000751,248,Deinococcus-Thermus
Otu000752,248,Proteobacteria
Otu000753,248,Firmicutes
Otu000754,247,unclassified
Otu000755,246,Firmicutes
Otu000756,246,Bacteroidetes
Otu000757,245,Bacteroidetes
Otu000758,244,Actinobacteria
Otu000759,243,Firmicutes
Otu000760,240,Firmicutes
Otu000761,239,Firmicutes
Otu000762,239,Spirochaetes
Otu000763,238,Bacteroidetes
Otu000764,238,Proteobacteria
Otu000765,237,Firmicutes
Otu000766,237,unclassified
Otu000767,236,Actinobacteria
Otu000768,235,Firmicutes
Otu000769,234,Actinobacteria
Otu000770,233,Firmicutes
Otu000771,233,Proteobacteria
Otu000772,233,Firmicutes
Otu000773,233,Actinobacteria
Otu000774,232,Proteobacteria
Otu000775,232,Firmicutes
Otu000776,231,Actinobacteria
Otu000777,230,Proteobacteria
Otu000778,229,Bacteroidetes
Otu000779,229,Proteobacteria
Otu000780,228,Proteobacteria
Otu000781,228,Proteobacteria
Otu000782,227,Firmicutes
Otu000783,227,Bacteroidetes
Otu000784,227,Actinobacteria
Otu000785,226,Proteobacteria
Otu000786,226,Bacteroidetes
Otu000787,226,Firmicutes
Otu000788,224,Proteobacteria
Otu000789,224,Firmicutes
Otu000790,222,Proteobacteria
Otu000791,222,Proteobacteria
Otu000792,222,Bacteroidetes
Otu000793,221,Proteobacteria
Otu000794,221,Bacteroidetes
Otu000795,220,Proteobacteria
Otu000796,220,Firmicutes
Otu000797,217,Firmicutes
Otu000798,216,Firmicutes
Otu000799,215,Firmicutes
Otu000800,214,Bacteroidetes
Otu000801,213,Gemmatimonadetes
Otu000802,213,Bacteroidetes
Otu000803,212,Bacteroidetes
Otu000804,212,Firmicutes
Otu000805,211,Bacteroidetes
Otu000806,211,Actinobacteria
Otu000807,211,unclassified
Otu000808,210,Bacteroidetes
Otu000809,210,Firmicutes
Otu000810,208,Firmicutes
Otu000811,208,Deinococcus-Thermus
Otu000812,208,Firmicutes
Otu000813,207,Proteobacteria
Otu000814,207,Bacteroidetes
Otu000815,205,Bacteroidetes
Otu000816,205,Firmicutes
Otu000817,205,Firmicutes
Otu000818,204,Firmicutes
Otu000819,204,Proteobacteria
Otu000820,204,Proteobacteria
Otu000821,204,Firmicutes
Otu000822,203,Firmicutes
Otu000823,202,Actinobacteria
Otu000824,202,Proteobacteria
Otu000825,201,Actinobacteria
Otu000826,200,Firmicutes
Otu000827,200,Actinobacteria
Otu000828,200,Bacteroidetes
Otu000829,199,Firmicutes
Otu000830,198,Firmicutes
Otu000831,198,Proteobacteria
Otu000832,197,Actinobacteria
Otu000833,196,Firmicutes
Otu000834,196,Firmicutes
Otu000835,195,SR1
Otu000836,193,Deinococcus-Thermus
Otu000837,193,Actinobacteria
Otu000838,192,Bacteroidetes
Otu000839,192,Firmicutes
Otu000840,192,Proteobacteria
Otu000841,192,Firmicutes
Otu000842,191,Firmicutes
Otu000843,191,Bacteroidetes
Otu000844,191,Chloroflexi
Otu000845,190,Firmicutes
Otu000846,190,unclassified
Otu000847,190,Actinobacteria
Otu000848,188,Proteobacteria
Otu000849,188,Proteobacteria
Otu000850,188,Proteobacteria
Otu000851,187,Firmicutes
Otu000852,186,Firmicutes
Otu000853,186,Bacteroidetes
Otu000854,185,Firmicutes
Otu000855,185,Firmicutes
Otu000856,184,Firmicutes
Otu000857,184,Actinobacteria
Otu000858,183,Actinobacteria
Otu000859,182,Actinobacteria
Otu000860,182,Firmicutes
Otu000861,182,Firmicutes
