OTU	Size	Taxonomy
Otu000224	306	Bacteroidetes
Otu000225	299	unclassified
Otu000226	296	Firmicutes
Otu000227	296	Firmicutes
Otu000228	293	Bacteroidetes
Otu000229	292	Bacteroidetes
Otu000230	290	Bacteroidetes
Otu000231	288	Firmicutes
Otu000232	286	Firmicutes
Otu000233	281	Firmicutes
Otu000234	276	Firmicutes
Otu000235	276	Bacteroidetes
Otu000236	273	Firmicutes
Otu000237	270	unclassified
Otu000238	269	Bacteroidetes
Otu000239	268	Firmicutes
Otu000240	264	Firmicutes
Otu000241	261	Firmicutes
Otu000242	259	Firmicutes
Otu000243	253	Actinobacteria
Otu000244	252	Firmicutes
Otu000245	247	Firmicutes
Otu000246	246	Firmicutes
Otu000247	246	Firmicutes
Otu000248	244	Firmicutes
Otu000249	243	Firmicutes
Otu000250	242	Verrucomicrobia
Otu000251	240	Firmicutes
Otu000252	239	Bacteroidetes
Otu000253	239	Firmicutes
Otu000254	238	Firmicutes
Otu000255	238	unclassified
Otu000256	237	Firmicutes
Otu000257	237	Firmicutes
Otu000258	234	Bacteroidetes
Otu000259	230	Firmicutes
Otu000260	229	Firmicutes
Otu000261	228	Firmicutes
Otu000262	227	Bacteroidetes
Otu000263	226	Firmicutes
Otu000264	226	Firmicutes
Otu000265	225	Firmicutes
Otu000266	222	Firmicutes
Otu000267	221	Firmicutes
Otu000268	220	Firmicutes
Otu000269	219	Firmicutes
Otu000270	219	Firmicutes
Otu000271	218	Firmicutes
Otu000272	217	Bacteroidetes
Otu000273	217	Firmicutes
Otu000274	217	Firmicutes
Otu000275	217	Proteobacteria
Otu000276	216	Firmicutes
Otu000277	215	Actinobacteria
Otu000278	214	Firmicutes
Otu000279	213	Firmicutes
Otu000280	213	Firmicutes
Otu000281	211	Firmicutes
Otu000282	209	Firmicutes
Otu000283	207	Firmicutes
Otu000284	205	Firmicutes
Otu000285	205	Firmicutes
Otu000286	205	Firmicutes
Otu000287	205	Firmicutes
Otu000288	204	Proteobacteria
Otu000289	201	Firmicutes
Otu000290	200	Firmicutes
Otu000291	200	Firmicutes
Otu000292	200	Firmicutes
Otu000293	200	unclassified
Otu000294	200	Firmicutes
Otu000295	199	Firmicutes
Otu000296	199	Firmicutes
Otu000297	198	Bacteroidetes
Otu000298	198	Firmicutes
Otu000299	198	Verrucomicrobia
Otu000300	195	Firmicutes
Otu000301	194	Firmicutes
Otu000302	194	Bacteroidetes
Otu000303	194	Firmicutes
Otu000304	193	Firmicutes
Otu000305	192	unclassified
Otu000306	192	Firmicutes
Otu000307	192	Firmicutes
Otu000308	191	Firmicutes
Otu000309	191	Firmicutes
Otu000310	191	Firmicutes
Otu000311	191	Firmicutes
Otu000312	191	Actinobacteria
Otu000313	190	Firmicutes
Otu000314	190	Bacteroidetes
Otu000315	190	Firmicutes
Otu000316	187	Firmicutes
Otu000317	187	Firmicutes
Otu000318	186	Firmicutes
Otu000319	185	Firmicutes
Otu000320	183	unclassified
Otu000321	179	Firmicutes
Otu000322	178	Bacteroidetes
Otu000323	176	Firmicutes
Otu000324	175	Firmicutes
Otu000325	172	Firmicutes
Otu000326	171	Firmicutes
Otu000327	171	Firmicutes
Otu000328	170	unclassified
Otu000329	170	Bacteroidetes
Otu000330	168	Firmicutes
Otu000331	168	Firmicutes
Otu000332	167	Firmicutes
Otu000333	166	Firmicutes
Otu000334	165	Firmicutes
Otu000335	165	Firmicutes
Otu000336	163	Bacteroidetes
Otu000337	163	Firmicutes
Otu000338	161	Firmicutes
Otu000339	161	Firmicutes
Otu000340	161	Firmicutes
Otu000341	158	Firmicutes
Otu000342	158	Firmicutes
Otu000343	157	Firmicutes
Otu000344	156	Firmicutes
Otu000345	156	Firmicutes
Otu000346	156	Firmicutes
Otu000347	156	Firmicutes
Otu000348	154	Firmicutes
Otu000349	152	Firmicutes
Otu000350	152	Firmicutes
Otu000351	151	Bacteroidetes
Otu000352	150	Firmicutes
Otu000353	149	Bacteroidetes
Otu000354	148	Bacteroidetes
Otu000355	148	Firmicutes
Otu000356	146	Bacteroidetes
Otu000357	146	Bacteroidetes
Otu000358	144	Bacteroidetes
Otu000359	143	Firmicutes
Otu000360	141	unclassified
Otu000361	141	Firmicutes
Otu000362	141	Actinobacteria
Otu000363	141	unclassified
Otu000364	140	Firmicutes
Otu000365	140	Firmicutes
Otu000366	139	Firmicutes
Otu000367	138	Firmicutes
Otu000368	137	Firmicutes
Otu000369	137	Firmicutes
Otu000370	137	Firmicutes
Otu000371	137	Firmicutes
Otu000372	137	Firmicutes
Otu000373	135	Bacteroidetes
Otu000374	134	Firmicutes
Otu000375	134	Firmicutes
Otu000376	133	Firmicutes
Otu000377	133	Bacteroidetes
Otu000378	132	Bacteroidetes
Otu000379	132	Firmicutes
Otu000380	132	Actinobacteria
Otu000381	131	Firmicutes
Otu000382	130	Bacteroidetes
Otu000383	130	Firmicutes
Otu000384	130	Bacteroidetes
Otu000385	130	Firmicutes
Otu000386	127	Firmicutes
Otu000387	127	Firmicutes
Otu000388	127	Proteobacteria
Otu000389	126	Bacteroidetes
Otu000390	126	Firmicutes
Otu000391	125	Firmicutes
Otu000392	125	Firmicutes
Otu000393	125	Firmicutes
Otu000394	125	Firmicutes
Otu000395	124	Firmicutes
Otu000396	123	Firmicutes
Otu000397	121	Firmicutes
Otu000398	121	Bacteroidetes
Otu000399	120	Firmicutes
Otu000400	119	Firmicutes
Otu000401	119	Firmicutes
Otu000402	119	Firmicutes
Otu000403	118	Actinobacteria
Otu000404	117	Firmicutes
Otu000405	117	Firmicutes
Otu000406	116	Firmicutes
Otu000407	115	Firmicutes
Otu000408	115	unclassified
Otu000409	115	Firmicutes
Otu000410	114	Firmicutes
Otu000411	114	Actinobacteria
Otu000412	114	Firmicutes
Otu000413	113	Firmicutes
Otu000414	113	Firmicutes
Otu000415	112	Firmicutes
Otu000416	112	Firmicutes
Otu000417	111	Bacteroidetes
Otu000418	110	Firmicutes
Otu000419	110	Firmicutes
Otu000420	109	Firmicutes
Otu000421	109	Firmicutes
Otu000422	109	Firmicutes
Otu000423	109	Firmicutes
Otu000424	109	Firmicutes
Otu000425	109	Firmicutes
Otu000426	109	Firmicutes
Otu000427	109	Firmicutes
Otu000428	108	Firmicutes
Otu000429	107	Firmicutes
Otu000430	106	Firmicutes
Otu000431	105	Firmicutes
Otu000432	105	unclassified
Otu000433	105	unclassified
Otu000434	104	Firmicutes
Otu000435	104	Firmicutes
Otu000436	104	Firmicutes
Otu000437	103	Firmicutes
Otu000438	103	Bacteroidetes
Otu000439	102	Firmicutes
Otu000440	101	Firmicutes
Otu000441	101	Firmicutes
Otu000442	101	Firmicutes
Otu000443	101	Firmicutes
Otu000444	100	Firmicutes
Otu000445	100	Firmicutes
Otu000446	100	Bacteroidetes
Otu000447	99	Firmicutes
Otu000448	99	Actinobacteria
Otu000449	99	Firmicutes
Otu000450	99	Firmicutes
Otu000451	99	Firmicutes
Otu000452	98	Bacteroidetes
Otu000453	98	Firmicutes
Otu000454	98	Firmicutes
Otu000455	97	Firmicutes
Otu000456	97	Bacteroidetes
Otu000457	97	Actinobacteria
Otu000458	96	Firmicutes
Otu000459	96	Bacteroidetes
Otu000460	95	Firmicutes
Otu000461	95	Firmicutes
Otu000462	94	Firmicutes
Otu000463	94	Firmicutes
Otu000464	94	Firmicutes
Otu000465	93	Firmicutes
Otu000466	93	Proteobacteria
Otu000467	92	Firmicutes
Otu000468	92	Firmicutes
Otu000469	92	unclassified
Otu000470	92	Firmicutes
Otu000471	92	unclassified
Otu000472	91	Firmicutes
Otu000473	90	unclassified
Otu000474	90	Firmicutes
Otu000475	90	Bacteroidetes
Otu000476	89	Bacteroidetes
Otu000477	89	Firmicutes
Otu000478	89	Firmicutes
Otu000479	89	Firmicutes
Otu000480	89	Firmicutes
Otu000481	89	Bacteroidetes
Otu000482	88	unclassified
Otu000483	88	Firmicutes
Otu000484	88	Firmicutes
Otu000485	88	Bacteroidetes
Otu000486	88	Firmicutes
Otu000487	88	Firmicutes
Otu000488	87	Firmicutes
Otu000489	87	Firmicutes
Otu000490	87	Firmicutes
Otu000491	87	Firmicutes
Otu000492	86	Firmicutes
Otu000493	86	Bacteroidetes
Otu000494	85	Bacteroidetes
Otu000495	85	Firmicutes
Otu000496	84	Firmicutes
Otu000497	84	Firmicutes
Otu000498	83	Firmicutes
Otu000499	83	Firmicutes
Otu000500	83	Bacteroidetes
Otu000501	83	Firmicutes
Otu000502	82	Firmicutes
Otu000503	82	Firmicutes
Otu000504	81	Firmicutes
Otu000505	81	Firmicutes
Otu000506	81	Firmicutes
Otu000507	80	unclassified
Otu000508	80	Bacteroidetes
Otu000509	80	Actinobacteria
Otu000510	80	Firmicutes
Otu000511	79	Firmicutes
Otu000512	79	Firmicutes
Otu000513	79	Bacteroidetes
Otu000514	78	Firmicutes
Otu000515	78	Firmicutes
Otu000516	78	Firmicutes
Otu000517	78	Firmicutes
Otu000518	77	Bacteroidetes
Otu000519	77	Firmicutes
Otu000520	77	Firmicutes
Otu000521	77	Firmicutes
Otu000522	76	Firmicutes
Otu000523	76	Bacteroidetes
Otu000524	76	Firmicutes
Otu000525	76	Firmicutes
Otu000526	75	unclassified
Otu000527	75	Firmicutes
Otu000528	75	Bacteroidetes
Otu000529	74	Firmicutes
Otu000530	74	Firmicutes
Otu000531	74	Firmicutes
Otu000532	73	Bacteroidetes
Otu000533	73	unclassified
Otu000534	73	Bacteroidetes
Otu000535	73	Firmicutes
Otu000536	73	Firmicutes
Otu000537	72	Firmicutes
Otu000538	72	Firmicutes
Otu000539	72	Firmicutes
Otu000540	72	Firmicutes
Otu000541	72	Firmicutes
Otu000542	71	Firmicutes
Otu000543	71	Firmicutes
Otu000544	70	Bacteroidetes
Otu000545	70	Bacteroidetes
Otu000546	70	Firmicutes
Otu000547	70	Firmicutes
Otu000548	70	Firmicutes
Otu000549	70	Firmicutes
Otu000550	70	Firmicutes
Otu000551	70	Firmicutes
Otu000552	70	Firmicutes
Otu000553	69	Bacteroidetes
Otu000554	69	Firmicutes
Otu000555	69	Firmicutes
Otu000556	68	Firmicutes
Otu000557	68	Firmicutes
Otu000558	68	Firmicutes
Otu000559	68	Bacteroidetes
Otu000560	68	Firmicutes
Otu000561	67	Firmicutes
Otu000562	67	Firmicutes
Otu000563	67	Firmicutes
Otu000564	67	Firmicutes
Otu000565	67	Firmicutes
Otu000566	67	Firmicutes
Otu000567	67	Firmicutes
Otu000568	67	Firmicutes
Otu000569	67	Firmicutes
Otu000570	67	Firmicutes
Otu000571	67	Firmicutes
Otu000572	66	Bacteroidetes
Otu000573	66	Firmicutes
Otu000574	65	Firmicutes
Otu000575	65	Firmicutes
Otu000576	65	Firmicutes
Otu000577	65	Firmicutes
Otu000578	65	Firmicutes
Otu000579	64	Firmicutes
Otu000580	64	Bacteroidetes
Otu000581	64	unclassified
Otu000582	64	Firmicutes
Otu000583	64	Bacteroidetes
Otu000584	64	Firmicutes
Otu000585	64	Bacteroidetes
Otu000586	63	Firmicutes
Otu000587	63	Actinobacteria
Otu000588	63	Firmicutes
Otu000589	62	Firmicutes
Otu000590	62	Firmicutes
Otu000591	62	Firmicutes
Otu000592	62	Firmicutes
Otu000593	62	Firmicutes
Otu000594	62	Firmicutes
Otu000595	61	Firmicutes
Otu000596	61	Firmicutes
Otu000597	61	Bacteroidetes
Otu000598	60	Bacteroidetes
Otu000599	60	Firmicutes
Otu000600	60	Bacteroidetes
Otu000601	60	unclassified
Otu000602	60	Bacteroidetes
Otu000603	60	Firmicutes
Otu000604	60	Firmicutes
Otu000605	59	Bacteroidetes
Otu000606	59	unclassified
Otu000607	59	Bacteroidetes
Otu000608	59	Firmicutes
Otu000609	59	Firmicutes
Otu000610	59	Firmicutes
Otu000611	59	Firmicutes
Otu000612	59	Firmicutes
Otu000613	58	Firmicutes
Otu000614	58	Firmicutes
Otu000615	58	Firmicutes
Otu000616	57	Firmicutes
Otu000617	57	Firmicutes
Otu000618	57	Firmicutes
Otu000619	56	unclassified
Otu000620	56	Bacteroidetes
Otu000621	56	Firmicutes
Otu000622	56	Synergistetes
Otu000623	56	Bacteroidetes
Otu000624	56	Firmicutes
Otu000625	56	Firmicutes
Otu000626	55	Firmicutes
Otu000627	55	Firmicutes
Otu000628	55	unclassified
Otu000629	55	Firmicutes
Otu000630	55	Firmicutes
Otu000631	55	Firmicutes
Otu000632	55	Firmicutes
Otu000633	55	Firmicutes
Otu000634	55	Firmicutes
Otu000635	55	Firmicutes
Otu000636	54	Firmicutes
Otu000637	54	Bacteroidetes
Otu000638	54	Bacteroidetes
Otu000639	54	Firmicutes
Otu000640	54	Firmicutes
Otu000641	54	Firmicutes
Otu000642	54	Firmicutes
Otu000643	54	Firmicutes
Otu000644	54	Firmicutes
Otu000645	53	Firmicutes
Otu000646	53	Bacteroidetes
Otu000647	53	Firmicutes
Otu000648	52	Bacteroidetes
Otu000649	52	unclassified
Otu000650	52	Firmicutes
Otu000651	52	Firmicutes
Otu000652	52	Firmicutes
Otu000653	52	Firmicutes
Otu000654	52	Firmicutes
Otu000655	52	Firmicutes
Otu000656	52	Firmicutes
Otu000657	52	unclassified
Otu000658	51	Firmicutes
Otu000659	51	Firmicutes
Otu000660	51	Firmicutes
Otu000661	51	Firmicutes
Otu000662	51	Firmicutes
Otu000663	51	Firmicutes
Otu000664	51	Firmicutes
Otu000665	51	unclassified
Otu000666	51	Firmicutes
Otu000667	50	Bacteroidetes
Otu000668	50	Firmicutes
Otu000669	50	Firmicutes
Otu000670	50	Bacteroidetes
Otu000671	50	Bacteroidetes
Otu000672	49	Bacteroidetes
Otu000673	49	Firmicutes
Otu000674	49	Firmicutes
Otu000675	49	Firmicutes
Otu000676	49	Firmicutes
Otu000677	48	Firmicutes
Otu000678	48	Firmicutes
Otu000679	48	Bacteroidetes
Otu000680	48	Firmicutes
Otu000681	48	Firmicutes
Otu000682	48	Firmicutes
Otu000683	48	unclassified
Otu000684	48	Firmicutes
Otu000685	48	Firmicutes
Otu000686	48	Bacteroidetes
Otu000687	48	Firmicutes
Otu000688	48	Firmicutes
Otu000689	47	Firmicutes
Otu000690	47	Firmicutes
Otu000691	47	Firmicutes
Otu000692	47	Firmicutes
Otu000693	47	Firmicutes
Otu000694	47	Firmicutes
Otu000695	47	unclassified
Otu000696	46	Firmicutes
Otu000697	46	unclassified
Otu000698	46	Firmicutes
Otu000699	46	Firmicutes
Otu000700	46	Firmicutes
Otu000701	46	unclassified
Otu000702	46	unclassified
Otu000703	46	Firmicutes
Otu000704	46	Firmicutes
Otu000705	46	Firmicutes
Otu000706	45	Firmicutes
Otu000707	45	Firmicutes
Otu000708	45	unclassified
Otu000709	45	Firmicutes
Otu000710	45	Firmicutes
Otu000711	45	Firmicutes
Otu000712	45	Firmicutes
Otu000713	45	Bacteroidetes
Otu000714	45	Firmicutes
Otu000715	45	Bacteroidetes
Otu000716	45	Firmicutes
Otu000717	45	Firmicutes
Otu000718	45	Firmicutes
Otu000719	45	Firmicutes
Otu000720	45	Firmicutes
Otu000721	44	Firmicutes
Otu000722	44	Firmicutes
Otu000723	44	Firmicutes
Otu000724	44	Firmicutes
Otu000725	44	Firmicutes
Otu000726	44	Firmicutes
Otu000727	44	Firmicutes
Otu000728	44	Firmicutes
Otu000729	44	Firmicutes
Otu000730	44	Firmicutes
Otu000731	44	Firmicutes
Otu000732	43	Firmicutes
Otu000733	43	Bacteroidetes
Otu000734	43	Firmicutes
Otu000735	43	Firmicutes
Otu000736	43	Firmicutes
Otu000737	43	Firmicutes
Otu000738	43	Firmicutes
Otu000739	43	Firmicutes
Otu000740	43	Firmicutes
Otu000741	43	Firmicutes
Otu000742	43	Firmicutes
Otu000743	43	Firmicutes
Otu000744	43	Bacteroidetes
Otu000745	43	Firmicutes
Otu000746	43	Actinobacteria
Otu000747	42	Actinobacteria
Otu000748	42	Bacteroidetes
Otu000749	42	Firmicutes
Otu000750	42	Firmicutes
Otu000751	42	Firmicutes
Otu000752	42	unclassified
Otu000753	42	Firmicutes
Otu000754	42	Firmicutes
Otu000755	42	Firmicutes
Otu000756	42	Firmicutes
Otu000757	42	Fusobacteria
Otu000758	42	Bacteroidetes
Otu000759	42	Firmicutes
Otu000760	42	Firmicutes
Otu000761	41	Firmicutes
Otu000762	41	Firmicutes
Otu000763	41	Firmicutes
Otu000764	41	Firmicutes
Otu000765	41	unclassified
Otu000766	41	unclassified
Otu000767	41	Bacteroidetes
Otu000768	41	Firmicutes
Otu000769	41	Firmicutes
Otu000770	41	Firmicutes
Otu000771	41	Firmicutes
Otu000772	41	Bacteroidetes
Otu000773	41	Bacteroidetes
Otu000774	41	Firmicutes
Otu000775	41	Firmicutes
Otu000776	41	Firmicutes
Otu000777	40	Firmicutes
Otu000778	40	Firmicutes
Otu000779	40	Firmicutes
Otu000780	40	unclassified
Otu000781	40	Firmicutes
Otu000782	40	Firmicutes
Otu000783	39	Firmicutes
Otu000784	39	unclassified
Otu000785	39	Firmicutes
Otu000786	39	Firmicutes
Otu000787	39	Firmicutes
Otu000788	39	Firmicutes
Otu000789	38	Bacteroidetes
Otu000790	38	Firmicutes
Otu000791	38	Firmicutes
Otu000792	38	Firmicutes
Otu000793	38	Firmicutes
Otu000794	38	Firmicutes
Otu000795	38	Firmicutes
Otu000796	38	Firmicutes
Otu000797	38	Firmicutes
Otu000798	38	Firmicutes
Otu000799	38	Bacteroidetes
Otu000800	38	Bacteroidetes
Otu000801	38	Firmicutes
Otu000802	38	Firmicutes
Otu000803	38	Actinobacteria
Otu000804	38	Firmicutes
Otu000805	38	Firmicutes
Otu000806	37	Firmicutes
Otu000807	37	Bacteroidetes
Otu000808	37	unclassified
Otu000809	37	Bacteroidetes
Otu000810	37	Firmicutes
Otu000811	37	Firmicutes
Otu000812	37	unclassified
Otu000813	37	Firmicutes
Otu000814	37	Proteobacteria
Otu000815	37	unclassified
Otu000816	37	Firmicutes
Otu000817	37	Synergistetes
Otu000818	37	Firmicutes
Otu000819	37	Firmicutes
Otu000820	36	Firmicutes
Otu000821	36	Firmicutes
Otu000822	36	Firmicutes
Otu000823	36	Firmicutes
Otu000824	36	Firmicutes
Otu000825	36	Firmicutes
Otu000826	36	Firmicutes
Otu000827	36	Firmicutes
Otu000828	36	Firmicutes
Otu000829	36	Firmicutes
Otu000830	36	Firmicutes
Otu000831	36	Firmicutes
Otu000832	36	Bacteroidetes
Otu000833	36	Firmicutes
Otu000834	36	Firmicutes
Otu000835	36	Firmicutes
Otu000836	36	Firmicutes
Otu000837	36	Bacteroidetes
Otu000838	36	Firmicutes
Otu000839	36	Firmicutes
Otu000840	35	Firmicutes
Otu000841	35	Firmicutes
Otu000842	35	Firmicutes
Otu000843	35	Firmicutes
Otu000844	35	Firmicutes
Otu000845	35	Firmicutes
Otu000846	35	Firmicutes
Otu000847	35	Firmicutes
Otu000848	35	Bacteroidetes
Otu000849	35	Firmicutes
Otu000850	35	Bacteroidetes
Otu000851	35	Proteobacteria
Otu000852	35	Firmicutes
Otu000853	35	unclassified
Otu000854	35	Firmicutes
Otu000855	35	Firmicutes
Otu000856	35	Firmicutes
Otu000857	35	Firmicutes
Otu000858	35	Firmicutes
Otu000859	34	Firmicutes
Otu000860	34	Bacteroidetes
Otu000861	34	Firmicutes
Otu000862	34	Firmicutes
Otu000863	34	Firmicutes
Otu000864	34	Firmicutes
Otu000865	34	Bacteroidetes
Otu000866	34	unclassified
Otu000867	34	Firmicutes
Otu000868	34	Firmicutes
Otu000869	34	Firmicutes
Otu000870	34	Firmicutes
Otu000871	34	Firmicutes
Otu000872	34	Firmicutes
Otu000873	34	Firmicutes
Otu000874	34	Firmicutes
Otu000875	34	Bacteroidetes
Otu000876	34	Bacteroidetes
Otu000877	34	Firmicutes
Otu000878	34	Bacteroidetes
Otu000879	34	Actinobacteria
Otu000880	34	Bacteroidetes
Otu000881	34	Firmicutes
Otu000882	34	Firmicutes
Otu000883	33	Firmicutes
Otu000884	33	Firmicutes
Otu000885	33	Bacteroidetes
Otu000886	33	Firmicutes
Otu000887	33	Firmicutes
Otu000888	33	unclassified
Otu000889	33	Firmicutes
Otu000890	33	Firmicutes
Otu000891	33	Firmicutes
Otu000892	33	Bacteroidetes
Otu000893	33	unclassified
Otu000894	33	Firmicutes
Otu000895	33	Firmicutes
Otu000896	33	Firmicutes
Otu000897	33	unclassified
Otu000898	33	Bacteroidetes
Otu000899	33	Firmicutes
Otu000900	33	Firmicutes
Otu000901	33	Firmicutes
Otu000902	33	Firmicutes
Otu000903	33	Firmicutes
Otu000904	33	Firmicutes
Otu000905	32	Bacteroidetes
Otu000906	32	Firmicutes
Otu000907	32	Firmicutes
Otu000908	32	Firmicutes
