OTU	Size	Taxonomy
Otu00166	301	Firmicutes
Otu00167	297	Bacteroidetes
Otu00168	296	Firmicutes
Otu00169	293	unclassified
Otu00170	286	Firmicutes
Otu00171	283	unclassified
Otu00172	282	unclassified
Otu00173	281	Firmicutes
Otu00174	270	Actinobacteria
Otu00175	264	Firmicutes
Otu00176	263	Firmicutes
Otu00177	259	Firmicutes
Otu00178	249	Firmicutes
Otu00179	247	unclassified
Otu00180	246	Firmicutes
Otu00181	245	Proteobacteria
Otu00182	239	Firmicutes
Otu00183	239	Firmicutes
Otu00184	236	Firmicutes
Otu00185	232	unclassified
Otu00186	231	unclassified
Otu00187	230	Bacteroidetes
Otu00188	229	Firmicutes
Otu00189	227	Firmicutes
Otu00190	225	Firmicutes
Otu00191	224	unclassified
Otu00192	218	Firmicutes
Otu00193	217	Proteobacteria
Otu00194	216	Firmicutes
Otu00195	216	Bacteroidetes
Otu00196	214	Firmicutes
Otu00197	209	Firmicutes
Otu00198	208	Firmicutes
Otu00199	208	unclassified
Otu00200	205	Bacteroidetes
Otu00201	204	unclassified
Otu00202	203	Firmicutes
Otu00203	202	unclassified
Otu00204	200	Firmicutes
Otu00205	196	Bacteroidetes
Otu00206	195	Firmicutes
Otu00207	193	Firmicutes
Otu00208	192	Firmicutes
Otu00209	191	Firmicutes
Otu00210	190	Bacteroidetes
Otu00211	190	Bacteroidetes
Otu00212	188	unclassified
Otu00213	181	Firmicutes
Otu00214	181	unclassified
Otu00215	181	unclassified
Otu00216	177	unclassified
Otu00217	177	Bacteroidetes
Otu00218	176	Bacteroidetes
Otu00219	175	Firmicutes
Otu00220	174	unclassified
Otu00221	172	unclassified
Otu00222	171	unclassified
Otu00223	170	Bacteroidetes
Otu00224	167	Firmicutes
Otu00225	166	Firmicutes
Otu00226	166	Bacteroidetes
Otu00227	160	Firmicutes
Otu00228	160	Firmicutes
Otu00229	159	Bacteroidetes
Otu00230	158	Firmicutes
Otu00231	158	Firmicutes
Otu00232	155	Firmicutes
Otu00233	152	unclassified
Otu00234	152	Firmicutes
Otu00235	150	Firmicutes
Otu00236	148	Firmicutes
Otu00237	148	Bacteroidetes
Otu00238	147	unclassified
Otu00239	146	Bacteroidetes
Otu00240	146	unclassified
Otu00241	144	unclassified
Otu00242	143	Firmicutes
Otu00243	140	unclassified
Otu00244	140	unclassified
Otu00245	140	unclassified
Otu00246	140	Actinobacteria
Otu00247	139	Firmicutes
Otu00248	137	unclassified
Otu00249	137	Bacteroidetes
Otu00250	137	Bacteroidetes
Otu00251	137	unclassified
Otu00252	136	Firmicutes
Otu00253	136	Firmicutes
Otu00254	134	Firmicutes
Otu00255	133	Firmicutes
Otu00256	132	unclassified
Otu00257	131	Firmicutes
Otu00258	129	Firmicutes
Otu00259	128	Firmicutes
Otu00260	127	unclassified
Otu00261	126	Bacteroidetes
Otu00262	125	unclassified
Otu00263	123	unclassified
Otu00264	123	Bacteroidetes
Otu00265	122	Firmicutes
Otu00266	122	Proteobacteria
Otu00267	122	Firmicutes
Otu00268	122	Firmicutes
Otu00269	118	Firmicutes
Otu00270	118	Firmicutes
Otu00271	118	unclassified
Otu00272	116	Bacteroidetes
Otu00273	116	unclassified
Otu00274	115	Bacteroidetes
Otu00275	114	Firmicutes
Otu00276	114	unclassified
Otu00277	113	unclassified
Otu00278	113	unclassified
Otu00279	112	Firmicutes
Otu00280	111	Firmicutes
Otu00281	110	Firmicutes
Otu00282	109	Firmicutes
Otu00283	108	unclassified
Otu00284	108	Firmicutes
Otu00285	108	unclassified
Otu00286	107	Bacteroidetes
Otu00287	106	Firmicutes
Otu00288	105	Firmicutes
Otu00289	104	unclassified
Otu00290	104	Bacteroidetes
Otu00291	103	unclassified
Otu00292	102	Firmicutes
Otu00293	102	Firmicutes
Otu00294	102	unclassified
Otu00295	101	Firmicutes
Otu00296	101	Bacteroidetes
Otu00297	101	Proteobacteria
Otu00298	100	Bacteroidetes
Otu00299	100	Firmicutes
Otu00300	99	unclassified
Otu00301	99	Firmicutes
Otu00302	98	Firmicutes
Otu00303	98	Firmicutes
Otu00304	97	Firmicutes
Otu00305	97	Firmicutes
Otu00306	97	Firmicutes
Otu00307	97	unclassified
Otu00308	97	Firmicutes
Otu00309	95	Firmicutes
Otu00310	95	Firmicutes
Otu00311	95	Firmicutes
Otu00312	94	Firmicutes
Otu00313	94	unclassified
Otu00314	94	Firmicutes
Otu00315	94	Firmicutes
Otu00316	94	Bacteroidetes
Otu00317	93	Firmicutes
Otu00318	93	Actinobacteria
Otu00319	93	Firmicutes
Otu00320	91	Firmicutes
Otu00321	90	Firmicutes
Otu00322	90	Firmicutes
Otu00323	88	Actinobacteria
Otu00324	87	Proteobacteria
Otu00325	86	unclassified
Otu00326	86	unclassified
Otu00327	85	unclassified
Otu00328	84	unclassified
Otu00329	84	Bacteroidetes
Otu00330	84	Firmicutes
Otu00331	83	Firmicutes
Otu00332	82	Firmicutes
Otu00333	82	Firmicutes
Otu00334	82	Firmicutes
Otu00335	81	Firmicutes
Otu00336	80	Bacteroidetes
Otu00337	80	Firmicutes
Otu00338	80	Firmicutes
Otu00339	79	unclassified
Otu00340	79	Firmicutes
Otu00341	79	unclassified
Otu00342	79	unclassified
Otu00343	79	Firmicutes
Otu00344	78	unclassified
Otu00345	78	Firmicutes
Otu00346	78	Firmicutes
Otu00347	78	Firmicutes
Otu00348	77	Firmicutes
Otu00349	76	Firmicutes
Otu00350	76	Firmicutes
Otu00351	75	Firmicutes
Otu00352	75	unclassified
Otu00353	75	unclassified
Otu00354	74	Firmicutes
Otu00355	74	Firmicutes
Otu00356	74	unclassified
Otu00357	73	Firmicutes
Otu00358	73	Firmicutes
Otu00359	72	Actinobacteria
Otu00360	71	Firmicutes
Otu00361	71	Firmicutes
Otu00362	70	Firmicutes
Otu00363	70	unclassified
Otu00364	70	unclassified
Otu00365	70	unclassified
Otu00366	70	Firmicutes
Otu00367	69	unclassified
Otu00368	69	Firmicutes
Otu00369	68	Firmicutes
Otu00370	68	Firmicutes
Otu00371	67	Firmicutes
Otu00372	67	Firmicutes
Otu00373	66	Proteobacteria
Otu00374	66	unclassified
Otu00375	66	Firmicutes
Otu00376	66	Firmicutes
Otu00377	66	unclassified
Otu00378	65	Firmicutes
Otu00379	65	unclassified
Otu00380	65	Firmicutes
Otu00381	65	Firmicutes
Otu00382	65	Firmicutes
Otu00383	65	unclassified
Otu00384	65	Firmicutes
Otu00385	64	Bacteroidetes
Otu00386	64	Firmicutes
Otu00387	64	unclassified
Otu00388	64	unclassified
Otu00389	64	Firmicutes
Otu00390	64	Bacteroidetes
Otu00391	64	unclassified
Otu00392	64	Firmicutes
Otu00393	63	Bacteroidetes
Otu00394	62	unclassified
Otu00395	62	Firmicutes
Otu00396	62	unclassified
Otu00397	62	Firmicutes
Otu00398	62	Firmicutes
Otu00399	61	Firmicutes
Otu00400	61	Firmicutes
Otu00401	61	Firmicutes
Otu00402	61	Bacteroidetes
Otu00403	61	Firmicutes
Otu00404	61	unclassified
Otu00405	60	unclassified
Otu00406	60	Firmicutes
Otu00407	59	Actinobacteria
Otu00408	59	unclassified
Otu00409	59	Bacteroidetes
Otu00410	58	Bacteroidetes
Otu00411	58	Firmicutes
Otu00412	58	unclassified
Otu00413	58	Bacteroidetes
Otu00414	58	unclassified
Otu00415	58	Firmicutes
Otu00416	58	Firmicutes
Otu00417	57	Proteobacteria
Otu00418	57	unclassified
Otu00419	57	unclassified
Otu00420	57	Firmicutes
Otu00421	57	Firmicutes
Otu00422	56	unclassified
Otu00423	56	Firmicutes
Otu00424	56	unclassified
Otu00425	55	Firmicutes
Otu00426	54	unclassified
Otu00427	54	unclassified
Otu00428	53	Firmicutes
Otu00429	53	Bacteroidetes
Otu00430	53	Firmicutes
Otu00431	52	Firmicutes
Otu00432	52	Firmicutes
Otu00433	52	unclassified
Otu00434	52	unclassified
Otu00435	52	Firmicutes
Otu00436	52	Firmicutes
Otu00437	51	Lentisphaerae
Otu00438	51	Firmicutes
Otu00439	51	unclassified
Otu00440	51	Firmicutes
Otu00441	50	unclassified
Otu00442	50	Firmicutes
Otu00443	49	Firmicutes
Otu00444	49	unclassified
Otu00445	49	Firmicutes
Otu00446	49	Firmicutes
Otu00447	48	Firmicutes
Otu00448	48	Firmicutes
Otu00449	48	Actinobacteria
Otu00450	48	Proteobacteria
Otu00451	48	Firmicutes
Otu00452	47	unclassified
Otu00453	47	Firmicutes
Otu00454	46	Firmicutes
Otu00455	46	Firmicutes
Otu00456	46	unclassified
Otu00457	46	Actinobacteria
Otu00458	45	unclassified
Otu00459	45	unclassified
Otu00460	45	unclassified
Otu00461	45	Firmicutes
Otu00462	45	unclassified
Otu00463	45	Firmicutes
Otu00464	45	Firmicutes
Otu00465	44	Firmicutes
Otu00466	44	unclassified
Otu00467	44	Proteobacteria
Otu00468	44	Firmicutes
Otu00469	44	Bacteroidetes
Otu00470	44	Bacteroidetes
Otu00471	43	Firmicutes
Otu00472	43	unclassified
Otu00473	43	unclassified
Otu00474	42	unclassified
Otu00475	42	Firmicutes
Otu00476	42	Firmicutes
Otu00477	42	Bacteroidetes
Otu00478	42	Firmicutes
Otu00479	42	Firmicutes
Otu00480	42	Proteobacteria
Otu00481	41	Bacteroidetes
Otu00482	41	unclassified
Otu00483	41	unclassified
Otu00484	41	unclassified
Otu00485	41	unclassified
Otu00486	40	Firmicutes
Otu00487	40	Firmicutes
Otu00488	40	Bacteroidetes
Otu00489	40	Firmicutes
Otu00490	39	Firmicutes
Otu00491	39	unclassified
Otu00492	39	unclassified
Otu00493	39	Bacteroidetes
Otu00494	39	Firmicutes
Otu00495	39	unclassified
Otu00496	39	Firmicutes
Otu00497	38	Firmicutes
Otu00498	38	unclassified
Otu00499	38	unclassified
Otu00500	38	Firmicutes
Otu00501	38	Firmicutes
Otu00502	38	Firmicutes
Otu00503	38	unclassified
Otu00504	38	Fusobacteria
Otu00505	38	Firmicutes
Otu00506	38	Firmicutes
Otu00507	37	Proteobacteria
Otu00508	37	Firmicutes
Otu00509	37	unclassified
Otu00510	37	Firmicutes
Otu00511	36	Bacteroidetes
Otu00512	36	Firmicutes
Otu00513	36	unclassified
Otu00514	36	unclassified
Otu00515	36	Bacteroidetes
Otu00516	35	Firmicutes
Otu00517	35	unclassified
Otu00518	35	Firmicutes
Otu00519	35	Firmicutes
Otu00520	35	unclassified
Otu00521	35	Firmicutes
Otu00522	35	Firmicutes
Otu00523	35	unclassified
Otu00524	35	Bacteroidetes
Otu00525	35	Firmicutes
Otu00526	35	unclassified
Otu00527	35	Firmicutes
Otu00528	34	Firmicutes
Otu00529	34	Bacteroidetes
Otu00530	34	Bacteroidetes
Otu00531	34	Bacteroidetes
Otu00532	34	unclassified
Otu00533	34	Firmicutes
Otu00534	34	unclassified
Otu00535	34	Firmicutes
Otu00536	33	Firmicutes
Otu00537	33	Firmicutes
Otu00538	33	Firmicutes
Otu00539	33	Firmicutes
Otu00540	33	Firmicutes
Otu00541	33	Bacteroidetes
Otu00542	33	Firmicutes
Otu00543	33	unclassified
Otu00544	32	unclassified
Otu00545	32	Firmicutes
Otu00546	32	Firmicutes
Otu00547	32	Firmicutes
Otu00548	32	Firmicutes
Otu00549	32	Firmicutes
Otu00550	32	Firmicutes
Otu00551	32	Bacteroidetes
Otu00552	32	Firmicutes
Otu00553	32	unclassified
Otu00554	32	Firmicutes
Otu00555	32	Proteobacteria
Otu00556	32	unclassified
Otu00557	31	unclassified
Otu00558	31	unclassified
Otu00559	31	Bacteroidetes
Otu00560	31	unclassified
Otu00561	31	Firmicutes
Otu00562	30	Firmicutes
Otu00563	30	Firmicutes
Otu00564	30	Firmicutes
Otu00565	30	Firmicutes
Otu00566	30	unclassified
Otu00567	30	unclassified
Otu00568	30	Firmicutes
Otu00569	29	unclassified
Otu00570	29	unclassified
Otu00571	29	Proteobacteria
Otu00572	29	Actinobacteria
Otu00573	29	Firmicutes
Otu00574	29	unclassified
Otu00575	29	Bacteroidetes
Otu00576	29	unclassified
Otu00577	29	unclassified
Otu00578	29	unclassified
Otu00579	28	unclassified
Otu00580	28	Firmicutes
Otu00581	28	Firmicutes
Otu00582	28	unclassified
Otu00583	28	Bacteroidetes
Otu00584	28	unclassified
Otu00585	28	Firmicutes
Otu00586	28	unclassified
Otu00587	28	Firmicutes
Otu00588	28	unclassified
Otu00589	28	unclassified
Otu00590	28	unclassified
Otu00591	28	unclassified
Otu00592	28	unclassified
Otu00593	28	Firmicutes
Otu00594	27	Bacteroidetes
Otu00595	27	unclassified
Otu00596	27	Firmicutes
Otu00597	27	Firmicutes
Otu00598	27	unclassified
Otu00599	27	Bacteroidetes
Otu00600	27	unclassified
Otu00601	26	Firmicutes
Otu00602	26	Firmicutes
Otu00603	26	Firmicutes
Otu00604	26	Firmicutes
Otu00605	26	unclassified
Otu00606	26	unclassified
Otu00607	26	Firmicutes
Otu00608	26	Firmicutes
Otu00609	26	Bacteroidetes
Otu00610	26	Actinobacteria
Otu00611	26	unclassified
Otu00612	26	Firmicutes
Otu00613	26	Firmicutes
Otu00614	26	Firmicutes
Otu00615	26	Firmicutes
Otu00616	26	unclassified
Otu00617	26	unclassified
Otu00618	25	Firmicutes
Otu00619	25	Firmicutes
Otu00620	25	unclassified
Otu00621	25	unclassified
Otu00622	25	unclassified
Otu00623	25	Firmicutes
Otu00624	25	unclassified
Otu00625	24	unclassified
Otu00626	24	unclassified
Otu00627	24	unclassified
Otu00628	24	Firmicutes
Otu00629	24	Bacteroidetes
Otu00630	24	unclassified
Otu00631	24	Firmicutes
Otu00632	24	unclassified
Otu00633	24	Firmicutes
Otu00634	24	unclassified
Otu00635	23	Firmicutes
Otu00636	23	Firmicutes
Otu00637	23	unclassified
Otu00638	23	Firmicutes
Otu00639	23	unclassified
Otu00640	23	Firmicutes
Otu00641	23	unclassified
Otu00642	23	unclassified
Otu00643	23	Firmicutes
Otu00644	23	Firmicutes
Otu00645	23	Actinobacteria
Otu00646	23	Actinobacteria
Otu00647	23	Firmicutes
Otu00648	23	Bacteroidetes
Otu00649	22	unclassified
Otu00650	22	Firmicutes
Otu00651	22	Firmicutes
Otu00652	22	Firmicutes
Otu00653	22	Firmicutes
Otu00654	22	unclassified
Otu00655	22	Firmicutes
Otu00656	22	Firmicutes
Otu00657	22	unclassified
Otu00658	22	unclassified
Otu00659	22	unclassified
Otu00660	22	unclassified
Otu00661	22	Firmicutes
Otu00662	22	unclassified
Otu00663	22	Firmicutes
Otu00664	21	unclassified
Otu00665	21	Firmicutes
Otu00666	21	Firmicutes
Otu00667	21	Proteobacteria
Otu00668	21	unclassified
Otu00669	21	Actinobacteria
Otu00670	21	unclassified
Otu00671	21	Firmicutes
Otu00672	21	unclassified
Otu00673	21	Firmicutes
Otu00674	21	Firmicutes
Otu00675	20	Firmicutes
Otu00676	20	Firmicutes
Otu00677	20	Firmicutes
Otu00678	20	unclassified
Otu00679	20	unclassified
Otu00680	20	unclassified
Otu00681	20	Firmicutes
Otu00682	20	unclassified
Otu00683	20	Firmicutes
Otu00684	20	unclassified
Otu00685	20	unclassified
Otu00686	20	Bacteroidetes
Otu00687	20	Firmicutes
Otu00688	20	unclassified
Otu00689	20	unclassified
Otu00690	20	unclassified
Otu00691	20	Firmicutes
Otu00692	19	Firmicutes
Otu00693	19	Bacteroidetes
Otu00694	19	Firmicutes
Otu00695	19	unclassified
Otu00696	19	Firmicutes
Otu00697	19	Firmicutes
Otu00698	19	Actinobacteria
Otu00699	19	unclassified
Otu00700	19	unclassified
Otu00701	19	Firmicutes
Otu00702	19	Firmicutes
Otu00703	19	unclassified
Otu00704	19	Firmicutes
Otu00705	19	Actinobacteria
Otu00706	19	unclassified
Otu00707	19	Bacteroidetes
Otu00708	19	Firmicutes
Otu00709	19	Firmicutes
Otu00710	19	unclassified
Otu00711	19	unclassified
Otu00712	19	Firmicutes
Otu00713	19	Firmicutes
Otu00714	19	Firmicutes
Otu00715	18	Proteobacteria
Otu00716	18	Firmicutes
Otu00717	18	Bacteroidetes
Otu00718	18	unclassified
Otu00719	18	Actinobacteria
Otu00720	18	Firmicutes
Otu00721	18	unclassified
Otu00722	18	Firmicutes
Otu00723	18	Bacteroidetes
Otu00724	18	Bacteroidetes
Otu00725	18	Firmicutes
Otu00726	18	unclassified
Otu00727	18	Firmicutes
Otu00728	18	Firmicutes
Otu00729	18	unclassified
Otu00730	18	unclassified
Otu00731	18	unclassified
Otu00732	18	Firmicutes
Otu00733	18	Firmicutes
Otu00734	18	Proteobacteria
Otu00735	18	Firmicutes
Otu00736	18	Firmicutes
Otu00737	18	Firmicutes
Otu00738	17	Bacteroidetes
Otu00739	17	unclassified
Otu00740	17	Bacteroidetes
Otu00741	17	Bacteroidetes
Otu00742	17	Firmicutes
Otu00743	17	Firmicutes
Otu00744	17	Firmicutes
Otu00745	17	Bacteroidetes
Otu00746	17	unclassified
Otu00747	17	unclassified
Otu00748	17	unclassified
Otu00749	17	unclassified
Otu00750	17	unclassified
Otu00751	17	Firmicutes
Otu00752	17	Firmicutes
Otu00753	17	Firmicutes
Otu00754	17	unclassified
Otu00755	17	Firmicutes
Otu00756	17	unclassified
Otu00757	17	unclassified
Otu00758	17	Actinobacteria
Otu00759	16	unclassified
Otu00760	16	Firmicutes
Otu00761	16	Bacteroidetes
Otu00762	16	unclassified
Otu00763	16	Firmicutes
Otu00764	16	Firmicutes
Otu00765	16	unclassified
Otu00766	16	unclassified
Otu00767	16	Firmicutes
Otu00768	16	Firmicutes
Otu00769	16	Bacteroidetes
Otu00770	16	Firmicutes
Otu00771	16	Firmicutes
Otu00772	16	Firmicutes
Otu00773	16	Firmicutes
Otu00774	16	unclassified
Otu00775	16	unclassified
Otu00776	16	Bacteroidetes
Otu00777	16	unclassified
Otu00778	16	Firmicutes
Otu00779	16	unclassified
Otu00780	15	Firmicutes
Otu00781	15	Firmicutes
Otu00782	15	Firmicutes
Otu00783	15	Firmicutes
Otu00784	15	unclassified
Otu00785	15	unclassified
Otu00786	15	Firmicutes
Otu00787	15	unclassified
Otu00788	15	Firmicutes
Otu00789	15	Firmicutes
Otu00790	15	unclassified
Otu00791	15	unclassified
Otu00792	15	Firmicutes
Otu00793	15	Firmicutes
Otu00794	15	Firmicutes
Otu00795	15	Firmicutes
Otu00796	15	Proteobacteria
Otu00797	15	unclassified
Otu00798	15	unclassified
Otu00799	15	Firmicutes
Otu00800	15	unclassified
Otu00801	15	unclassified
Otu00802	15	unclassified
Otu00803	15	unclassified
Otu00804	15	unclassified
Otu00805	15	Firmicutes
Otu00806	15	unclassified
Otu00807	15	Firmicutes
Otu00808	15	Firmicutes
Otu00809	15	Firmicutes
Otu00810	14	unclassified
Otu00811	14	unclassified
Otu00812	14	unclassified
Otu00813	14	unclassified
Otu00814	14	Actinobacteria
Otu00815	14	Firmicutes
Otu00816	14	Firmicutes
Otu00817	14	Proteobacteria
Otu00818	14	unclassified
Otu00819	14	unclassified
Otu00820	14	unclassified
Otu00821	14	unclassified
Otu00822	14	Firmicutes
Otu00823	14	unclassified
Otu00824	14	Firmicutes
Otu00825	14	unclassified
Otu00826	14	Bacteroidetes
Otu00827	14	Bacteroidetes
Otu00828	14	Firmicutes
Otu00829	14	unclassified
Otu00830	14	unclassified
Otu00831	14	Bacteroidetes
Otu00832	14	Firmicutes
Otu00833	14	Firmicutes
Otu00834	14	Firmicutes
Otu00835	14	unclassified
Otu00836	14	Bacteroidetes
Otu00837	14	Firmicutes
Otu00838	13	Firmicutes
Otu00839	13	unclassified
Otu00840	13	Lentisphaerae
Otu00841	13	unclassified
Otu00842	13	unclassified
Otu00843	13	unclassified
Otu00844	13	Firmicutes
Otu00845	13	Proteobacteria
Otu00846	13	Firmicutes
Otu00847	13	Firmicutes
Otu00848	13	unclassified
Otu00849	13	unclassified
Otu00850	13	unclassified
Otu00851	13	unclassified
Otu00852	13	Firmicutes
Otu00853	13	unclassified
Otu00854	13	Firmicutes
Otu00855	13	unclassified
Otu00856	13	Firmicutes
Otu00857	13	unclassified
Otu00858	13	Firmicutes
Otu00859	13	Firmicutes
Otu00860	13	Firmicutes
Otu00861	13	unclassified
Otu00862	13	Actinobacteria
Otu00863	13	Firmicutes
Otu00864	13	Firmicutes
Otu00865	13	unclassified
Otu00866	13	Bacteroidetes
Otu00867	12	Firmicutes
Otu00868	12	Firmicutes
Otu00869	12	unclassified
Otu00870	12	Firmicutes
Otu00871	12	Bacteroidetes
Otu00872	12	Firmicutes
Otu00873	12	Firmicutes
Otu00874	12	unclassified
Otu00875	12	Firmicutes
Otu00876	12	unclassified
Otu00877	12	Bacteroidetes
Otu00878	12	Firmicutes
Otu00879	12	Firmicutes
Otu00880	12	unclassified
Otu00881	12	unclassified
Otu00882	12	Bacteroidetes
Otu00883	12	unclassified
Otu00884	12	Firmicutes
Otu00885	12	Firmicutes
Otu00886	12	unclassified
Otu00887	12	Firmicutes
Otu00888	12	Firmicutes
Otu00889	12	Bacteroidetes
Otu00890	12	Firmicutes
Otu00891	12	unclassified
Otu00892	12	Firmicutes
Otu00893	12	Bacteroidetes
Otu00894	12	unclassified
Otu00895	12	unclassified
Otu00896	12	Firmicutes
Otu00897	12	Bacteroidetes
Otu00898	12	Firmicutes
Otu00899	12	Firmicutes
Otu00900	12	unclassified
Otu00901	12	unclassified
Otu00902	12	unclassified
Otu00903	12	Proteobacteria
Otu00904	12	unclassified
Otu00905	12	Bacteroidetes
Otu00906	12	Firmicutes
Otu00907	12	Bacteroidetes
Otu00908	12	unclassified
Otu00909	11	Firmicutes
Otu00910	11	Synergistetes
Otu00911	11	Firmicutes
Otu00912	11	unclassified
Otu00913	11	unclassified
Otu00914	11	Firmicutes
Otu00915	11	Firmicutes
Otu00916	11	Firmicutes
Otu00917	11	Firmicutes
Otu00918	11	unclassified
Otu00919	11	unclassified
Otu00920	11	unclassified
Otu00921	11	Firmicutes
Otu00922	11	Firmicutes
Otu00923	11	Bacteroidetes
Otu00924	11	Actinobacteria
Otu00925	11	unclassified
Otu00926	11	Firmicutes
Otu00927	11	Firmicutes
Otu00928	11	Firmicutes
Otu00929	11	Actinobacteria
Otu00930	11	Bacteroidetes
Otu00931	11	unclassified
Otu00932	11	Firmicutes
Otu00933	11	unclassified
Otu00934	11	unclassified
Otu00935	11	Firmicutes
Otu00936	11	Firmicutes
Otu00937	11	unclassified
Otu00938	11	Firmicutes
Otu00939	11	Firmicutes
Otu00940	11	unclassified
Otu00941	11	unclassified
Otu00942	11	Bacteroidetes
Otu00943	11	unclassified
Otu00944	11	unclassified
Otu00945	11	Firmicutes
Otu00946	11	Firmicutes
Otu00947	11	Firmicutes
Otu00948	11	Firmicutes
Otu00949	11	Firmicutes
