OTU	Size	Taxonomy
Otu127	1025	Actinobacteria
Otu128	463	Proteobacteria
Otu129	770	Firmicutes
Otu130	601	Firmicutes
Otu131	774	Firmicutes
Otu132	126	Firmicutes
Otu133	154	Proteobacteria
Otu134	8354	Proteobacteria
Otu135	325	Firmicutes
Otu136	473	Firmicutes
Otu137	481	Proteobacteria
Otu138	3132	Spirochaetes
Otu139	1125	Verrucomicrobia
Otu140	203	Firmicutes
Otu141	427	Firmicutes
Otu142	219	Firmicutes
Otu143	325	Actinobacteria
Otu144	510	Firmicutes
Otu145	755	Bacteroidetes
Otu146	348	Firmicutes
Otu147	88	Firmicutes
Otu148	160	Firmicutes
Otu149	962	Proteobacteria
Otu150	309	Firmicutes
Otu151	100	Fusobacteria
Otu152	418	Firmicutes
Otu153	74	Proteobacteria
Otu154	340	Actinobacteria
Otu155	167	Firmicutes
Otu156	2928	Bacteroidetes
Otu157	586	Firmicutes
Otu158	70	Firmicutes
Otu159	262	Firmicutes
Otu160	274	Verrucomicrobia
Otu161	850	Firmicutes
Otu162	47	Actinobacteria
Otu163	45	Fusobacteria
Otu164	81	Bacteroidetes
Otu165	312	Synergistetes
Otu166	40	Verrucomicrobia
Otu167	362	Firmicutes
Otu168	122	Actinobacteria
Otu169	38	Proteobacteria
Otu170	37	Bacteroidetes
Otu171	91	Firmicutes
Otu172	32	Proteobacteria
Otu173	31	Proteobacteria
Otu174	33	Firmicutes
Otu175	53	Proteobacteria
Otu176	459	Elusimicrobia
Otu177	29	Proteobacteria
Otu178	113	Actinobacteria
Otu179	71	Firmicutes
Otu180	129	Fusobacteria
Otu181	36	Bacteroidetes
Otu182	630	Actinobacteria
Otu183	199	Proteobacteria
Otu184	96	Firmicutes
Otu185	27	Firmicutes
Otu186	35	Proteobacteria
Otu187	37	Firmicutes
Otu188	66	Firmicutes
Otu189	29	Proteobacteria
Otu190	20	SR1
Otu191	318	Bacteroidetes
Otu192	29	Proteobacteria
Otu193	71	Firmicutes
Otu194	318	Firmicutes
Otu195	62	Firmicutes
Otu196	93	Firmicutes
Otu197	24	Bacteroidetes
Otu198	274	Firmicutes
Otu199	77	Firmicutes
Otu200	17	Bacteroidetes
Otu201	29	Firmicutes
Otu202	26	Firmicutes
Otu203	49	Verrucomicrobia
Otu204	85	Firmicutes
Otu205	25	Firmicutes
Otu206	26	Proteobacteria
Otu207	13	Proteobacteria
Otu208	36602	Proteobacteria
Otu209	11	Firmicutes
Otu210	77	Proteobacteria
Otu211	11	Fusobacteria
Otu212	43	Actinobacteria
Otu213	11	Bacteroidetes
Otu214	10	Firmicutes
Otu215	10	Proteobacteria
Otu216	10	Proteobacteria
Otu217	11	Proteobacteria
Otu218	10	Proteobacteria
Otu219	10	Proteobacteria
Otu220	10	Proteobacteria
Otu221	9	Firmicutes
Otu222	8	Proteobacteria
Otu223	9	Proteobacteria
Otu224	15	Actinobacteria
Otu225	8	Proteobacteria
Otu226	70	Proteobacteria
Otu227	7	Firmicutes
Otu228	8	Bacteroidetes
Otu229	7	Firmicutes
Otu230	7	Verrucomicrobia
Otu231	7	Synergistetes
Otu232	121	Spirochaetes
Otu233	218	Fusobacteria
Otu234	9	Bacteroidetes
Otu235	7	Bacteroidetes
Otu236	7	Proteobacteria
Otu237	45	Firmicutes
Otu238	14	Proteobacteria
Otu239	10	Firmicutes
Otu240	6	OD1
Otu241	6	Firmicutes
Otu242	5	Proteobacteria
Otu243	7	Actinobacteria
Otu244	5	Bacteroidetes
Otu245	15	Firmicutes
Otu246	5	Proteobacteria
Otu247	37	Fusobacteria
Otu248	5	Actinobacteria
Otu249	5	Proteobacteria
Otu250	5	Firmicutes
Otu251	44	Proteobacteria
Otu252	15	Proteobacteria
Otu253	5	Bacteroidetes
Otu254	5	Proteobacteria
Otu255	5	Bacteroidetes
Otu256	7	Proteobacteria
Otu257	4	Gemmatimonadetes
Otu258	4	Proteobacteria
Otu259	8	Proteobacteria
Otu260	4	Proteobacteria
Otu261	4	Firmicutes
Otu262	4	Proteobacteria
Otu263	13	Firmicutes
Otu264	5	Proteobacteria
Otu265	4	Bacteroidetes
Otu266	4	Firmicutes
Otu267	4	Bacteroidetes
Otu268	6	Actinobacteria
Otu269	5	Firmicutes
Otu270	9	Proteobacteria
Otu271	4	Lentisphaerae
Otu272	3	Proteobacteria
Otu273	5	Firmicutes
Otu274	20	Firmicutes
Otu275	5	Firmicutes
Otu276	9	Bacteroidetes
Otu277	4	Proteobacteria
Otu278	5	Firmicutes
Otu279	5	Proteobacteria
Otu280	3	Firmicutes
Otu281	3	Bacteroidetes
Otu282	3	Firmicutes
Otu283	4	Actinobacteria
Otu284	5	Actinobacteria
Otu285	4	Acidobacteria
Otu286	3	Proteobacteria
Otu287	3	Proteobacteria
Otu288	3	Planctomycetes
Otu289	3	Firmicutes
Otu290	3	Verrucomicrobia
Otu291	7	Firmicutes
Otu292	4	Proteobacteria
Otu293	2	Proteobacteria
Otu294	2	Proteobacteria
Otu295	2	Firmicutes
Otu296	2	Firmicutes
Otu297	2	Firmicutes
Otu298	2	Proteobacteria
Otu299	6	Tenericutes
Otu300	2	Actinobacteria
Otu301	2	Proteobacteria
Otu302	2	Bacteroidetes
Otu303	2	Firmicutes
Otu304	2	Proteobacteria
Otu305	2	Firmicutes
Otu306	2	Bacteroidetes
Otu307	2	Firmicutes
Otu308	7	Actinobacteria
Otu309	2	Firmicutes
Otu310	2	Proteobacteria
Otu311	3	Actinobacteria
Otu312	5	Proteobacteria
Otu313	2	Bacteroidetes
Otu314	2	Proteobacteria
Otu315	2	Actinobacteria
Otu316	2	Actinobacteria
Otu317	2	Firmicutes
Otu318	4	Firmicutes
Otu319	2	Firmicutes
Otu320	8	Verrucomicrobia
Otu321	90	Proteobacteria
Otu322	3	Firmicutes
Otu323	2	Firmicutes
Otu324	2	Actinobacteria
Otu325	2	Actinobacteria
Otu326	2	Firmicutes
Otu327	1	Firmicutes
Otu328	1	Synergistetes
Otu329	1	Proteobacteria
Otu330	1	Verrucomicrobia
Otu331	2	Firmicutes
Otu332	1	Actinobacteria
Otu333	1	Proteobacteria
Otu334	1	Actinobacteria
Otu335	1	Proteobacteria
Otu336	1	Proteobacteria
Otu337	1	Tenericutes
Otu338	1	Actinobacteria
Otu339	9	Proteobacteria
Otu340	1	Proteobacteria
Otu341	1	Firmicutes
Otu342	1	Actinobacteria
Otu343	1	Actinobacteria
Otu344	1	Proteobacteria
Otu345	1	Firmicutes
Otu346	9	Firmicutes
Otu347	1	Proteobacteria
Otu348	1	Firmicutes
Otu349	1	Firmicutes
Otu350	1	Firmicutes
Otu351	1	Deferribacteres
Otu352	2	Proteobacteria
Otu353	1	Proteobacteria
Otu354	1	Proteobacteria
Otu355	1	Proteobacteria
Otu356	1	Fusobacteria
Otu357	1	Actinobacteria
Otu358	1	Proteobacteria
Otu359	1	Bacteroidetes
Otu360	1	Proteobacteria
Otu361	2	Proteobacteria
Otu362	1	Firmicutes
Otu363	9	Chloroflexi
Otu364	1	Proteobacteria
Otu365	1	Proteobacteria
Otu366	1	Proteobacteria
Otu367	1	Proteobacteria
Otu368	1	Proteobacteria
Otu369	1	Firmicutes
Otu370	1	Proteobacteria
Otu371	2	Proteobacteria
Otu372	1	Firmicutes
Otu373	1	Actinobacteria
Otu374	1	Firmicutes
Otu375	1	Bacteroidetes
Otu376	1	Planctomycetes
Otu377	4	Proteobacteria
Otu378	1	Tenericutes
Otu379	1	Proteobacteria
Otu380	1	Proteobacteria
Otu381	2	Acidobacteria
Otu382	1	Firmicutes
Otu383	1	Firmicutes
Otu384	1	Proteobacteria
Otu385	1	Proteobacteria
Otu386	1	Firmicutes
Otu387	1	Proteobacteria
Otu388	1	Firmicutes
Otu389	1	Actinobacteria
Otu390	1	Bacteroidetes
Otu391	1	Proteobacteria
Otu392	1	Proteobacteria
Otu393	1	Bacteroidetes
Otu394	1	Proteobacteria
Otu395	1	Proteobacteria
Otu396	1	Actinobacteria
Otu397	1	Actinobacteria
Otu398	1	Firmicutes
Otu399	1	Proteobacteria
Otu400	1	Proteobacteria
Otu401	1	Acidobacteria
Otu402	1	Firmicutes
Otu403	1	Proteobacteria
Otu404	1	Proteobacteria
Otu405	1	Actinobacteria
Otu406	1	Bacteroidetes
Otu407	1	Actinobacteria
Otu408	1	Actinobacteria
Otu409	1	Actinobacteria
Otu410	1	Proteobacteria
Otu411	1	Firmicutes
Otu412	1	Acidobacteria
Otu413	5	Firmicutes
Otu414	1	Firmicutes
Otu415	4	Firmicutes
Otu416	6	Actinobacteria
Otu417	1	Proteobacteria
Otu418	1	Firmicutes
Otu419	1	Proteobacteria
Otu420	1	Firmicutes
Otu421	1	Proteobacteria
Otu422	1	Firmicutes
Otu423	1	Proteobacteria
Otu424	1	Actinobacteria
Otu425	1	Proteobacteria
Otu426	1	Actinobacteria
Otu427	1	Proteobacteria
Otu428	1	Bacteroidetes
Otu429	3	Proteobacteria
Otu430	1	Proteobacteria
Otu431	1	Bacteroidetes
Otu432	1	Actinobacteria
Otu433	1	Firmicutes
Otu434	1	Proteobacteria
Otu435	1	Firmicutes
Otu436	1	Proteobacteria
Otu437	1	Bacteroidetes
Otu438	1	Proteobacteria
Otu439	1	Acidobacteria
Otu440	2	Proteobacteria
Otu441	21	Tenericutes
Otu442	2	Proteobacteria
Otu443	1	Firmicutes
