taxlevel,rankID,taxon,daughterlevels,total,2003650,2005650,2007660,2013660,2015650,2019651,2023680,2027653,2033650,2039650,2043650,2045653,2057650,2061650,2063650,2071650,2073650,2077653,2081660,2083650,2085653,2087650,2093650,2097653,2103650,2105652,2107650,2109653,2115650,2119650,2129660,2137650,2145660,2147680,2149650,2151650,2157660,2161653,2163653,2165652,2167670,2169653,2171690,2177653,2181650,2189650,2193650,2195651,2201650,2215650,2225650,2257660,2277650,2279650,2289650,2293650,2309650,2315650,2321650,2329650,2337650,2341650,2353670,2367650,2389650,2427660,2473660,2603650,2665650,2669660,2675680,2677650,2681650,2695652,2731670,2733650,2743650,2779670,2835650,2853660,2901651,2905650,2907653,2909653,2913650,2917650,2921652,2981651,2987670,2997651,3009670,3013653,3021690,3023652,3025650,3043652,3047652,3049660,3051650,3053650,3061660,3063660,3069660,3073680,3075653,3085650,3087661,3089650,3091650,3099680,3101650,3109650,3111650,3123653,3125660,3137650,3159650,3181650,3185650,3191650,3209651,3211670,3219650,3221650,3239650,3241660,3245680,3247652,3251653,3257660,3271650,3291670,3293653,3311680,3323670,3327650,3335650,3339680,3341680,3345650,3347653,3357650,3363660,3367653,3377650,3403653,3405653,3407653,3415660,3421653,3427670,3429653,3433650,3439680,3477660,3481660,3483651,3485680,3487650,3491650,3495650,3499660,3501650,3511650,3515660,3517653,3519670,3527670,3529653,3531650,3537650,3561650
0,0,Root,2,6661858,19782,14148,23959,38391,20730,21661,21386,12569,23189,15466,24929,13378,70037,25740,94544,20825,45383,66807,50985,17093,55286,15528,12587,32030,21935,30827,10669,60081,14147,16062,27427,119892,46694,54403,109402,16533,70775,26312,12906,22934,63814,17779,65749,12978,20257,37694,26276,33884,18616,15375,16068,56438,37961,13520,50297,52721,22882,10604,31061,23685,53063,19374,30425,69954,55080,40719,27908,10635,42967,12764,29949,31730,28756,38214,32445,26572,17011,18838,78675,50043,55544,16765,10731,34954,91613,74951,31731,36085,63579,14557,166221,37715,12710,23075,23683,46490,29362,40657,79821,33433,118893,34433,34734,22234,57021,17761,58910,18711,31827,16427,21333,46037,43953,28423,35188,26244,14573,22363,94303,35829,47155,35648,14994,27097,92177,34454,15180,13018,33051,50139,63303,42830,76576,43480,41767,15015,28502,38855,36696,68829,33498,27397,28249,38555,12550,54377,17727,41931,19965,96776,80256,26202,22906,84325,98144,61263,46527,61444,28929,38214,71581,24212,33587,17816,27156,31737,74192,35392,28716,50886,31270,34225
1,0.1,Archaea,1,69733,346,8,5,3,8,326,2,0,192,4,2131,15,0,5,0,1906,0,2,2,0,14,2,0,249,2,1,8,5,0,2,232,4,1161,0,6,591,9,3219,0,4222,6,1,0,233,1407,2,974,2,1,1,96,3,9,43,674,0,0,1,1,341,17,2,4,399,305,1,2,1,1,397,4,5,2,0,0,2,0,3,6,2,0,0,1,2260,5,0,2183,0,1,2,4,5957,9,4,18,10,3,0,1728,0,1,0,0,2,5,27,6,2,3,0,66,0,419,2,1,1929,121,562,9,0,2520,5,2246,0,516,1,6,106,3,591,1306,2,3838,0,0,0,1601,0,2,3,1,3,1,3441,3,516,0,16,4,9,1,1,3,0,6,3481,85,1594,1523,1399,0,2,265,0,623,4,4626,0,982,0,30,3398
2,0.1.2,Euryarchaeota,2,69733,346,8,5,3,8,326,2,0,192,4,2131,15,0,5,0,1906,0,2,2,0,14,2,0,249,2,1,8,5,0,2,232,4,1161,0,6,591,9,3219,0,4222,6,1,0,233,1407,2,974,2,1,1,96,3,9,43,674,0,0,1,1,341,17,2,4,399,305,1,2,1,1,397,4,5,2,0,0,2,0,3,6,2,0,0,1,2260,5,0,2183,0,1,2,4,5957,9,4,18,10,3,0,1728,0,1,0,0,2,5,27,6,2,3,0,66,0,419,2,1,1929,121,562,9,0,2520,5,2246,0,516,1,6,106,3,591,1306,2,3838,0,0,0,1601,0,2,3,1,3,1,3441,3,516,0,16,4,9,1,1,3,0,6,3481,85,1594,1523,1399,0,2,265,0,623,4,4626,0,982,0,30,3398
3,0.1.2.4,Methanobacteria,1,69709,346,8,5,3,8,326,2,0,192,4,2131,15,0,5,0,1906,0,2,2,0,14,2,0,249,1,1,8,5,0,2,232,4,1161,0,6,591,9,3219,0,4222,6,1,0,233,1407,2,974,2,1,1,96,3,9,43,674,0,0,1,1,341,15,2,4,399,305,1,2,1,1,397,4,5,2,0,0,2,0,3,6,2,0,0,1,2260,5,0,2183,0,1,2,4,5957,9,4,18,10,3,0,1728,0,1,0,0,2,5,27,6,2,3,0,66,0,416,2,1,1929,121,562,9,0,2520,5,2246,0,516,1,6,106,3,591,1306,2,3838,0,0,0,1601,0,1,3,1,3,1,3430,3,516,0,16,4,9,1,1,3,0,6,3478,85,1594,1523,1399,0,2,265,0,623,4,4626,0,982,0,30,3395
4,0.1.2.4.1,Methanobacteriales,1,69709,346,8,5,3,8,326,2,0,192,4,2131,15,0,5,0,1906,0,2,2,0,14,2,0,249,1,1,8,5,0,2,232,4,1161,0,6,591,9,3219,0,4222,6,1,0,233,1407,2,974,2,1,1,96,3,9,43,674,0,0,1,1,341,15,2,4,399,305,1,2,1,1,397,4,5,2,0,0,2,0,3,6,2,0,0,1,2260,5,0,2183,0,1,2,4,5957,9,4,18,10,3,0,1728,0,1,0,0,2,5,27,6,2,3,0,66,0,416,2,1,1929,121,562,9,0,2520,5,2246,0,516,1,6,106,3,591,1306,2,3838,0,0,0,1601,0,1,3,1,3,1,3430,3,516,0,16,4,9,1,1,3,0,6,3478,85,1594,1523,1399,0,2,265,0,623,4,4626,0,982,0,30,3395
5,0.1.2.4.1.1,Methanobacteriaceae,2,69709,346,8,5,3,8,326,2,0,192,4,2131,15,0,5,0,1906,0,2,2,0,14,2,0,249,1,1,8,5,0,2,232,4,1161,0,6,591,9,3219,0,4222,6,1,0,233,1407,2,974,2,1,1,96,3,9,43,674,0,0,1,1,341,15,2,4,399,305,1,2,1,1,397,4,5,2,0,0,2,0,3,6,2,0,0,1,2260,5,0,2183,0,1,2,4,5957,9,4,18,10,3,0,1728,0,1,0,0,2,5,27,6,2,3,0,66,0,416,2,1,1929,121,562,9,0,2520,5,2246,0,516,1,6,106,3,591,1306,2,3838,0,0,0,1601,0,1,3,1,3,1,3430,3,516,0,16,4,9,1,1,3,0,6,3478,85,1594,1523,1399,0,2,265,0,623,4,4626,0,982,0,30,3395
6,0.1.2.4.1.1.2,Methanobrevibacter,0,65866,346,5,5,3,8,326,2,0,192,4,2131,15,0,5,0,4,0,2,2,0,14,2,0,249,1,1,8,5,0,2,232,4,1161,0,6,591,9,3219,0,4222,6,1,0,233,1407,2,615,2,1,1,96,3,9,40,674,0,0,1,1,341,14,2,4,399,304,1,2,1,1,397,4,5,2,0,0,2,0,3,6,2,0,0,1,2260,5,0,2183,0,1,2,4,5957,9,4,18,10,3,0,1728,0,0,0,0,2,5,27,6,2,3,0,66,0,416,2,1,1929,121,562,7,0,2520,5,2003,0,516,1,6,106,3,591,852,2,3838,0,0,0,1601,0,1,2,1,3,1,3430,3,516,0,16,4,9,1,1,3,0,6,3478,85,1594,1072,1399,0,2,265,0,562,4,4265,0,982,0,30,3395
6,0.1.2.4.1.1.3,Methanosphaera,0,3843,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,243,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,61,0,361,0,0,0,0,0
3,0.1.2.8,Thermoplasmata,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4,0.1.2.8.1,Thermoplasmatales,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,0.1.2.8.1.4,Thermoplasmatales_incertae_sedis,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6,0.1.2.8.1.4.1,Thermogymnomonas,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,0.2,Bacteria,16,6592125,19436,14140,23954,38388,20722,21335,21384,12569,22997,15462,22798,13363,70037,25735,94544,18919,45383,66805,50983,17093,55272,15526,12587,31781,21933,30826,10661,60076,14147,16060,27195,119888,45533,54403,109396,15942,70766,23093,12906,18712,63808,17778,65749,12745,18850,37692,25302,33882,18615,15374,15972,56435,37952,13477,49623,52721,22882,10603,31060,23344,53046,19372,30421,69555,54775,40718,27906,10634,42966,12367,29945,31725,28754,38214,32445,26570,17011,18835,78669,50041,55544,16765,10730,32694,91608,74951,29548,36085,63578,14555,166217,31758,12701,23071,23665,46480,29359,40657,78093,33433,118892,34433,34734,22232,57016,17734,58904,18709,31824,16427,21267,46037,43534,28421,35187,24315,14452,21801,94294,35829,44635,35643,12748,27097,91661,34453,15174,12912,33048,49548,61997,42828,72738,43480,41767,15015,26901,38855,36694,68826,33497,27394,28248,35114,12547,53861,17727,41915,19961,96767,80255,26201,22903,84325,98138,57782,46442,59850,27406,36815,71581,24210,33322,17816,26533,31733,69566,35392,27734,50886,31240,30827
2,0.2.1,Acidobacteria,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.2.1.1,Acidobacteria_Gp1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.2.1.1.1,Acidobacteria_Gp1_order_incertae_sedis,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.2.1.1.1.1,Acidobacteria_Gp1_family_incertae_sedis,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.1.1.1.1.1,Gp1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
