OTU,Size,Taxonomy
Otu00066,6537,Bacteroidetes
Otu00067,6354,Firmicutes
Otu00068,6307,Bacteroidetes
Otu00069,6299,Firmicutes
Otu00070,6140,Bacteroidetes
Otu00071,6011,Bacteroidetes
Otu00072,5892,Firmicutes
Otu00073,5797,Firmicutes
Otu00074,5779,Firmicutes
Otu00075,5728,Firmicutes
Otu00076,5687,Firmicutes
Otu00077,5668,Firmicutes
Otu00078,5667,Bacteroidetes
Otu00079,5658,Firmicutes
Otu00080,5652,Bacteroidetes
Otu00081,5641,unclassified
Otu00082,5579,Firmicutes
Otu00083,5540,Bacteroidetes
Otu00084,5527,unclassified
Otu00085,5461,Firmicutes
Otu00086,5459,Firmicutes
Otu00087,5448,Firmicutes
Otu00088,5440,Firmicutes
Otu00089,5426,Firmicutes
Otu00090,5380,Proteobacteria
Otu00091,5316,unclassified
Otu00092,5314,Proteobacteria
Otu00093,5313,Firmicutes
Otu00094,5252,Firmicutes
Otu00095,5244,Firmicutes
Otu00096,5208,Bacteroidetes
Otu00097,5171,Firmicutes
Otu00098,5163,Firmicutes
Otu00099,5107,Firmicutes
Otu00100,5003,Firmicutes
Otu00101,4963,Firmicutes
Otu00102,4920,Firmicutes
Otu00103,4898,Firmicutes
Otu00104,4775,unclassified
Otu00105,4731,Firmicutes
Otu00106,4690,Bacteroidetes
Otu00107,4616,Firmicutes
Otu00108,4606,Firmicutes
Otu00109,4582,Bacteroidetes
Otu00110,4506,Firmicutes
Otu00111,4486,Firmicutes
Otu00112,4446,unclassified
Otu00113,4432,Bacteroidetes
Otu00114,4415,Actinobacteria
Otu00115,4379,Bacteroidetes
Otu00116,4329,Firmicutes
Otu00117,4303,Firmicutes
Otu00118,4300,Firmicutes
Otu00119,4299,unclassified
Otu00120,4291,Firmicutes
Otu00121,4226,Firmicutes
Otu00122,4209,unclassified
Otu00123,4201,Firmicutes
Otu00124,4181,Bacteroidetes
Otu00125,4043,Firmicutes
Otu00126,4043,Firmicutes
Otu00127,4036,Firmicutes
Otu00128,4004,Firmicutes
Otu00129,3900,Bacteroidetes
Otu00130,3898,Firmicutes
Otu00131,3870,Firmicutes
Otu00132,3837,unclassified
Otu00133,3800,Firmicutes
Otu00134,3794,Firmicutes
Otu00135,3765,unclassified
Otu00136,3758,Firmicutes
Otu00137,3757,Bacteroidetes
Otu00138,3690,Firmicutes
Otu00139,3681,unclassified
Otu00140,3678,Firmicutes
Otu00141,3666,Bacteroidetes
Otu00142,3627,Bacteroidetes
Otu00143,3561,unclassified
Otu00144,3556,unclassified
Otu00145,3505,Bacteroidetes
Otu00146,3477,Firmicutes
Otu00147,3450,Firmicutes
Otu00148,3412,Bacteroidetes
Otu00149,3384,Firmicutes
Otu00150,3370,Firmicutes
Otu00151,3351,Bacteroidetes
Otu00152,3330,Firmicutes
Otu00153,3295,Actinobacteria
Otu00154,3243,Bacteroidetes
Otu00155,3216,Firmicutes
Otu00156,3189,Firmicutes
Otu00157,3182,Actinobacteria
Otu00158,3169,Firmicutes
Otu00159,3163,Actinobacteria
Otu00160,3145,unclassified
Otu00161,3134,Firmicutes
Otu00162,3121,Firmicutes
Otu00163,3113,Firmicutes
Otu00164,3079,Firmicutes
Otu00165,3073,Firmicutes
Otu00166,3070,unclassified
Otu00167,3021,Firmicutes
Otu00168,2993,Firmicutes
Otu00169,2992,Firmicutes
Otu00170,2986,Bacteroidetes
Otu00171,2885,unclassified
Otu00172,2880,unclassified
Otu00173,2863,Firmicutes
Otu00174,2856,Firmicutes
Otu00175,2847,Firmicutes
Otu00176,2839,Firmicutes
Otu00177,2836,Firmicutes
Otu00178,2826,Firmicutes
Otu00179,2806,Proteobacteria
Otu00180,2805,Bacteroidetes
Otu00181,2805,Firmicutes
Otu00182,2797,Firmicutes
Otu00183,2792,Firmicutes
Otu00184,2770,unclassified
Otu00185,2751,Firmicutes
Otu00186,2722,unclassified
Otu00187,2722,Firmicutes
Otu00188,2715,Bacteroidetes
Otu00189,2704,Bacteroidetes
Otu00190,2703,Firmicutes
Otu00191,2689,Firmicutes
Otu00192,2668,Firmicutes
Otu00193,2666,Firmicutes
Otu00194,2655,Firmicutes
Otu00195,2655,Firmicutes
Otu00196,2646,unclassified
Otu00197,2635,Firmicutes
Otu00198,2621,Firmicutes
Otu00199,2609,Firmicutes
Otu00200,2587,unclassified
Otu00201,2579,Bacteroidetes
Otu00202,2551,Firmicutes
Otu00203,2544,Firmicutes
Otu00204,2531,Firmicutes
Otu00205,2531,unclassified
Otu00206,2530,Proteobacteria
Otu00207,2525,unclassified
Otu00208,2520,Firmicutes
Otu00209,2517,Bacteroidetes
Otu00210,2515,Firmicutes
Otu00211,2501,unclassified
Otu00212,2480,Fusobacteria
Otu00213,2477,unclassified
Otu00214,2477,Firmicutes
Otu00215,2444,Firmicutes
Otu00216,2444,Firmicutes
Otu00217,2426,Firmicutes
Otu00218,2405,Firmicutes
Otu00219,2391,Firmicutes
Otu00220,2385,Bacteroidetes
Otu00221,2380,Firmicutes
Otu00222,2366,Firmicutes
Otu00223,2351,Firmicutes
Otu00224,2349,Bacteroidetes
Otu00225,2342,Bacteroidetes
Otu00226,2341,Firmicutes
Otu00227,2339,Firmicutes
Otu00228,2331,Firmicutes
Otu00229,2330,Firmicutes
Otu00230,2326,Bacteroidetes
Otu00231,2309,Firmicutes
Otu00232,2305,Firmicutes
Otu00233,2304,unclassified
Otu00234,2304,Bacteroidetes
Otu00235,2302,unclassified
Otu00236,2297,unclassified
Otu00237,2291,Firmicutes
Otu00238,2287,Firmicutes
Otu00239,2286,Firmicutes
Otu00240,2286,Firmicutes
Otu00241,2282,Firmicutes
Otu00242,2281,Firmicutes
Otu00243,2281,unclassified
Otu00244,2271,Firmicutes
Otu00245,2268,Firmicutes
Otu00246,2257,Firmicutes
Otu00247,2254,Firmicutes
Otu00248,2252,Firmicutes
Otu00249,2224,Firmicutes
Otu00250,2218,Firmicutes
Otu00251,2214,Firmicutes
Otu00252,2213,Firmicutes
Otu00253,2204,unclassified
Otu00254,2192,Firmicutes
Otu00255,2182,Firmicutes
Otu00256,2175,Bacteroidetes
Otu00257,2172,Firmicutes
Otu00258,2171,Firmicutes
Otu00259,2163,Firmicutes
Otu00260,2152,Firmicutes
Otu00261,2152,Firmicutes
Otu00262,2131,Bacteroidetes
Otu00263,2117,unclassified
Otu00264,2115,Firmicutes
Otu00265,2111,unclassified
Otu00266,2107,Firmicutes
Otu00267,2104,Firmicutes
Otu00268,2083,Bacteroidetes
Otu00269,2082,Firmicutes
Otu00270,2082,unclassified
Otu00271,2077,Bacteroidetes
Otu00272,2074,Firmicutes
Otu00273,2056,unclassified
Otu00274,2047,Firmicutes
Otu00275,2042,Bacteroidetes
Otu00276,2029,Firmicutes
Otu00277,2020,unclassified
Otu00278,2017,Firmicutes
Otu00279,2015,Bacteroidetes
Otu00280,2013,Actinobacteria
Otu00281,2010,unclassified
Otu00282,1999,unclassified
Otu00283,1996,Proteobacteria
Otu00284,1992,unclassified
Otu00285,1989,Firmicutes
Otu00286,1986,Bacteroidetes
Otu00287,1975,Firmicutes
Otu00288,1975,Bacteroidetes
Otu00289,1975,Bacteroidetes
Otu00290,1968,Firmicutes
Otu00291,1959,Firmicutes
Otu00292,1959,Firmicutes
Otu00293,1945,Firmicutes
Otu00294,1941,Firmicutes
Otu00295,1937,Firmicutes
Otu00296,1934,Firmicutes
Otu00297,1923,Bacteroidetes
Otu00298,1908,unclassified
Otu00299,1907,Firmicutes
Otu00300,1903,Firmicutes
Otu00301,1899,Firmicutes
Otu00302,1897,unclassified
Otu00303,1895,Firmicutes
Otu00304,1894,Firmicutes
Otu00305,1893,Actinobacteria
Otu00306,1891,unclassified
Otu00307,1886,unclassified
Otu00308,1881,unclassified
Otu00309,1875,Firmicutes
Otu00310,1872,Firmicutes
Otu00311,1871,Firmicutes
Otu00312,1870,Firmicutes
Otu00313,1853,Bacteroidetes
Otu00314,1848,Bacteroidetes
Otu00315,1843,unclassified
Otu00316,1841,Bacteroidetes
Otu00317,1828,Bacteroidetes
Otu00318,1816,Firmicutes
Otu00319,1815,Firmicutes
Otu00320,1814,unclassified
Otu00321,1806,unclassified
Otu00322,1801,Firmicutes
Otu00323,1796,Firmicutes
Otu00324,1789,Bacteroidetes
Otu00325,1786,Firmicutes
Otu00326,1764,Firmicutes
Otu00327,1753,unclassified
Otu00328,1749,Firmicutes
Otu00329,1733,Firmicutes
Otu00330,1731,Firmicutes
Otu00331,1726,Firmicutes
Otu00332,1716,Firmicutes
Otu00333,1713,Firmicutes
Otu00334,1713,Firmicutes
Otu00335,1694,Firmicutes
Otu00336,1685,Firmicutes
Otu00337,1684,Firmicutes
Otu00338,1678,Firmicutes
Otu00339,1673,unclassified
Otu00340,1672,Firmicutes
Otu00341,1661,unclassified
Otu00342,1660,unclassified
Otu00343,1659,Firmicutes
Otu00344,1646,Bacteroidetes
Otu00345,1644,Firmicutes
Otu00346,1641,unclassified
Otu00347,1637,Firmicutes
Otu00348,1633,unclassified
Otu00349,1632,Firmicutes
Otu00350,1627,Firmicutes
Otu00351,1626,Firmicutes
Otu00352,1607,Firmicutes
Otu00353,1600,unclassified
Otu00354,1594,Firmicutes
Otu00355,1589,Firmicutes
Otu00356,1588,Firmicutes
Otu00357,1587,Bacteroidetes
Otu00358,1585,unclassified
Otu00359,1574,Firmicutes
Otu00360,1567,Firmicutes
Otu00361,1564,Firmicutes
Otu00362,1558,unclassified
Otu00363,1553,Firmicutes
Otu00364,1551,Firmicutes
Otu00365,1550,unclassified
Otu00366,1540,Firmicutes
Otu00367,1531,Firmicutes
Otu00368,1530,Firmicutes
Otu00369,1528,Firmicutes
Otu00370,1524,Proteobacteria
Otu00371,1519,unclassified
Otu00372,1513,Firmicutes
Otu00373,1511,Firmicutes
Otu00374,1508,Firmicutes
Otu00375,1486,Bacteroidetes
Otu00376,1480,unclassified
Otu00377,1466,Firmicutes
Otu00378,1462,Firmicutes
Otu00379,1455,unclassified
Otu00380,1443,unclassified
Otu00381,1423,Bacteroidetes
Otu00382,1422,Firmicutes
Otu00383,1421,Firmicutes
Otu00384,1420,Firmicutes
Otu00385,1420,Firmicutes
Otu00386,1416,Bacteroidetes
Otu00387,1412,unclassified
Otu00388,1407,Firmicutes
Otu00389,1406,Firmicutes
Otu00390,1393,Actinobacteria
Otu00391,1393,Firmicutes
Otu00392,1392,Firmicutes
Otu00393,1392,Firmicutes
Otu00394,1392,unclassified
Otu00395,1389,Firmicutes
Otu00396,1388,unclassified
Otu00397,1387,unclassified
Otu00398,1385,unclassified
Otu00399,1385,unclassified
Otu00400,1384,Firmicutes
Otu00401,1369,Firmicutes
Otu00402,1368,unclassified
Otu00403,1368,Firmicutes
Otu00404,1364,unclassified
Otu00405,1357,Firmicutes
Otu00406,1345,unclassified
Otu00407,1341,unclassified
Otu00408,1336,Firmicutes
Otu00409,1336,Firmicutes
Otu00410,1336,Firmicutes
Otu00411,1334,Firmicutes
Otu00412,1323,Firmicutes
Otu00413,1319,unclassified
Otu00414,1317,Firmicutes
Otu00415,1315,Firmicutes
Otu00416,1314,Firmicutes
Otu00417,1313,Firmicutes
Otu00418,1310,Firmicutes
Otu00419,1309,unclassified
Otu00420,1303,Bacteroidetes
Otu00421,1298,Bacteroidetes
Otu00422,1296,Firmicutes
Otu00423,1293,Bacteroidetes
Otu00424,1285,Firmicutes
Otu00425,1277,unclassified
Otu00426,1277,Firmicutes
Otu00427,1276,Firmicutes
Otu00428,1275,unclassified
Otu00429,1274,Firmicutes
Otu00430,1273,Firmicutes
Otu00431,1272,unclassified
Otu00432,1268,unclassified
Otu00433,1267,Firmicutes
Otu00434,1267,unclassified
Otu00435,1261,Firmicutes
Otu00436,1254,Bacteroidetes
Otu00437,1254,Firmicutes
Otu00438,1250,Bacteroidetes
Otu00439,1248,Firmicutes
Otu00440,1246,unclassified
Otu00441,1237,Firmicutes
Otu00442,1236,Firmicutes
Otu00443,1229,unclassified
Otu00444,1221,Firmicutes
Otu00445,1215,Firmicutes
Otu00446,1199,Firmicutes
Otu00447,1197,unclassified
Otu00448,1191,Bacteroidetes
Otu00449,1191,unclassified
Otu00450,1186,unclassified
Otu00451,1184,Firmicutes
Otu00452,1183,Proteobacteria
Otu00453,1182,Firmicutes
Otu00454,1181,unclassified
Otu00455,1180,Bacteroidetes
Otu00456,1178,Firmicutes
Otu00457,1176,Firmicutes
Otu00458,1176,Bacteroidetes
Otu00459,1169,unclassified
Otu00460,1162,unclassified
Otu00461,1156,unclassified
Otu00462,1147,Firmicutes
Otu00463,1142,Firmicutes
Otu00464,1141,unclassified
Otu00465,1140,Firmicutes
Otu00466,1138,Firmicutes
Otu00467,1134,Firmicutes
Otu00468,1130,unclassified
Otu00469,1125,Firmicutes
Otu00470,1120,unclassified
Otu00471,1118,unclassified
Otu00472,1113,Firmicutes
Otu00473,1112,Firmicutes
Otu00474,1111,Bacteroidetes
Otu00475,1109,Firmicutes
Otu00476,1107,unclassified
Otu00477,1098,Firmicutes
Otu00478,1097,Firmicutes
Otu00479,1090,Firmicutes
Otu00480,1090,unclassified
Otu00481,1089,Firmicutes
Otu00482,1089,Firmicutes
Otu00483,1089,Firmicutes
Otu00484,1088,unclassified
Otu00485,1083,unclassified
Otu00486,1078,Bacteroidetes
Otu00487,1074,Bacteroidetes
Otu00488,1072,unclassified
Otu00489,1071,Bacteroidetes
Otu00490,1066,Bacteroidetes
Otu00491,1066,Firmicutes
Otu00492,1066,unclassified
Otu00493,1065,unclassified
Otu00494,1065,Firmicutes
Otu00495,1065,Firmicutes
Otu00496,1064,Firmicutes
Otu00497,1055,Firmicutes
Otu00498,1045,unclassified
Otu00499,1045,Firmicutes
Otu00500,1039,Actinobacteria
Otu00501,1039,Firmicutes
Otu00502,1034,Firmicutes
Otu00503,1032,Firmicutes
Otu00504,1031,unclassified
Otu00505,1031,unclassified
Otu00506,1029,Firmicutes
Otu00507,1023,unclassified
Otu00508,1022,Firmicutes
Otu00509,1015,Firmicutes
Otu00510,1015,unclassified
Otu00511,1014,Firmicutes
Otu00512,1011,unclassified
Otu00513,1008,Firmicutes
Otu00514,1006,Firmicutes
Otu00515,1000,Firmicutes
Otu00516,997,unclassified
Otu00517,996,Firmicutes
Otu00518,996,unclassified
Otu00519,994,Firmicutes
Otu00520,990,Bacteroidetes
Otu00521,990,Firmicutes
Otu00522,985,Firmicutes
Otu00523,976,Firmicutes
Otu00524,970,unclassified
Otu00525,970,Firmicutes
Otu00526,970,unclassified
Otu00527,968,Firmicutes
Otu00528,962,unclassified
Otu00529,953,Firmicutes
Otu00530,953,unclassified
Otu00531,951,Firmicutes
Otu00532,946,Firmicutes
Otu00533,945,Fusobacteria
Otu00534,943,Firmicutes
Otu00535,937,Firmicutes
Otu00536,930,unclassified
Otu00537,929,Firmicutes
Otu00538,926,Proteobacteria
Otu00539,925,Firmicutes
Otu00540,923,Bacteroidetes
Otu00541,921,Firmicutes
Otu00542,920,Firmicutes
Otu00543,920,Firmicutes
Otu00544,918,Bacteroidetes
Otu00545,915,Firmicutes
Otu00546,910,Firmicutes
Otu00547,910,unclassified
Otu00548,909,unclassified
Otu00549,906,Firmicutes
Otu00550,905,unclassified
Otu00551,899,Proteobacteria
Otu00552,897,Bacteroidetes
Otu00553,894,unclassified
Otu00554,892,Firmicutes
Otu00555,892,Bacteroidetes
Otu00556,890,unclassified
Otu00557,884,Firmicutes
Otu00558,879,Bacteroidetes
Otu00559,878,unclassified
Otu00560,876,Firmicutes
Otu00561,874,Bacteroidetes
Otu00562,873,Firmicutes
Otu00563,872,unclassified
Otu00564,872,unclassified
Otu00565,870,unclassified
Otu00566,869,unclassified
Otu00567,867,Bacteroidetes
Otu00568,859,Firmicutes
Otu00569,857,Firmicutes
Otu00570,857,unclassified
Otu00571,856,Firmicutes
Otu00572,853,Firmicutes
Otu00573,852,Bacteroidetes
Otu00574,852,Bacteroidetes
Otu00575,851,unclassified
Otu00576,849,Bacteroidetes
Otu00577,849,unclassified
Otu00578,844,Firmicutes
Otu00579,844,unclassified
Otu00580,843,Bacteroidetes
Otu00581,842,Firmicutes
Otu00582,839,Firmicutes
Otu00583,838,Firmicutes
Otu00584,837,Bacteroidetes
Otu00585,831,Firmicutes
Otu00586,830,Firmicutes
Otu00587,826,unclassified
Otu00588,825,Firmicutes
Otu00589,825,Firmicutes
Otu00590,823,Firmicutes
Otu00591,821,Firmicutes
Otu00592,818,unclassified
Otu00593,816,Bacteroidetes
Otu00594,815,Actinobacteria
Otu00595,814,unclassified
Otu00596,814,Firmicutes
Otu00597,814,unclassified
Otu00598,809,Actinobacteria
Otu00599,807,Bacteroidetes
Otu00600,801,Proteobacteria
Otu00601,801,Bacteroidetes
Otu00602,787,Firmicutes
Otu00603,787,Firmicutes
Otu00604,785,unclassified
Otu00605,785,Firmicutes
Otu00606,783,unclassified
Otu00607,781,unclassified
Otu00608,781,Firmicutes
Otu00609,777,Bacteroidetes
Otu00610,774,Firmicutes
Otu00611,769,Firmicutes
Otu00612,765,Firmicutes
Otu00613,763,unclassified
Otu00614,763,Firmicutes
Otu00615,762,Firmicutes
Otu00616,762,Firmicutes
Otu00617,760,unclassified
Otu00618,760,Bacteroidetes
Otu00619,759,Firmicutes
Otu00620,759,Firmicutes
Otu00621,757,Bacteroidetes
Otu00622,757,Firmicutes
Otu00623,757,unclassified
Otu00624,755,Firmicutes
Otu00625,754,Firmicutes
Otu00626,754,Firmicutes
Otu00627,753,unclassified
Otu00628,753,Firmicutes
Otu00629,752,unclassified
Otu00630,752,Bacteroidetes
Otu00631,751,Firmicutes
Otu00632,751,unclassified
Otu00633,751,Firmicutes
Otu00634,748,Firmicutes
Otu00635,747,unclassified
Otu00636,746,Firmicutes
Otu00637,745,Bacteroidetes
Otu00638,744,Bacteroidetes
Otu00639,742,Firmicutes
Otu00640,742,unclassified
Otu00641,741,Fusobacteria
Otu00642,741,Bacteroidetes
Otu00643,739,unclassified
Otu00644,735,Firmicutes
Otu00645,732,Bacteroidetes
Otu00646,731,Firmicutes
Otu00647,730,Bacteroidetes
Otu00648,730,Firmicutes
Otu00649,728,unclassified
Otu00650,728,Firmicutes
Otu00651,727,unclassified
Otu00652,726,unclassified
Otu00653,723,Firmicutes
Otu00654,723,unclassified
Otu00655,722,unclassified
Otu00656,722,Bacteroidetes
Otu00657,721,Firmicutes
Otu00658,719,Firmicutes
Otu00659,718,Firmicutes
Otu00660,718,Firmicutes
Otu00661,718,unclassified
Otu00662,718,Bacteroidetes
Otu00663,716,unclassified
Otu00664,714,Firmicutes
Otu00665,714,Firmicutes
Otu00666,714,Firmicutes
Otu00667,713,Firmicutes
Otu00668,711,unclassified
Otu00669,709,Firmicutes
Otu00670,705,unclassified
Otu00671,704,Actinobacteria
Otu00672,699,Firmicutes
Otu00673,698,Firmicutes
Otu00674,696,Firmicutes
Otu00675,688,unclassified
Otu00676,686,Firmicutes
Otu00677,684,Firmicutes
Otu00678,684,Firmicutes
Otu00679,679,Bacteroidetes
Otu00680,677,Firmicutes
Otu00681,675,Firmicutes
Otu00682,673,Firmicutes
Otu00683,672,unclassified
Otu00684,671,Firmicutes
Otu00685,671,unclassified
Otu00686,671,Firmicutes
Otu00687,669,Firmicutes
Otu00688,665,Firmicutes
Otu00689,663,Firmicutes
Otu00690,662,Firmicutes
Otu00691,659,Firmicutes
Otu00692,657,Bacteroidetes
Otu00693,657,unclassified
Otu00694,657,Bacteroidetes
Otu00695,657,Firmicutes
Otu00696,656,unclassified
Otu00697,655,Firmicutes
Otu00698,654,Firmicutes
Otu00699,649,Firmicutes
Otu00700,645,unclassified
Otu00701,644,Proteobacteria
Otu00702,642,Firmicutes
Otu00703,642,unclassified
Otu00704,641,Bacteroidetes
Otu00705,641,Firmicutes
Otu00706,640,Firmicutes
Otu00707,639,unclassified
Otu00708,638,unclassified
Otu00709,633,Firmicutes
Otu00710,632,unclassified
Otu00711,629,Firmicutes
Otu00712,627,Firmicutes
Otu00713,626,Firmicutes
Otu00714,625,unclassified
Otu00715,625,Bacteroidetes
Otu00716,624,Bacteroidetes
Otu00717,624,unclassified
Otu00718,623,Bacteroidetes
Otu00719,622,unclassified
Otu00720,621,unclassified
Otu00721,617,Bacteroidetes
Otu00722,615,Firmicutes
Otu00723,611,Firmicutes
Otu00724,611,unclassified
Otu00725,608,unclassified
Otu00726,607,Proteobacteria
Otu00727,606,Firmicutes
Otu00728,606,Firmicutes
Otu00729,605,Bacteroidetes
Otu00730,605,Firmicutes
Otu00731,602,unclassified
Otu00732,601,unclassified
Otu00733,597,unclassified
Otu00734,597,Firmicutes
Otu00735,597,unclassified
Otu00736,597,Firmicutes
Otu00737,597,Bacteroidetes
Otu00738,594,Firmicutes
Otu00739,593,Firmicutes
Otu00740,590,Firmicutes
Otu00741,589,Firmicutes
Otu00742,587,unclassified
Otu00743,587,unclassified
Otu00744,585,Actinobacteria
Otu00745,585,Firmicutes
Otu00746,585,Bacteroidetes
Otu00747,579,Firmicutes
Otu00748,579,unclassified
Otu00749,578,unclassified
Otu00750,578,Firmicutes
Otu00751,575,Firmicutes
Otu00752,575,unclassified
Otu00753,574,Firmicutes
Otu00754,574,unclassified
Otu00755,573,unclassified
Otu00756,573,Firmicutes
Otu00757,572,Firmicutes
Otu00758,572,Firmicutes
Otu00759,572,Bacteroidetes
Otu00760,570,Bacteroidetes
Otu00761,569,Firmicutes
Otu00762,568,unclassified
Otu00763,568,Bacteroidetes
Otu00764,566,unclassified
Otu00765,565,Firmicutes
Otu00766,565,Bacteroidetes
Otu00767,564,unclassified
Otu00768,563,unclassified
Otu00769,562,unclassified
Otu00770,562,unclassified
Otu00771,560,Bacteroidetes
Otu00772,560,Proteobacteria
Otu00773,559,Bacteroidetes
Otu00774,559,Firmicutes
Otu00775,558,unclassified
Otu00776,558,unclassified
Otu00777,556,Bacteroidetes
Otu00778,552,unclassified
Otu00779,552,Firmicutes
Otu00780,551,Bacteroidetes
Otu00781,549,unclassified
Otu00782,549,Firmicutes
Otu00783,548,unclassified
Otu00784,547,unclassified
Otu00785,546,Firmicutes
Otu00786,544,Proteobacteria
Otu00787,543,unclassified
Otu00788,541,unclassified
Otu00789,541,unclassified
Otu00790,541,Bacteroidetes
Otu00791,540,unclassified
Otu00792,540,unclassified
Otu00793,540,Firmicutes
Otu00794,539,Firmicutes
Otu00795,537,Firmicutes
Otu00796,537,unclassified
Otu00797,537,unclassified
Otu00798,535,Firmicutes
Otu00799,535,unclassified
Otu00800,534,Firmicutes
Otu00801,534,unclassified
Otu00802,534,Bacteroidetes
Otu00803,533,unclassified
Otu00804,532,unclassified
Otu00805,531,unclassified
Otu00806,531,unclassified
Otu00807,530,unclassified
Otu00808,529,Firmicutes
Otu00809,529,Firmicutes
Otu00810,527,Firmicutes
Otu00811,526,unclassified
Otu00812,526,Actinobacteria
Otu00813,526,Proteobacteria
Otu00814,525,unclassified
Otu00815,523,Bacteroidetes
Otu00816,523,unclassified
Otu00817,523,unclassified
Otu00818,522,Bacteroidetes
Otu00819,522,Firmicutes
Otu00820,521,unclassified
Otu00821,518,Firmicutes
Otu00822,517,unclassified
Otu00823,516,Firmicutes
Otu00824,516,Firmicutes
Otu00825,514,Firmicutes
Otu00826,514,Firmicutes
Otu00827,513,Firmicutes
Otu00828,512,Firmicutes
Otu00829,511,unclassified
Otu00830,511,unclassified
Otu00831,511,unclassified
Otu00832,509,unclassified
Otu00833,508,unclassified
Otu00834,508,unclassified
Otu00835,507,Firmicutes
Otu00836,506,unclassified
Otu00837,506,Bacteroidetes
Otu00838,505,Firmicutes
Otu00839,505,Firmicutes
Otu00840,505,unclassified
Otu00841,504,Firmicutes
Otu00842,503,Bacteroidetes
Otu00843,501,Firmicutes
Otu00844,501,Firmicutes
Otu00845,501,Proteobacteria
Otu00846,500,unclassified
Otu00847,499,Firmicutes
Otu00848,499,unclassified
Otu00849,498,unclassified
Otu00850,497,Firmicutes
Otu00851,496,unclassified
Otu00852,494,unclassified
Otu00853,490,Firmicutes
Otu00854,488,Firmicutes
Otu00855,488,Firmicutes
Otu00856,488,Firmicutes
Otu00857,486,unclassified
Otu00858,486,Bacteroidetes
Otu00859,485,Firmicutes
Otu00860,484,Firmicutes
Otu00861,482,unclassified
Otu00862,481,Firmicutes
Otu00863,481,unclassified
Otu00864,481,unclassified
Otu00865,479,Firmicutes
Otu00866,479,Bacteroidetes
Otu00867,478,Firmicutes
Otu00868,477,unclassified
Otu00869,477,unclassified
Otu00870,477,unclassified
Otu00871,475,Firmicutes
Otu00872,474,Firmicutes
Otu00873,469,unclassified
Otu00874,468,Firmicutes
Otu00875,468,Firmicutes
Otu00876,467,unclassified
Otu00877,467,unclassified
Otu00878,466,unclassified
Otu00879,466,Bacteroidetes
Otu00880,465,Firmicutes
Otu00881,464,Firmicutes
Otu00882,464,unclassified
Otu00883,463,Proteobacteria
Otu00884,463,unclassified
Otu00885,463,Bacteroidetes
Otu00886,463,Firmicutes
Otu00887,462,Firmicutes
Otu00888,461,Firmicutes
Otu00889,461,Bacteroidetes
Otu00890,460,Bacteroidetes
Otu00891,460,unclassified
Otu00892,459,Firmicutes
Otu00893,459,unclassified
Otu00894,458,unclassified
Otu00895,457,Bacteroidetes
Otu00896,457,Bacteroidetes
Otu00897,456,Firmicutes
Otu00898,456,Firmicutes
Otu00899,456,Firmicutes
Otu00900,454,unclassified
Otu00901,453,Actinobacteria
Otu00902,453,Firmicutes
Otu00903,453,Firmicutes
Otu00904,452,Bacteroidetes
Otu00905,451,unclassified
Otu00906,451,Bacteroidetes
