OTU	Size	Taxonomy
Otu00412	34	Firmicutes
Otu00413	34	Firmicutes
Otu00414	34	Bacteroidetes
Otu00415	34	Firmicutes
Otu00416	34	Firmicutes
Otu00417	34	Firmicutes
Otu00418	33	Firmicutes
Otu00419	33	Firmicutes
Otu00420	33	Firmicutes
Otu00421	33	Firmicutes
Otu00422	33	Firmicutes
Otu00423	33	Bacteroidetes
Otu00424	33	Firmicutes
Otu00425	32	Firmicutes
Otu00426	32	Bacteroidetes
Otu00427	32	Firmicutes
Otu00428	32	Firmicutes
Otu00429	32	Firmicutes
Otu00430	32	Firmicutes
Otu00431	32	Firmicutes
Otu00432	32	Firmicutes
Otu00433	32	Firmicutes
Otu00434	31	Firmicutes
Otu00435	31	Bacteroidetes
Otu00436	31	Bacteroidetes
Otu00437	31	unclassified
Otu00438	31	Bacteroidetes
Otu00439	31	unclassified
Otu00440	31	Firmicutes
Otu00441	31	Firmicutes
Otu00442	31	Firmicutes
Otu00443	31	Firmicutes
Otu00444	30	unclassified
Otu00445	30	Firmicutes
Otu00446	30	Bacteroidetes
Otu00447	30	Firmicutes
Otu00448	30	Firmicutes
Otu00449	30	Bacteroidetes
Otu00450	30	Firmicutes
Otu00451	30	Bacteroidetes
Otu00452	29	Firmicutes
Otu00453	29	Firmicutes
Otu00454	29	Bacteroidetes
Otu00455	29	Bacteroidetes
Otu00456	28	Firmicutes
Otu00457	27	Firmicutes
Otu00458	27	Bacteroidetes
Otu00459	27	Firmicutes
Otu00460	27	Firmicutes
Otu00461	26	Firmicutes
Otu00462	26	unclassified
Otu00463	26	Firmicutes
Otu00464	26	Firmicutes
Otu00465	26	Firmicutes
Otu00466	26	unclassified
Otu00467	26	Firmicutes
Otu00468	25	unclassified
Otu00469	25	Firmicutes
Otu00470	25	Firmicutes
Otu00471	25	Firmicutes
Otu00472	25	Firmicutes
Otu00473	25	unclassified
Otu00474	25	Bacteroidetes
Otu00475	25	Firmicutes
Otu00476	25	Firmicutes
Otu00477	24	Firmicutes
Otu00478	24	unclassified
Otu00479	24	Firmicutes
Otu00480	24	Firmicutes
Otu00481	24	unclassified
Otu00482	24	Firmicutes
Otu00483	24	unclassified
Otu00484	23	Firmicutes
Otu00485	23	Bacteroidetes
Otu00486	23	Bacteroidetes
Otu00487	23	unclassified
Otu00488	23	Firmicutes
Otu00489	23	Firmicutes
Otu00490	23	unclassified
Otu00491	23	Firmicutes
Otu00492	23	Firmicutes
Otu00493	23	unclassified
Otu00494	23	Firmicutes
Otu00495	23	Firmicutes
Otu00496	23	Firmicutes
Otu00497	23	Firmicutes
Otu00498	22	Firmicutes
Otu00499	22	Bacteroidetes
Otu00500	22	unclassified
Otu00501	22	Firmicutes
Otu00502	22	Firmicutes
Otu00503	22	Firmicutes
Otu00504	22	unclassified
Otu00505	21	Bacteroidetes
Otu00506	21	Firmicutes
Otu00507	21	Firmicutes
Otu00508	21	unclassified
Otu00509	21	Firmicutes
Otu00510	21	Firmicutes
Otu00511	21	Firmicutes
Otu00512	21	Firmicutes
Otu00513	21	Bacteroidetes
Otu00514	21	Firmicutes
Otu00515	21	Firmicutes
Otu00516	21	Firmicutes
Otu00517	20	Proteobacteria
Otu00518	20	unclassified
Otu00519	20	Firmicutes
Otu00520	20	Proteobacteria
Otu00521	20	Firmicutes
Otu00522	20	Bacteroidetes
Otu00523	20	Bacteroidetes
Otu00524	20	Firmicutes
Otu00525	20	Bacteroidetes
Otu00526	20	Firmicutes
Otu00527	19	Firmicutes
Otu00528	19	unclassified
Otu00529	19	Firmicutes
Otu00530	19	Firmicutes
Otu00531	19	Firmicutes
Otu00532	19	unclassified
Otu00533	19	Firmicutes
Otu00534	19	Firmicutes
Otu00535	19	unclassified
Otu00536	19	Firmicutes
Otu00537	19	unclassified
Otu00538	19	unclassified
Otu00539	19	Firmicutes
Otu00540	19	Firmicutes
Otu00541	19	unclassified
Otu00542	19	Firmicutes
Otu00543	19	Firmicutes
Otu00544	18	Firmicutes
Otu00545	18	Firmicutes
Otu00546	18	Firmicutes
Otu00547	18	Firmicutes
Otu00548	18	Firmicutes
Otu00549	18	Firmicutes
Otu00550	18	unclassified
Otu00551	18	Firmicutes
Otu00552	18	Firmicutes
Otu00553	18	Firmicutes
Otu00554	18	Firmicutes
Otu00555	18	Firmicutes
Otu00556	18	Firmicutes
Otu00557	18	Firmicutes
Otu00558	18	Firmicutes
Otu00559	18	Firmicutes
Otu00560	18	Firmicutes
Otu00561	18	Firmicutes
Otu00562	18	Firmicutes
Otu00563	18	Firmicutes
Otu00564	18	Bacteroidetes
Otu00565	17	unclassified
Otu00566	17	Firmicutes
Otu00567	17	Firmicutes
Otu00568	17	unclassified
Otu00569	17	Firmicutes
Otu00570	17	Firmicutes
Otu00571	17	unclassified
Otu00572	17	unclassified
Otu00573	17	unclassified
Otu00574	17	unclassified
Otu00575	17	Firmicutes
Otu00576	17	Firmicutes
Otu00577	17	unclassified
Otu00578	17	Firmicutes
Otu00579	17	Firmicutes
Otu00580	17	Firmicutes
Otu00581	16	Firmicutes
Otu00582	16	Firmicutes
Otu00583	16	Firmicutes
Otu00584	16	unclassified
Otu00585	16	Firmicutes
Otu00586	16	Firmicutes
Otu00587	16	Firmicutes
Otu00588	16	unclassified
Otu00589	16	unclassified
Otu00590	16	Firmicutes
Otu00591	16	unclassified
Otu00592	16	Firmicutes
Otu00593	16	Firmicutes
Otu00594	16	Firmicutes
Otu00595	15	Firmicutes
Otu00596	15	Firmicutes
Otu00597	15	Firmicutes
Otu00598	15	Firmicutes
Otu00599	15	Bacteroidetes
Otu00600	15	Firmicutes
Otu00601	15	Firmicutes
Otu00602	15	Firmicutes
Otu00603	15	unclassified
Otu00604	15	Firmicutes
Otu00605	15	Firmicutes
Otu00606	15	Firmicutes
Otu00607	15	Firmicutes
Otu00608	14	Firmicutes
Otu00609	14	Bacteroidetes
Otu00610	14	unclassified
Otu00611	14	Firmicutes
Otu00612	14	Firmicutes
Otu00613	14	Firmicutes
Otu00614	14	Firmicutes
Otu00615	14	Bacteroidetes
Otu00616	14	Bacteroidetes
Otu00617	14	Bacteroidetes
Otu00618	14	Firmicutes
Otu00619	14	Firmicutes
Otu00620	14	unclassified
Otu00621	14	Firmicutes
Otu00622	14	unclassified
Otu00623	14	Firmicutes
Otu00624	13	Bacteroidetes
Otu00625	13	unclassified
Otu00626	13	Bacteroidetes
Otu00627	13	unclassified
Otu00628	13	Proteobacteria
Otu00629	13	Firmicutes
Otu00630	13	Firmicutes
Otu00631	13	Bacteroidetes
Otu00632	13	Firmicutes
Otu00633	13	Firmicutes
Otu00634	13	Bacteroidetes
Otu00635	13	Firmicutes
Otu00636	13	Firmicutes
Otu00637	13	Firmicutes
Otu00638	13	unclassified
Otu00639	13	unclassified
Otu00640	13	unclassified
Otu00641	12	Actinobacteria
Otu00642	12	Firmicutes
Otu00643	12	Firmicutes
Otu00644	12	Firmicutes
Otu00645	12	Firmicutes
Otu00646	12	unclassified
Otu00647	12	Firmicutes
Otu00648	12	Bacteroidetes
Otu00649	12	Bacteroidetes
Otu00650	12	Firmicutes
Otu00651	12	Firmicutes
Otu00652	12	Firmicutes
Otu00653	12	Firmicutes
Otu00654	12	Firmicutes
Otu00655	12	Bacteroidetes
Otu00656	12	unclassified
Otu00657	12	Firmicutes
Otu00658	12	Firmicutes
Otu00659	12	unclassified
Otu00660	12	Firmicutes
Otu00661	12	unclassified
Otu00662	12	Firmicutes
Otu00663	12	Firmicutes
Otu00664	12	Firmicutes
Otu00665	11	Bacteroidetes
Otu00666	11	Firmicutes
Otu00667	11	unclassified
Otu00668	11	Firmicutes
Otu00669	11	Firmicutes
Otu00670	11	Firmicutes
Otu00671	11	Firmicutes
Otu00672	11	Firmicutes
Otu00673	11	Firmicutes
Otu00674	11	Firmicutes
Otu00675	11	unclassified
Otu00676	11	Firmicutes
Otu00677	11	Bacteroidetes
Otu00678	11	Firmicutes
Otu00679	11	Firmicutes
Otu00680	11	Bacteroidetes
Otu00681	11	Firmicutes
Otu00682	11	Firmicutes
Otu00683	11	Firmicutes
Otu00684	11	Firmicutes
Otu00685	10	Firmicutes
Otu00686	10	Firmicutes
Otu00687	10	Firmicutes
Otu00688	10	Firmicutes
Otu00689	10	Firmicutes
Otu00690	10	Firmicutes
Otu00691	10	Bacteroidetes
Otu00692	10	Firmicutes
Otu00693	10	Firmicutes
Otu00694	10	unclassified
Otu00695	10	Bacteroidetes
Otu00696	10	Firmicutes
Otu00697	10	unclassified
Otu00698	10	unclassified
Otu00699	10	Firmicutes
Otu00700	10	unclassified
Otu00701	10	Firmicutes
Otu00702	10	Firmicutes
Otu00703	10	Bacteroidetes
Otu00704	10	Proteobacteria
Otu00705	10	Firmicutes
Otu00706	10	Firmicutes
Otu00707	10	Firmicutes
Otu00708	10	Firmicutes
Otu00709	9	unclassified
Otu00710	9	unclassified
Otu00711	9	Firmicutes
Otu00712	9	unclassified
Otu00713	9	Firmicutes
Otu00714	9	Firmicutes
Otu00715	9	Firmicutes
Otu00716	9	Firmicutes
Otu00717	9	Bacteroidetes
Otu00718	9	Firmicutes
Otu00719	9	Firmicutes
Otu00720	9	Bacteroidetes
Otu00721	9	Firmicutes
Otu00723	9	unclassified
Otu00724	9	Firmicutes
Otu00725	9	Firmicutes
Otu00726	9	Firmicutes
Otu00727	9	Firmicutes
Otu00728	9	Firmicutes
Otu00729	9	Firmicutes
Otu00730	9	Bacteroidetes
Otu00731	9	Firmicutes
Otu00732	9	Firmicutes
Otu00733	9	Firmicutes
Otu00734	9	Firmicutes
Otu00735	9	Firmicutes
Otu00736	9	Firmicutes
Otu00737	9	Bacteroidetes
Otu00738	9	Fusobacteria
Otu00739	9	Firmicutes
Otu00740	9	Firmicutes
Otu00741	9	Firmicutes
Otu00742	9	Firmicutes
Otu00743	9	Firmicutes
Otu00744	8	Firmicutes
Otu00745	8	Firmicutes
Otu00746	8	Firmicutes
Otu00747	8	Firmicutes
Otu00748	8	Firmicutes
Otu00749	8	Firmicutes
Otu00750	8	Bacteroidetes
Otu00752	8	Firmicutes
Otu00753	8	Firmicutes
Otu00754	8	Firmicutes
Otu00755	8	Firmicutes
Otu00756	8	Firmicutes
Otu00757	8	Firmicutes
Otu00758	8	Firmicutes
Otu00759	8	Firmicutes
Otu00760	8	Firmicutes
Otu00761	8	Firmicutes
Otu00762	8	Firmicutes
Otu00763	8	Firmicutes
Otu00764	8	Firmicutes
Otu00765	8	Bacteroidetes
Otu00766	8	Firmicutes
Otu00767	8	Firmicutes
Otu00768	8	Firmicutes
Otu00769	8	Firmicutes
Otu00770	8	Bacteroidetes
Otu00772	8	Firmicutes
Otu00773	8	Firmicutes
Otu00774	8	Bacteroidetes
Otu00775	8	Bacteroidetes
Otu00776	8	Bacteroidetes
Otu00778	8	Firmicutes
Otu00779	8	unclassified
Otu00780	8	Bacteroidetes
Otu00781	8	Firmicutes
Otu00782	8	unclassified
Otu00783	8	unclassified
Otu00784	8	Firmicutes
Otu00785	8	Firmicutes
Otu00786	8	Bacteroidetes
Otu00787	8	Bacteroidetes
Otu00788	8	Proteobacteria
Otu00789	8	Firmicutes
Otu00790	8	Firmicutes
Otu00791	8	unclassified
Otu00792	8	Firmicutes
Otu00793	7	Firmicutes
Otu00794	7	Firmicutes
Otu00795	7	Firmicutes
Otu00796	7	Firmicutes
Otu00797	7	Firmicutes
Otu00798	7	Firmicutes
Otu00799	7	Firmicutes
Otu00800	7	unclassified
Otu00801	7	Firmicutes
Otu00802	7	unclassified
Otu00803	7	Firmicutes
Otu00804	7	unclassified
Otu00805	7	Firmicutes
Otu00806	7	Firmicutes
Otu00807	7	unclassified
Otu00808	7	Firmicutes
Otu00809	7	Firmicutes
Otu00811	7	Fusobacteria
Otu00812	7	Firmicutes
Otu00813	7	Firmicutes
Otu00815	7	Firmicutes
Otu00816	7	Firmicutes
Otu00817	7	Firmicutes
Otu00819	7	Firmicutes
Otu00820	7	Firmicutes
Otu00821	7	unclassified
Otu00822	7	Firmicutes
Otu00823	7	Bacteroidetes
Otu00824	7	Firmicutes
Otu00825	7	Bacteroidetes
Otu00826	7	Firmicutes
Otu00827	7	Firmicutes
Otu00828	7	Bacteroidetes
Otu00829	7	Firmicutes
Otu00830	7	Firmicutes
Otu00831	7	Firmicutes
Otu00833	7	Firmicutes
Otu00834	7	Firmicutes
Otu00835	7	Firmicutes
Otu00836	7	Firmicutes
Otu00837	7	Firmicutes
Otu00838	7	Firmicutes
Otu00839	6	Firmicutes
Otu00840	6	Firmicutes
Otu00841	6	Firmicutes
Otu00842	6	unclassified
Otu00843	6	Firmicutes
Otu00844	6	Bacteroidetes
Otu00845	6	Firmicutes
Otu00847	6	Proteobacteria
Otu00848	6	Firmicutes
Otu00849	6	Bacteroidetes
Otu00850	6	Proteobacteria
Otu00851	6	Proteobacteria
Otu00852	6	Firmicutes
Otu00855	6	Firmicutes
Otu00857	6	Firmicutes
Otu00858	6	Bacteroidetes
Otu00859	6	Firmicutes
Otu00861	6	unclassified
Otu00862	6	Firmicutes
Otu00863	6	Firmicutes
Otu00864	6	Firmicutes
Otu00865	6	Firmicutes
Otu00866	6	Firmicutes
Otu00867	6	Firmicutes
Otu00870	6	Firmicutes
Otu00871	6	Firmicutes
Otu00872	6	Firmicutes
Otu00873	6	Firmicutes
Otu00874	6	Firmicutes
Otu00875	6	Firmicutes
Otu00876	6	Bacteroidetes
Otu00877	6	Firmicutes
Otu00878	6	unclassified
Otu00879	6	Firmicutes
Otu00880	6	Firmicutes
Otu00881	6	unclassified
Otu00882	6	Bacteroidetes
Otu00883	6	Firmicutes
Otu00884	6	Firmicutes
Otu00885	6	Fusobacteria
Otu00886	6	unclassified
Otu00887	6	unclassified
Otu00888	6	Firmicutes
Otu00889	6	Firmicutes
Otu00890	6	Firmicutes
Otu00892	6	unclassified
Otu00893	6	Bacteroidetes
Otu00894	6	Firmicutes
Otu00895	6	TM7
Otu00896	6	unclassified
Otu00897	6	Firmicutes
Otu00898	6	Firmicutes
Otu00899	6	Firmicutes
Otu00900	6	Firmicutes
Otu00901	6	Firmicutes
Otu00903	6	Firmicutes
Otu00904	6	Firmicutes
Otu00905	6	Firmicutes
Otu00906	6	Firmicutes
Otu00907	6	Firmicutes
Otu00908	5	Firmicutes
Otu00909	5	unclassified
Otu00911	5	Bacteroidetes
Otu00912	5	Firmicutes
Otu00913	5	Firmicutes
Otu00914	5	Firmicutes
Otu00915	5	Firmicutes
Otu00916	5	Firmicutes
Otu00917	5	Firmicutes
Otu00918	5	Firmicutes
Otu00919	5	Firmicutes
Otu00920	5	Firmicutes
Otu00921	5	Firmicutes
Otu00922	5	unclassified
Otu00923	5	Firmicutes
Otu00924	5	Firmicutes
Otu00925	5	Firmicutes
Otu00926	5	Firmicutes
Otu00927	5	Firmicutes
Otu00928	5	Firmicutes
Otu00930	5	Firmicutes
Otu00931	5	Firmicutes
Otu00934	5	Firmicutes
Otu00935	5	Firmicutes
Otu00936	5	Firmicutes
Otu00937	5	Firmicutes
Otu00938	5	Firmicutes
Otu00939	5	Firmicutes
Otu00941	5	Firmicutes
Otu00942	5	Firmicutes
Otu00943	5	Firmicutes
