OTU,Taxonomy
Otu106468,Firmicutes
Otu106469,Firmicutes
Otu106470,Firmicutes
Otu106471,Firmicutes
Otu106472,Firmicutes
Otu106473,Firmicutes
Otu106474,Firmicutes
Otu106475,Firmicutes
Otu106476,Firmicutes
Otu106477,Firmicutes
Otu106478,Firmicutes
Otu106479,Firmicutes
Otu106480,Firmicutes
Otu106481,Firmicutes
Otu106482,Firmicutes
Otu106483,Firmicutes
Otu106484,Firmicutes
Otu106485,Firmicutes
Otu106486,Firmicutes
Otu106487,Firmicutes
Otu106488,Firmicutes
Otu106489,Firmicutes
Otu106490,Firmicutes
Otu106491,Firmicutes
Otu106492,Firmicutes
Otu106493,Firmicutes
Otu106494,Firmicutes
Otu106495,Firmicutes
Otu106496,Firmicutes
Otu106497,Firmicutes
Otu106498,Firmicutes
Otu106499,Firmicutes
Otu106500,Firmicutes
Otu106501,Firmicutes
Otu106502,Firmicutes
Otu106503,Firmicutes
Otu106504,Firmicutes
Otu106505,Firmicutes
Otu106506,Firmicutes
Otu106507,Firmicutes
Otu106508,Firmicutes
Otu106509,Firmicutes
Otu106510,Firmicutes
Otu106511,Firmicutes
Otu106512,Firmicutes
Otu106513,Firmicutes
Otu106514,Firmicutes
Otu106515,Firmicutes
Otu106516,Firmicutes
Otu106517,Firmicutes
Otu106518,Firmicutes
Otu106519,Firmicutes
Otu106520,Firmicutes
Otu106521,Firmicutes
Otu106522,Firmicutes
Otu106523,Firmicutes
Otu106524,Firmicutes
Otu106525,Firmicutes
Otu106526,Firmicutes
Otu106527,Firmicutes
Otu106528,Firmicutes
Otu106529,Firmicutes
Otu106530,Firmicutes
Otu106531,Firmicutes
Otu106532,Firmicutes
Otu106533,Firmicutes
Otu106534,Firmicutes
Otu106535,Firmicutes
Otu106536,Firmicutes
Otu106537,Firmicutes
Otu106538,Firmicutes
Otu106539,Firmicutes
Otu106540,Firmicutes
Otu106541,Firmicutes
Otu106542,Firmicutes
Otu106543,Firmicutes
Otu106544,Firmicutes
Otu106545,Firmicutes
Otu106546,Firmicutes
Otu106547,Firmicutes
Otu106548,Firmicutes
Otu106549,Firmicutes
Otu106550,Firmicutes
Otu106551,Firmicutes
Otu106552,Firmicutes
Otu106553,Firmicutes
Otu106554,Firmicutes
Otu106555,Firmicutes
Otu106556,Firmicutes
Otu106557,Firmicutes
Otu106558,Firmicutes
Otu106559,Firmicutes
Otu106560,Firmicutes
Otu106561,Firmicutes
Otu106562,Firmicutes
Otu106563,Firmicutes
Otu106564,Firmicutes
Otu106565,Firmicutes
Otu106566,Firmicutes
Otu106567,Firmicutes
Otu106568,Firmicutes
Otu106569,Firmicutes
Otu106570,Firmicutes
Otu106571,Firmicutes
Otu106572,Firmicutes
Otu106573,Firmicutes
Otu106574,Firmicutes
Otu106575,Firmicutes
Otu106576,Firmicutes
Otu106577,Firmicutes
Otu106578,Firmicutes
Otu106579,Firmicutes
Otu106580,Firmicutes
Otu106581,Firmicutes
Otu106582,Firmicutes
Otu106583,Firmicutes
Otu106584,Firmicutes
Otu106585,Firmicutes
Otu106586,Firmicutes
Otu106587,Firmicutes
Otu106588,Firmicutes
Otu106589,Firmicutes
Otu106590,Firmicutes
Otu106591,Firmicutes
Otu106592,Firmicutes
Otu106593,Firmicutes
Otu106594,Firmicutes
Otu106595,Firmicutes
Otu106596,Firmicutes
Otu106597,Firmicutes
Otu106598,Firmicutes
Otu106599,Firmicutes
Otu106600,Firmicutes
Otu106601,Firmicutes
Otu106602,Firmicutes
Otu106603,Firmicutes
Otu106604,Firmicutes
Otu106605,Firmicutes
Otu106606,Firmicutes
Otu106607,Firmicutes
Otu106608,Firmicutes
Otu106609,Firmicutes
Otu106610,Firmicutes
Otu106611,Firmicutes
Otu106612,Firmicutes
Otu106613,Firmicutes
Otu106614,Firmicutes
Otu106615,Firmicutes
Otu106616,Firmicutes
Otu106617,Firmicutes
Otu106618,Firmicutes
Otu106619,Firmicutes
Otu106620,Firmicutes
Otu106621,Firmicutes
Otu106622,Firmicutes
Otu106623,Firmicutes
Otu106624,Firmicutes
Otu106625,Firmicutes
Otu106626,Firmicutes
Otu106627,Firmicutes
Otu106628,Firmicutes
Otu106629,Firmicutes
Otu106630,Firmicutes
Otu106631,Firmicutes
Otu106632,Firmicutes
Otu106633,Firmicutes
Otu106634,Firmicutes
Otu106635,Firmicutes
Otu106636,Firmicutes
Otu106637,Firmicutes
Otu106638,Firmicutes
Otu106639,Firmicutes
Otu106640,Firmicutes
Otu106641,Firmicutes
Otu106642,Firmicutes
Otu106643,Firmicutes
Otu106644,Firmicutes
Otu106645,Firmicutes
Otu106646,Firmicutes
Otu106647,Firmicutes
Otu106648,Firmicutes
Otu106649,Firmicutes
Otu106650,Firmicutes
Otu106651,Firmicutes
Otu106652,Firmicutes
Otu106653,Firmicutes
Otu106654,Firmicutes
Otu106655,Firmicutes
Otu106656,Firmicutes
Otu106657,Firmicutes
Otu106658,Firmicutes
Otu106659,Firmicutes
Otu106660,Firmicutes
Otu106661,Firmicutes
Otu106662,Firmicutes
Otu106663,Firmicutes
Otu106664,Firmicutes
Otu106665,Firmicutes
Otu106666,Firmicutes
Otu106667,Firmicutes
Otu106668,Firmicutes
Otu106669,Firmicutes
Otu106670,Firmicutes
Otu106671,Firmicutes
Otu106672,Firmicutes
Otu106673,Firmicutes
Otu106674,Firmicutes
Otu106675,Firmicutes
Otu106676,Firmicutes
Otu106677,Firmicutes
Otu106678,Firmicutes
Otu106679,Firmicutes
Otu106680,Firmicutes
Otu106681,Firmicutes
Otu106682,Firmicutes
Otu106683,Firmicutes
Otu106684,Firmicutes
Otu106685,Firmicutes
Otu106686,Firmicutes
Otu106687,Firmicutes
Otu106688,Firmicutes
Otu106689,Firmicutes
Otu106690,Firmicutes
Otu106691,Firmicutes
Otu106692,Firmicutes
Otu106693,Firmicutes
Otu106694,Firmicutes
Otu106695,Firmicutes
Otu106696,Firmicutes
Otu106697,Firmicutes
Otu106698,Firmicutes
Otu106699,Firmicutes
Otu106700,Firmicutes
Otu106701,Firmicutes
Otu106702,Firmicutes
Otu106703,Firmicutes
Otu106704,Firmicutes
Otu106705,Firmicutes
Otu106706,Firmicutes
Otu106707,Firmicutes
Otu106708,Firmicutes
Otu106709,Firmicutes
Otu106710,Firmicutes
Otu106711,Firmicutes
Otu106712,Firmicutes
Otu106713,Firmicutes
Otu106714,Firmicutes
Otu106715,Firmicutes
Otu106716,Firmicutes
Otu106717,Firmicutes
Otu106718,Firmicutes
Otu106719,Firmicutes
Otu106720,Firmicutes
Otu106721,Firmicutes
Otu106722,Firmicutes
Otu106723,Firmicutes
Otu106724,Firmicutes
Otu106725,Firmicutes
Otu106726,Firmicutes
Otu106727,Firmicutes
Otu106728,Firmicutes
Otu106729,Firmicutes
Otu106730,Firmicutes
Otu106731,Firmicutes
Otu106732,Firmicutes
Otu106733,Firmicutes
Otu106734,Firmicutes
Otu106735,Firmicutes
Otu106736,Firmicutes
Otu106737,Firmicutes
Otu106738,Firmicutes
Otu106739,Firmicutes
Otu106740,Firmicutes
Otu106741,Firmicutes
Otu106742,Firmicutes
Otu106743,Firmicutes
Otu106744,Firmicutes
Otu106745,Firmicutes
Otu106746,Firmicutes
Otu106747,Firmicutes
Otu106748,Firmicutes
Otu106749,Firmicutes
Otu106750,Firmicutes
Otu106751,Firmicutes
Otu106752,Firmicutes
Otu106753,Firmicutes
Otu106754,Firmicutes
Otu106755,Firmicutes
Otu106756,Firmicutes
Otu106757,Firmicutes
Otu106758,Firmicutes
Otu106759,Firmicutes
Otu106760,Firmicutes
Otu106761,Firmicutes
Otu106762,Firmicutes
Otu106763,Firmicutes
Otu106764,Firmicutes
Otu106765,Firmicutes
Otu106766,Firmicutes
Otu106767,Firmicutes
Otu106768,Firmicutes
Otu106769,Firmicutes
Otu106770,Firmicutes
Otu106771,Firmicutes
Otu106772,Firmicutes
Otu106773,Firmicutes
Otu106774,Firmicutes
Otu106775,Firmicutes
Otu106776,Firmicutes
Otu106777,Firmicutes
Otu106778,Firmicutes
Otu106779,Firmicutes
Otu106780,Firmicutes
Otu106781,Firmicutes
Otu106782,Firmicutes
Otu106783,Firmicutes
Otu106784,Firmicutes
Otu106785,Firmicutes
Otu106786,Firmicutes
Otu106787,Firmicutes
Otu106788,Firmicutes
Otu106789,Firmicutes
Otu106790,Firmicutes
Otu106791,Firmicutes
Otu106792,Firmicutes
Otu106793,Firmicutes
Otu106794,Firmicutes
Otu106795,Firmicutes
Otu106796,Firmicutes
Otu106797,Firmicutes
Otu106798,Firmicutes
Otu106799,Firmicutes
Otu106800,Firmicutes
Otu106801,Firmicutes
Otu106802,Firmicutes
Otu106803,Firmicutes
Otu106804,Firmicutes
Otu106805,Firmicutes
Otu106806,Firmicutes
Otu106807,Firmicutes
Otu106808,Firmicutes
Otu106809,Firmicutes
Otu106810,Firmicutes
Otu106811,Firmicutes
Otu106812,Firmicutes
Otu106813,Firmicutes
Otu106814,Firmicutes
Otu106815,Firmicutes
Otu106816,Firmicutes
Otu106817,Firmicutes
Otu106818,Firmicutes
Otu106819,Firmicutes
Otu106820,Firmicutes
Otu106821,Firmicutes
Otu106822,Firmicutes
Otu106823,Firmicutes
Otu106824,Firmicutes
Otu106825,Firmicutes
Otu106826,Firmicutes
Otu106827,Firmicutes
Otu106828,Firmicutes
Otu106829,Firmicutes
Otu106830,Firmicutes
Otu106831,Firmicutes
Otu106832,Firmicutes
Otu106833,Firmicutes
Otu106834,Firmicutes
Otu106835,Firmicutes
Otu106836,Firmicutes
Otu106837,Firmicutes
Otu106838,Firmicutes
Otu106839,Firmicutes
Otu106840,Firmicutes
Otu106841,Firmicutes
Otu106842,Firmicutes
Otu106843,Firmicutes
Otu106844,Firmicutes
Otu106845,Firmicutes
Otu106846,Firmicutes
Otu106847,Firmicutes
Otu106848,Firmicutes
Otu106849,Firmicutes
Otu106850,Firmicutes
Otu106851,Firmicutes
Otu106852,Firmicutes
Otu106853,Firmicutes
Otu106854,Firmicutes
Otu106855,Firmicutes
Otu106856,Firmicutes
Otu106857,Firmicutes
Otu106858,Firmicutes
Otu106859,Firmicutes
Otu106860,Firmicutes
Otu106861,Firmicutes
Otu106862,Firmicutes
Otu106863,Firmicutes
Otu106864,Firmicutes
Otu106865,Firmicutes
Otu106866,Firmicutes
Otu106867,Firmicutes
Otu106868,Firmicutes
Otu106869,Firmicutes
Otu106870,Firmicutes
Otu106871,Firmicutes
Otu106872,Firmicutes
Otu106873,Firmicutes
Otu106874,Firmicutes
Otu106875,Firmicutes
Otu106876,Firmicutes
Otu106877,Firmicutes
Otu106878,Firmicutes
Otu106879,Firmicutes
Otu106880,Firmicutes
Otu106881,Firmicutes
Otu106882,Firmicutes
Otu106883,Firmicutes
Otu106884,Firmicutes
Otu106885,Firmicutes
Otu106886,Firmicutes
Otu106887,Firmicutes
Otu106888,Firmicutes
Otu106889,Firmicutes
Otu106890,Firmicutes
Otu106891,Firmicutes
Otu106892,Firmicutes
Otu106893,Firmicutes
Otu106894,Firmicutes
Otu106895,Firmicutes
Otu106896,Firmicutes
Otu106897,Firmicutes
Otu106898,Firmicutes
Otu106899,Firmicutes
Otu106900,Firmicutes
Otu106901,Firmicutes
Otu106902,Firmicutes
Otu106903,Firmicutes
Otu106904,Firmicutes
Otu106905,Firmicutes
Otu106906,Firmicutes
Otu106907,Firmicutes
Otu106908,Firmicutes
Otu106909,Firmicutes
Otu106910,Firmicutes
Otu106911,Firmicutes
Otu106912,Firmicutes
Otu106913,Firmicutes
Otu106914,Firmicutes
Otu106915,Firmicutes
Otu106916,Firmicutes
Otu106917,Firmicutes
Otu106918,Firmicutes
Otu106919,Firmicutes
Otu106920,Firmicutes
Otu106921,Firmicutes
Otu106922,Firmicutes
Otu106923,Firmicutes
Otu106924,Firmicutes
Otu106925,Firmicutes
Otu106926,Firmicutes
Otu106927,Firmicutes
Otu106928,Firmicutes
Otu106929,Firmicutes
Otu106930,Firmicutes
Otu106931,Firmicutes
Otu106932,Firmicutes
Otu106933,Firmicutes
Otu106934,Firmicutes
Otu106935,Firmicutes
Otu106936,Firmicutes
Otu106937,Firmicutes
Otu106938,Firmicutes
Otu106939,Firmicutes
Otu106940,Firmicutes
Otu106941,Firmicutes
Otu106942,Firmicutes
Otu106943,Firmicutes
Otu106944,Firmicutes
Otu106945,Firmicutes
Otu106946,Firmicutes
Otu106947,Firmicutes
Otu106948,Firmicutes
Otu106949,Firmicutes
Otu106950,Firmicutes
Otu106951,Firmicutes
Otu106952,Firmicutes
Otu106953,Firmicutes
Otu106954,Firmicutes
Otu106955,Firmicutes
Otu106956,Firmicutes
Otu106957,Firmicutes
Otu106958,Firmicutes
Otu106959,Firmicutes
Otu106960,Firmicutes
Otu106961,Firmicutes
Otu106962,Firmicutes
Otu106963,Firmicutes
Otu106964,Firmicutes
Otu106965,Firmicutes
Otu106966,Firmicutes
Otu106967,Firmicutes
Otu106968,Firmicutes
Otu106969,Firmicutes
Otu106970,Firmicutes
Otu106971,Firmicutes
Otu106972,Firmicutes
Otu106973,Firmicutes
Otu106974,Firmicutes
Otu106975,Firmicutes
Otu106976,Firmicutes
Otu106977,Firmicutes
Otu106978,Firmicutes
Otu106979,Firmicutes
Otu106980,Firmicutes
Otu106981,Firmicutes
Otu106982,Firmicutes
Otu106983,Firmicutes
Otu106984,Firmicutes
Otu106985,Firmicutes
Otu106986,Firmicutes
Otu106987,Firmicutes
Otu106988,Firmicutes
Otu106989,Firmicutes
Otu106990,Firmicutes
Otu106991,Firmicutes
Otu106992,Firmicutes
Otu106993,Firmicutes
Otu106994,Firmicutes
Otu106995,Firmicutes
Otu106996,Firmicutes
Otu106997,Firmicutes
Otu106998,Firmicutes
Otu106999,Firmicutes
Otu107000,Firmicutes
Otu107001,Firmicutes
Otu107002,Firmicutes
Otu107003,Firmicutes
Otu107004,Firmicutes
Otu107005,Firmicutes
Otu107006,Firmicutes
Otu107007,Firmicutes
Otu107008,Firmicutes
Otu107009,Firmicutes
Otu107010,Firmicutes
Otu107011,Firmicutes
Otu107012,Firmicutes
Otu107013,Firmicutes
Otu107014,Firmicutes
Otu107015,Firmicutes
Otu107016,Firmicutes
Otu107017,Firmicutes
Otu107018,Firmicutes
Otu107019,Firmicutes
Otu107020,Firmicutes
Otu107021,Firmicutes
Otu107022,Firmicutes
Otu107023,Firmicutes
Otu107024,Firmicutes
Otu107025,Firmicutes
Otu107026,Firmicutes
Otu107027,Firmicutes
Otu107028,Firmicutes
Otu107029,Firmicutes
Otu107030,Firmicutes
Otu107031,Firmicutes
Otu107032,Firmicutes
Otu107033,Firmicutes
Otu107034,Firmicutes
Otu107035,Firmicutes
Otu107036,Firmicutes
Otu107037,Firmicutes
Otu107038,Firmicutes
Otu107039,Firmicutes
Otu107040,Firmicutes
Otu107041,Firmicutes
Otu107042,Firmicutes
Otu107043,Firmicutes
Otu107044,Firmicutes
Otu107045,Firmicutes
Otu107046,Firmicutes
Otu107047,Firmicutes
Otu107048,Firmicutes
Otu107049,Firmicutes
Otu107050,Firmicutes
Otu107051,Firmicutes
Otu107052,Firmicutes
Otu107053,Firmicutes
Otu107054,Firmicutes
Otu107055,Firmicutes
Otu107056,Firmicutes
Otu107057,Firmicutes
Otu107058,Firmicutes
Otu107059,Firmicutes
Otu107060,Firmicutes
Otu107061,Firmicutes
Otu107062,Firmicutes
Otu107063,Firmicutes
Otu107064,Firmicutes
Otu107065,Firmicutes
Otu107066,Firmicutes
Otu107067,Firmicutes
Otu107068,Firmicutes
Otu107069,Firmicutes
Otu107070,Firmicutes
Otu107071,Firmicutes
Otu107072,Firmicutes
Otu107073,Firmicutes
Otu107074,Firmicutes
Otu107075,Firmicutes
Otu107076,Firmicutes
Otu107077,Firmicutes
Otu107078,Firmicutes
Otu107079,Firmicutes
Otu107080,Firmicutes
Otu107081,Firmicutes
Otu107082,Firmicutes
Otu107083,Firmicutes
Otu107084,Firmicutes
Otu107085,Firmicutes
Otu107086,Firmicutes
Otu107087,Firmicutes
Otu107088,Firmicutes
Otu107089,Firmicutes
Otu107090,Firmicutes
Otu107091,Firmicutes
Otu107092,Firmicutes
Otu107093,Firmicutes
Otu107094,Firmicutes
Otu107095,Firmicutes
Otu107096,Firmicutes
Otu107097,Firmicutes
Otu107098,Firmicutes
Otu107099,Firmicutes
Otu107100,Firmicutes
Otu107101,Firmicutes
Otu107102,Firmicutes
Otu107103,Firmicutes
Otu107104,Firmicutes
Otu107105,Firmicutes
Otu107106,Firmicutes
Otu107107,Firmicutes
Otu107108,Firmicutes
Otu107109,Firmicutes
Otu107110,Firmicutes
Otu107111,Firmicutes
Otu107112,Firmicutes
Otu107113,Firmicutes
Otu107114,Firmicutes
Otu107115,Firmicutes
Otu107116,Firmicutes
Otu107117,Firmicutes
Otu107118,Firmicutes
Otu107119,Firmicutes
Otu107120,Firmicutes
Otu107121,Firmicutes
Otu107122,Firmicutes
Otu107123,Firmicutes
Otu107124,Firmicutes
Otu107125,Firmicutes
Otu107126,Firmicutes
Otu107127,Firmicutes
Otu107128,Firmicutes
Otu107129,Firmicutes
Otu107130,Firmicutes
Otu107131,Firmicutes
Otu107132,Firmicutes
Otu107133,Firmicutes
Otu107134,Firmicutes
Otu107135,Firmicutes
Otu107136,Firmicutes
Otu107137,Firmicutes
Otu107138,Firmicutes
Otu107139,Firmicutes
Otu107140,Firmicutes
Otu107141,Firmicutes
Otu107142,Firmicutes
Otu107143,Firmicutes
Otu107144,Firmicutes
Otu107145,Firmicutes
Otu107146,Firmicutes
Otu107147,Firmicutes
Otu107148,Firmicutes
Otu107149,Firmicutes
Otu107150,Firmicutes
Otu107151,Firmicutes
Otu107152,Firmicutes
Otu107153,Firmicutes
Otu107154,Firmicutes
Otu107155,Firmicutes
Otu107156,Firmicutes
Otu107157,Firmicutes
Otu107158,Firmicutes
Otu107159,Firmicutes
Otu107160,Firmicutes
Otu107161,Firmicutes
Otu107162,Firmicutes
Otu107163,Firmicutes
Otu107164,Firmicutes
Otu107165,Firmicutes
Otu107166,Firmicutes
Otu107167,Firmicutes
Otu107168,Firmicutes
Otu107169,Firmicutes
Otu107170,Firmicutes
Otu107171,Firmicutes
Otu107172,Firmicutes
Otu107173,Firmicutes
Otu107174,Firmicutes
Otu107175,Firmicutes
Otu107176,Firmicutes
Otu107177,Firmicutes
Otu107178,Firmicutes
Otu107179,Firmicutes
Otu107180,Firmicutes
Otu107181,Firmicutes
Otu107182,Firmicutes
Otu107183,Firmicutes
Otu107184,Firmicutes
Otu107185,Firmicutes
Otu107186,Firmicutes
Otu107187,Firmicutes
Otu107188,Firmicutes
Otu107189,Firmicutes
Otu107190,Firmicutes
Otu107191,Firmicutes
Otu107192,Firmicutes
Otu107193,Firmicutes
Otu107194,Firmicutes
Otu107195,Firmicutes
Otu107196,Firmicutes
Otu107197,Firmicutes
Otu107198,Firmicutes
Otu107199,Firmicutes
Otu107200,Firmicutes
Otu107201,Firmicutes
Otu107202,Firmicutes
Otu107203,Firmicutes
Otu107204,Firmicutes
Otu107205,Firmicutes
Otu107206,Firmicutes
Otu107207,Firmicutes
Otu107208,Firmicutes
Otu107209,Firmicutes
Otu107210,Firmicutes
Otu107211,Firmicutes
Otu107212,Firmicutes
Otu107213,Firmicutes
Otu107214,Firmicutes
Otu107215,Firmicutes
Otu107216,Firmicutes
Otu107217,Firmicutes
Otu107218,Firmicutes
Otu107219,Firmicutes
Otu107220,Firmicutes
Otu107221,Firmicutes
Otu107222,Firmicutes
Otu107223,Firmicutes
Otu107224,Firmicutes
Otu107225,Firmicutes
Otu107226,Firmicutes
Otu107227,Firmicutes
Otu107228,Firmicutes
Otu107229,Firmicutes
Otu107230,Firmicutes
Otu107231,Firmicutes
Otu107232,Firmicutes
Otu107233,Firmicutes
Otu107234,Firmicutes
Otu107235,Firmicutes
Otu107236,Firmicutes
Otu107237,Firmicutes
Otu107238,Firmicutes
Otu107239,Firmicutes
Otu107240,Firmicutes
Otu107241,Firmicutes
Otu107242,Firmicutes
Otu107243,Firmicutes
Otu107244,Firmicutes
Otu107245,Firmicutes
Otu107246,Firmicutes
Otu107247,Firmicutes
Otu107248,Firmicutes
Otu107249,Firmicutes
Otu107250,Firmicutes
Otu107251,Firmicutes
Otu107252,Firmicutes
Otu107253,Firmicutes
Otu107254,Firmicutes
Otu107255,Firmicutes
Otu107256,Firmicutes
Otu107257,Firmicutes
Otu107258,Firmicutes
Otu107259,Firmicutes
Otu107260,Firmicutes
Otu107261,Firmicutes
Otu107262,Firmicutes
Otu107263,Firmicutes
Otu107264,Firmicutes
Otu107265,Firmicutes
Otu107266,Firmicutes
Otu107267,Firmicutes
Otu107268,Firmicutes
Otu107269,Firmicutes
Otu107270,Firmicutes
Otu107271,Firmicutes
Otu107272,Firmicutes
Otu107273,Firmicutes
Otu107274,Firmicutes
Otu107275,Firmicutes
Otu107276,Firmicutes
Otu107277,Firmicutes
Otu107278,Firmicutes
Otu107279,Firmicutes
Otu107280,Firmicutes
Otu107281,Firmicutes
Otu107282,Firmicutes
Otu107283,Firmicutes
Otu107284,Firmicutes
Otu107285,Firmicutes
Otu107286,Firmicutes
Otu107287,Firmicutes
Otu107288,Firmicutes
Otu107289,Firmicutes
Otu107290,Firmicutes
Otu107291,Firmicutes
Otu107292,Firmicutes
Otu107293,Firmicutes
Otu107294,Firmicutes
Otu107295,Firmicutes
Otu107296,Firmicutes
Otu107297,Firmicutes
Otu107298,Firmicutes
Otu107299,Firmicutes
Otu107300,Firmicutes
Otu107301,Firmicutes
Otu107302,Firmicutes
Otu107303,Firmicutes
Otu107304,Firmicutes
Otu107305,Firmicutes
Otu107306,Firmicutes
Otu107307,Firmicutes
Otu107308,Firmicutes
Otu107309,Firmicutes
Otu107310,Firmicutes
Otu107311,Firmicutes
Otu107312,Firmicutes
Otu107313,Firmicutes
Otu107314,Firmicutes
Otu107315,Firmicutes
Otu107316,Firmicutes
Otu107317,Firmicutes
Otu107318,Firmicutes
Otu107319,Firmicutes
Otu107320,Firmicutes
Otu107321,Firmicutes
Otu107322,Firmicutes
Otu107323,Firmicutes
Otu107324,Firmicutes
Otu107325,Firmicutes
Otu107326,Firmicutes
Otu107327,Firmicutes
Otu107328,Firmicutes
Otu107329,Firmicutes
Otu107330,Firmicutes
Otu107331,Firmicutes
Otu107332,Firmicutes
Otu107333,Firmicutes
Otu107334,Firmicutes
Otu107335,Firmicutes
Otu107336,Firmicutes
Otu107337,Firmicutes
Otu107338,Firmicutes
Otu107339,Firmicutes
Otu107340,Firmicutes
Otu107341,Firmicutes
Otu107342,Firmicutes
Otu107343,Firmicutes
Otu107344,Firmicutes
Otu107345,Firmicutes
Otu107346,Firmicutes
Otu107347,Firmicutes
Otu107348,Firmicutes
Otu107349,Firmicutes
Otu107350,Firmicutes
Otu107351,Firmicutes
Otu107352,Firmicutes
Otu107353,Firmicutes
Otu107354,Firmicutes
Otu107355,Firmicutes
Otu107356,Firmicutes
Otu107357,Firmicutes
Otu107358,Firmicutes
Otu107359,Firmicutes
Otu107360,Firmicutes
Otu107361,Firmicutes
Otu107362,Firmicutes
Otu107363,Firmicutes
Otu107364,Firmicutes
Otu107365,Firmicutes
Otu107366,Firmicutes
Otu107367,Firmicutes
Otu107368,Firmicutes
Otu107369,Firmicutes
Otu107370,Firmicutes
Otu107371,Firmicutes
Otu107372,Firmicutes
Otu107373,Firmicutes
Otu107374,Firmicutes
Otu107375,Firmicutes
Otu107376,Firmicutes
Otu107377,Firmicutes
Otu107378,Firmicutes
Otu107379,Firmicutes
Otu107380,Firmicutes
Otu107381,Firmicutes
Otu107382,Firmicutes
Otu107383,Firmicutes
Otu107384,Firmicutes
Otu107385,Firmicutes
Otu107386,Firmicutes
Otu107387,Firmicutes
Otu107388,Firmicutes
Otu107389,Firmicutes
Otu107390,Firmicutes
Otu107391,Firmicutes
Otu107392,Firmicutes
Otu107393,Firmicutes
Otu107394,Firmicutes
Otu107395,Firmicutes
Otu107396,Firmicutes
Otu107397,Firmicutes
Otu107398,Firmicutes
Otu107399,Firmicutes
Otu107400,Firmicutes
Otu107401,Firmicutes
Otu107402,Firmicutes
Otu107403,Firmicutes
Otu107404,Firmicutes
Otu107405,Firmicutes
Otu107406,Firmicutes
Otu107407,Firmicutes
Otu107408,Firmicutes
Otu107409,Firmicutes
Otu107410,Firmicutes
Otu107411,Firmicutes
Otu107412,Firmicutes
Otu107413,Firmicutes
Otu107414,Firmicutes
Otu107415,Firmicutes
Otu107416,Firmicutes
Otu107417,Firmicutes
Otu107418,Firmicutes
Otu107419,Firmicutes
Otu107420,Firmicutes
Otu107421,Firmicutes
Otu107422,Firmicutes
Otu107423,Firmicutes
Otu107424,Firmicutes
Otu107425,Firmicutes
Otu107426,Firmicutes
Otu107427,Firmicutes
Otu107428,Firmicutes
Otu107429,Firmicutes
Otu107430,Firmicutes
Otu107431,Firmicutes
Otu107432,Firmicutes
Otu107433,Firmicutes
Otu107434,Firmicutes
Otu107435,Firmicutes
Otu107436,Firmicutes
Otu107437,Firmicutes
Otu107438,Firmicutes
Otu107439,Firmicutes
Otu107440,Firmicutes
Otu107441,Firmicutes
Otu107442,Firmicutes
Otu107443,Firmicutes
Otu107444,Firmicutes
Otu107445,Firmicutes
Otu107446,Firmicutes
Otu107447,Firmicutes
Otu107448,Firmicutes
Otu107449,Firmicutes
Otu107450,Firmicutes
Otu107451,Firmicutes
Otu107452,Firmicutes
Otu107453,Firmicutes
Otu107454,Firmicutes
Otu107455,Firmicutes
Otu107456,Firmicutes
Otu107457,Firmicutes
Otu107458,Firmicutes
Otu107459,Firmicutes
Otu107460,Firmicutes
Otu107461,Firmicutes
Otu107462,Firmicutes
Otu107463,Firmicutes
Otu107464,Firmicutes
Otu107465,Firmicutes
Otu107466,Firmicutes
Otu107467,Firmicutes
Otu107468,Firmicutes
Otu107469,Firmicutes
Otu107470,Firmicutes
Otu107471,Firmicutes
Otu107472,Firmicutes
Otu107473,Firmicutes
Otu107474,Firmicutes
Otu107475,Firmicutes
Otu107476,Firmicutes
Otu107477,Firmicutes
Otu107478,Firmicutes
Otu107479,Firmicutes
Otu107480,Firmicutes
Otu107481,Firmicutes
Otu107482,Firmicutes
Otu107483,Firmicutes
Otu107484,Firmicutes
Otu107485,Firmicutes
Otu107486,Firmicutes
Otu107487,Firmicutes
Otu107488,Firmicutes
Otu107489,Firmicutes
Otu107490,Firmicutes
Otu107491,Firmicutes
Otu107492,Firmicutes
Otu107493,Firmicutes
Otu107494,Firmicutes
Otu107495,Firmicutes
Otu107496,Firmicutes
Otu107497,Firmicutes
Otu107498,Firmicutes
Otu107499,Firmicutes
Otu107500,Firmicutes
Otu107501,Firmicutes
Otu107502,Firmicutes
Otu107503,Firmicutes
Otu107504,Firmicutes
Otu107505,Firmicutes
Otu107506,Firmicutes
Otu107507,Firmicutes
Otu107508,Firmicutes
Otu107509,Firmicutes
Otu107510,Firmicutes
Otu107511,Firmicutes
Otu107512,Firmicutes
Otu107513,Firmicutes
Otu107514,Firmicutes
Otu107515,Firmicutes
Otu107516,Firmicutes
Otu107517,Firmicutes
Otu107518,Firmicutes
Otu107519,Firmicutes
Otu107520,Firmicutes
Otu107521,Firmicutes
Otu107522,Firmicutes
Otu107523,Firmicutes
Otu107524,Firmicutes
Otu107525,Firmicutes
Otu107526,Firmicutes
Otu107527,Firmicutes
Otu107528,Firmicutes
Otu107529,Firmicutes
Otu107530,Firmicutes
Otu107531,Firmicutes
Otu107532,Firmicutes
Otu107533,Firmicutes
Otu107534,Firmicutes
Otu107535,Firmicutes
Otu107536,Firmicutes
Otu107537,Firmicutes
Otu107538,Firmicutes
Otu107539,Firmicutes
Otu107540,Firmicutes
Otu107541,Firmicutes
Otu107542,Firmicutes
Otu107543,Firmicutes
