OTU	Size	Taxonomy
Otu000113	35955	Actinobacteria
Otu000114	35492	unclassified
Otu000115	35454	Firmicutes
Otu000116	34765	Bacteroidetes
Otu000117	34057	Firmicutes
Otu000118	33792	Proteobacteria
Otu000119	32736	Firmicutes
Otu000120	32699	Bacteroidetes
Otu000121	32378	Firmicutes
Otu000122	32137	Firmicutes
Otu000123	31479	Firmicutes
Otu000124	31412	unclassified
Otu000125	31197	Firmicutes
Otu000126	30300	Firmicutes
Otu000127	30145	Firmicutes
Otu000128	30111	unclassified
Otu000129	29811	Firmicutes
Otu000130	29424	Firmicutes
Otu000131	29357	Firmicutes
Otu000132	29338	Firmicutes
Otu000133	28863	unclassified
Otu000134	28855	Firmicutes
Otu000135	28738	Firmicutes
Otu000136	28508	Firmicutes
Otu000137	28138	Bacteroidetes
Otu000138	27630	Firmicutes
Otu000139	26813	Firmicutes
Otu000140	26653	Bacteroidetes
Otu000141	25584	unclassified
Otu000142	24693	unclassified
Otu000143	24458	Firmicutes
Otu000144	24291	Proteobacteria
Otu000145	24199	Firmicutes
Otu000146	23954	Bacteroidetes
Otu000147	23938	Bacteroidetes
Otu000148	23870	unclassified
Otu000149	23543	Firmicutes
Otu000150	23457	Bacteroidetes
Otu000151	22228	Proteobacteria
Otu000152	22099	Bacteroidetes
Otu000153	21884	Firmicutes
Otu000154	21624	Bacteroidetes
Otu000155	21597	Bacteroidetes
Otu000156	21272	Firmicutes
Otu000157	21240	unclassified
Otu000158	20882	unclassified
Otu000159	20858	Firmicutes
Otu000160	20544	Firmicutes
Otu000161	20428	unclassified
Otu000162	20207	Bacteroidetes
Otu000163	19714	Firmicutes
Otu000164	19430	Firmicutes
Otu000165	19404	Firmicutes
Otu000166	19135	Bacteroidetes
Otu000167	19025	unclassified
Otu000168	18967	unclassified
Otu000169	18625	Firmicutes
Otu000170	18556	Firmicutes
Otu000171	18012	Firmicutes
Otu000172	17772	Firmicutes
Otu000173	17725	Bacteroidetes
Otu000174	17615	Firmicutes
Otu000175	17551	Firmicutes
Otu000176	17410	Firmicutes
Otu000177	17342	Firmicutes
Otu000178	17301	Firmicutes
Otu000179	16793	Bacteroidetes
Otu000180	16741	Firmicutes
Otu000181	16453	unclassified
Otu000182	16255	Bacteroidetes
Otu000183	15953	Firmicutes
Otu000184	15603	Firmicutes
Otu000185	15526	Firmicutes
Otu000186	15238	unclassified
Otu000187	15198	Firmicutes
Otu000188	15055	Firmicutes
Otu000189	15050	unclassified
Otu000190	14605	Bacteroidetes
Otu000191	14445	Firmicutes
Otu000192	14209	unclassified
Otu000193	14124	unclassified
Otu000194	14013	unclassified
Otu000195	13907	Firmicutes
Otu000196	13800	Proteobacteria
Otu000197	13444	Firmicutes
Otu000198	13046	Bacteroidetes
Otu000199	12720	Firmicutes
Otu000200	12619	Firmicutes
Otu000201	12071	Firmicutes
Otu000202	11974	unclassified
Otu000203	11965	Firmicutes
Otu000204	11886	Firmicutes
Otu000205	11743	unclassified
Otu000206	11710	Firmicutes
Otu000207	11492	Firmicutes
Otu000208	11471	Proteobacteria
Otu000209	11426	unclassified
Otu000210	11312	unclassified
Otu000211	11170	Firmicutes
Otu000212	10882	Firmicutes
Otu000213	10814	Bacteroidetes
Otu000214	10732	Bacteroidetes
Otu000215	10720	Firmicutes
Otu000216	10702	Firmicutes
Otu000217	10569	Firmicutes
Otu000218	10328	Firmicutes
Otu000219	10240	unclassified
Otu000220	10093	Firmicutes
Otu000221	10062	Bacteroidetes
Otu000222	10055	Firmicutes
Otu000223	10014	Proteobacteria
Otu000224	9963	Bacteroidetes
Otu000225	9942	Firmicutes
Otu000226	9854	unclassified
Otu000227	9851	unclassified
Otu000228	9792	Firmicutes
Otu000229	9648	Firmicutes
Otu000230	9618	Firmicutes
Otu000231	9535	unclassified
Otu000232	9505	Firmicutes
Otu000233	9470	unclassified
Otu000234	9347	Firmicutes
Otu000235	9297	Firmicutes
Otu000236	9227	unclassified
Otu000237	9125	Firmicutes
Otu000238	9049	Bacteroidetes
Otu000239	8947	Firmicutes
Otu000240	8915	unclassified
Otu000241	8885	Firmicutes
Otu000242	8796	Bacteroidetes
Otu000243	8767	Firmicutes
Otu000244	8732	Firmicutes
Otu000245	8730	unclassified
Otu000246	8692	Firmicutes
Otu000247	8688	Proteobacteria
Otu000248	8661	unclassified
Otu000249	8639	Firmicutes
Otu000250	8615	Firmicutes
Otu000251	8597	Firmicutes
Otu000252	8564	Bacteroidetes
Otu000253	8510	Firmicutes
Otu000254	8469	Firmicutes
Otu000255	8285	Firmicutes
Otu000256	8262	Firmicutes
Otu000257	8258	Firmicutes
Otu000258	8254	Firmicutes
Otu000259	8100	Firmicutes
Otu000260	8062	Firmicutes
Otu000261	7985	Firmicutes
Otu000262	7977	unclassified
Otu000263	7926	unclassified
Otu000264	7892	unclassified
Otu000265	7877	unclassified
Otu000266	7876	Firmicutes
Otu000267	7866	Firmicutes
Otu000268	7822	Firmicutes
Otu000269	7732	Firmicutes
Otu000270	7718	unclassified
Otu000271	7675	Bacteroidetes
Otu000272	7673	unclassified
Otu000273	7551	Firmicutes
Otu000274	7535	unclassified
Otu000275	7523	Firmicutes
Otu000276	7507	Firmicutes
Otu000277	7482	Bacteroidetes
Otu000278	7315	unclassified
Otu000279	7308	Firmicutes
Otu000280	7301	Firmicutes
Otu000281	7243	Bacteroidetes
Otu000282	7179	Firmicutes
Otu000283	7158	Firmicutes
Otu000284	7107	Firmicutes
Otu000285	7091	unclassified
Otu000286	7056	Bacteroidetes
Otu000287	6957	Firmicutes
Otu000288	6908	Bacteroidetes
Otu000289	6720	Firmicutes
Otu000290	6639	Proteobacteria
Otu000291	6593	Firmicutes
Otu000292	6513	Bacteroidetes
Otu000293	6449	Firmicutes
Otu000294	6430	unclassified
Otu000295	6314	Bacteroidetes
Otu000296	6284	Bacteroidetes
Otu000297	6211	Firmicutes
Otu000298	6167	Bacteroidetes
Otu000299	6143	Bacteroidetes
Otu000300	6082	Actinobacteria
Otu000301	6033	Firmicutes
Otu000302	6019	Firmicutes
Otu000303	6014	Bacteroidetes
Otu000304	5937	Bacteroidetes
Otu000305	5917	Firmicutes
Otu000306	5902	Firmicutes
Otu000307	5848	Firmicutes
Otu000308	5796	Firmicutes
Otu000309	5740	Firmicutes
Otu000310	5705	Firmicutes
Otu000311	5698	Bacteroidetes
Otu000312	5651	Firmicutes
Otu000313	5571	Firmicutes
Otu000314	5533	unclassified
Otu000315	5477	Bacteroidetes
Otu000316	5474	Fusobacteria
Otu000317	5368	Firmicutes
Otu000318	5329	Firmicutes
Otu000319	5326	Proteobacteria
Otu000320	5315	Firmicutes
Otu000321	5298	Firmicutes
Otu000322	5290	Firmicutes
Otu000323	5239	Firmicutes
Otu000324	5239	Firmicutes
Otu000325	5209	Firmicutes
Otu000326	5196	Firmicutes
Otu000327	5133	Firmicutes
Otu000328	5090	unclassified
Otu000329	5090	Firmicutes
Otu000330	5039	unclassified
Otu000331	5031	Firmicutes
Otu000332	5028	Bacteroidetes
Otu000333	4993	Firmicutes
Otu000334	4984	Bacteroidetes
Otu000335	4979	Firmicutes
Otu000336	4966	unclassified
Otu000337	4938	unclassified
Otu000338	4931	Firmicutes
Otu000339	4914	Firmicutes
Otu000340	4887	unclassified
Otu000341	4881	unclassified
Otu000342	4749	Firmicutes
Otu000343	4654	Firmicutes
Otu000344	4611	Bacteroidetes
Otu000345	4591	Firmicutes
Otu000346	4547	Firmicutes
Otu000347	4539	Firmicutes
Otu000348	4491	unclassified
Otu000349	4475	unclassified
Otu000350	4444	Firmicutes
Otu000351	4434	Bacteroidetes
Otu000352	4428	Proteobacteria
Otu000353	4376	Firmicutes
Otu000354	4356	Firmicutes
Otu000355	4332	Firmicutes
Otu000356	4279	Firmicutes
Otu000357	4246	Bacteroidetes
Otu000358	4246	unclassified
Otu000359	4172	unclassified
Otu000360	4134	Proteobacteria
Otu000361	4114	Bacteroidetes
Otu000362	4048	Proteobacteria
Otu000363	4039	Firmicutes
Otu000364	4028	Firmicutes
Otu000365	4016	unclassified
Otu000366	4001	Firmicutes
Otu000367	3956	Firmicutes
Otu000368	3952	Firmicutes
Otu000369	3948	unclassified
Otu000370	3943	Firmicutes
Otu000371	3930	Bacteroidetes
Otu000372	3928	unclassified
Otu000373	3902	Firmicutes
Otu000374	3880	Bacteroidetes
Otu000375	3852	Firmicutes
Otu000376	3817	Proteobacteria
Otu000377	3800	Firmicutes
Otu000378	3753	Bacteroidetes
Otu000379	3716	Firmicutes
Otu000380	3684	Proteobacteria
Otu000381	3683	Firmicutes
Otu000382	3676	unclassified
Otu000383	3648	Firmicutes
Otu000384	3638	Firmicutes
Otu000385	3636	Firmicutes
Otu000386	3631	unclassified
Otu000387	3622	Firmicutes
Otu000388	3607	Firmicutes
Otu000389	3574	Firmicutes
Otu000390	3572	Proteobacteria
Otu000391	3570	Actinobacteria
Otu000392	3566	Bacteroidetes
Otu000393	3558	Firmicutes
Otu000394	3541	Bacteroidetes
Otu000395	3513	Firmicutes
Otu000396	3496	unclassified
Otu000397	3461	Firmicutes
Otu000398	3456	Firmicutes
Otu000399	3445	unclassified
Otu000400	3404	unclassified
Otu000401	3403	Firmicutes
Otu000402	3399	Bacteroidetes
Otu000403	3398	unclassified
Otu000404	3393	Firmicutes
Otu000405	3335	Firmicutes
Otu000406	3291	Firmicutes
Otu000407	3266	Bacteroidetes
Otu000408	3241	unclassified
Otu000409	3234	Firmicutes
Otu000410	3217	Proteobacteria
Otu000411	3200	Firmicutes
Otu000412	3184	Bacteroidetes
Otu000413	3164	Firmicutes
Otu000414	3157	unclassified
Otu000415	3156	unclassified
Otu000416	3140	Firmicutes
Otu000417	3136	unclassified
Otu000418	3131	unclassified
Otu000419	3123	unclassified
Otu000420	3057	Firmicutes
Otu000421	3057	Bacteroidetes
Otu000422	3033	Firmicutes
Otu000423	3028	Firmicutes
Otu000424	3026	Firmicutes
Otu000425	3002	Firmicutes
Otu000426	2992	Firmicutes
Otu000427	2978	unclassified
Otu000428	2973	Bacteroidetes
Otu000429	2967	Lentisphaerae
Otu000430	2939	unclassified
Otu000431	2925	Firmicutes
Otu000432	2905	Firmicutes
Otu000433	2880	Bacteroidetes
Otu000434	2853	Firmicutes
Otu000435	2851	Firmicutes
Otu000436	2850	Firmicutes
Otu000437	2788	Firmicutes
Otu000438	2784	unclassified
Otu000439	2753	Firmicutes
Otu000440	2749	unclassified
Otu000441	2726	Proteobacteria
Otu000442	2708	Firmicutes
Otu000443	2704	unclassified
Otu000444	2703	Firmicutes
Otu000445	2681	unclassified
Otu000446	2675	unclassified
Otu000447	2666	Spirochaetes
Otu000448	2659	Firmicutes
Otu000449	2652	Bacteroidetes
Otu000450	2633	unclassified
Otu000451	2629	unclassified
Otu000452	2627	Firmicutes
Otu000453	2614	Firmicutes
Otu000454	2596	Firmicutes
Otu000455	2586	Firmicutes
Otu000456	2582	Firmicutes
Otu000457	2543	unclassified
Otu000458	2514	Proteobacteria
Otu000459	2509	Firmicutes
Otu000460	2505	unclassified
Otu000461	2462	Firmicutes
Otu000462	2460	Actinobacteria
Otu000463	2459	Bacteroidetes
Otu000464	2448	Firmicutes
Otu000465	2443	Firmicutes
Otu000466	2436	Firmicutes
Otu000467	2432	unclassified
Otu000468	2429	unclassified
Otu000469	2418	Bacteroidetes
Otu000470	2408	unclassified
Otu000471	2407	Lentisphaerae
Otu000472	2392	unclassified
Otu000473	2383	unclassified
Otu000474	2376	unclassified
Otu000475	2374	Bacteroidetes
Otu000476	2369	Firmicutes
Otu000477	2366	Firmicutes
Otu000478	2363	unclassified
Otu000479	2355	Firmicutes
Otu000480	2354	Firmicutes
Otu000481	2327	unclassified
Otu000482	2323	unclassified
Otu000483	2316	Firmicutes
Otu000484	2310	Firmicutes
Otu000485	2287	unclassified
Otu000486	2247	unclassified
Otu000487	2247	Proteobacteria
Otu000488	2241	Firmicutes
Otu000489	2218	Firmicutes
Otu000490	2198	Firmicutes
Otu000491	2187	Firmicutes
Otu000492	2174	Firmicutes
Otu000493	2172	Firmicutes
Otu000494	2171	Firmicutes
Otu000495	2154	Bacteroidetes
Otu000496	2126	Firmicutes
Otu000497	2108	Bacteroidetes
Otu000498	2068	Bacteroidetes
Otu000499	2068	Firmicutes
Otu000500	2065	Bacteroidetes
Otu000501	2055	Firmicutes
Otu000502	2035	Bacteroidetes
Otu000503	2033	Firmicutes
Otu000504	2021	Firmicutes
Otu000505	2010	Firmicutes
Otu000506	2009	Firmicutes
Otu000507	2006	Firmicutes
Otu000508	1999	Firmicutes
Otu000509	1999	unclassified
Otu000510	1997	Firmicutes
Otu000511	1990	Firmicutes
Otu000512	1989	Firmicutes
Otu000513	1984	Firmicutes
Otu000514	1974	Firmicutes
Otu000515	1973	Verrucomicrobia
Otu000516	1972	Bacteroidetes
Otu000517	1964	Firmicutes
Otu000518	1962	Firmicutes
Otu000519	1961	unclassified
Otu000520	1941	Firmicutes
Otu000521	1936	Bacteroidetes
Otu000522	1931	Firmicutes
Otu000523	1931	Firmicutes
Otu000524	1927	Firmicutes
Otu000525	1925	Firmicutes
Otu000526	1914	unclassified
Otu000527	1904	Firmicutes
Otu000528	1896	unclassified
Otu000529	1893	Bacteroidetes
Otu000530	1886	Firmicutes
Otu000531	1873	Firmicutes
Otu000532	1868	Bacteroidetes
Otu000533	1859	Bacteroidetes
Otu000534	1858	unclassified
Otu000535	1838	Firmicutes
Otu000536	1837	Firmicutes
Otu000537	1817	Firmicutes
Otu000538	1816	Firmicutes
Otu000539	1801	unclassified
Otu000540	1790	Firmicutes
Otu000541	1756	Firmicutes
Otu000542	1756	Firmicutes
Otu000543	1750	Bacteroidetes
Otu000544	1745	unclassified
Otu000545	1744	Firmicutes
Otu000546	1739	Bacteroidetes
Otu000547	1738	Firmicutes
Otu000548	1719	Firmicutes
Otu000549	1718	Firmicutes
Otu000550	1717	unclassified
Otu000551	1712	unclassified
Otu000552	1694	Firmicutes
Otu000553	1689	Firmicutes
Otu000554	1675	Firmicutes
Otu000555	1666	Firmicutes
Otu000556	1654	Firmicutes
Otu000557	1647	Actinobacteria
Otu000558	1628	Firmicutes
Otu000559	1612	Bacteroidetes
Otu000560	1609	Proteobacteria
Otu000561	1596	Proteobacteria
Otu000562	1596	Firmicutes
Otu000563	1593	Firmicutes
Otu000564	1590	Bacteroidetes
Otu000565	1579	Bacteroidetes
Otu000566	1576	Firmicutes
Otu000567	1572	Proteobacteria
Otu000568	1571	Firmicutes
Otu000569	1566	Firmicutes
Otu000570	1564	unclassified
Otu000571	1561	Firmicutes
Otu000572	1554	unclassified
Otu000573	1552	Firmicutes
Otu000574	1550	Firmicutes
Otu000575	1543	Firmicutes
Otu000576	1538	Bacteroidetes
Otu000577	1538	Firmicutes
Otu000578	1535	unclassified
Otu000579	1527	Firmicutes
Otu000580	1515	unclassified
Otu000581	1513	Firmicutes
Otu000582	1508	unclassified
Otu000583	1490	unclassified
Otu000584	1481	Firmicutes
Otu000585	1478	Firmicutes
Otu000586	1476	unclassified
Otu000587	1466	unclassified
Otu000588	1459	unclassified
Otu000589	1458	Bacteroidetes
Otu000590	1454	Firmicutes
Otu000591	1449	Firmicutes
Otu000592	1448	Bacteroidetes
Otu000593	1440	unclassified
Otu000594	1437	Bacteroidetes
Otu000595	1435	Bacteroidetes
Otu000596	1431	unclassified
Otu000597	1431	Bacteroidetes
Otu000598	1427	Firmicutes
Otu000599	1426	Bacteroidetes
Otu000600	1423	unclassified
Otu000601	1421	Bacteroidetes
Otu000602	1410	Firmicutes
Otu000603	1408	unclassified
Otu000604	1407	Firmicutes
Otu000605	1404	Firmicutes
Otu000606	1402	Firmicutes
Otu000607	1395	Firmicutes
Otu000608	1393	Fusobacteria
Otu000609	1380	Bacteroidetes
Otu000610	1379	Bacteroidetes
Otu000611	1374	Firmicutes
Otu000612	1354	Firmicutes
Otu000613	1350	Firmicutes
Otu000614	1350	Lentisphaerae
Otu000615	1339	unclassified
Otu000616	1339	unclassified
Otu000617	1335	unclassified
Otu000618	1330	unclassified
Otu000619	1327	Firmicutes
Otu000620	1321	Firmicutes
Otu000621	1320	unclassified
Otu000622	1318	unclassified
Otu000623	1309	Synergistetes
Otu000624	1308	Bacteroidetes
Otu000625	1308	unclassified
Otu000626	1303	Actinobacteria
Otu000627	1298	Firmicutes
Otu000628	1297	unclassified
Otu000629	1289	Bacteroidetes
Otu000630	1288	Bacteroidetes
Otu000631	1278	Firmicutes
Otu000632	1276	unclassified
Otu000633	1270	Firmicutes
Otu000634	1267	Firmicutes
Otu000635	1265	Bacteroidetes
Otu000636	1254	Bacteroidetes
Otu000637	1252	Firmicutes
Otu000638	1252	unclassified
Otu000639	1252	unclassified
Otu000640	1247	unclassified
Otu000641	1217	Firmicutes
Otu000642	1216	Firmicutes
Otu000643	1208	Bacteroidetes
Otu000644	1208	Firmicutes
Otu000645	1201	Proteobacteria
Otu000646	1201	Firmicutes
Otu000647	1198	Firmicutes
Otu000648	1186	Firmicutes
Otu000649	1182	Bacteroidetes
Otu000650	1180	unclassified
Otu000651	1177	Firmicutes
Otu000652	1168	unclassified
Otu000653	1166	Firmicutes
Otu000654	1158	unclassified
Otu000655	1152	Firmicutes
Otu000656	1149	Bacteroidetes
Otu000657	1147	Firmicutes
Otu000658	1137	Firmicutes
Otu000659	1137	unclassified
Otu000660	1126	Firmicutes
Otu000661	1124	Proteobacteria
Otu000662	1121	Firmicutes
Otu000663	1117	unclassified
Otu000664	1113	Firmicutes
Otu000665	1108	Firmicutes
Otu000666	1107	Bacteroidetes
Otu000667	1101	Firmicutes
Otu000668	1097	Firmicutes
Otu000669	1089	Firmicutes
Otu000670	1084	Bacteroidetes
Otu000671	1081	Firmicutes
Otu000672	1079	Firmicutes
Otu000673	1072	Firmicutes
Otu000674	1071	Firmicutes
Otu000675	1055	Firmicutes
Otu000676	1053	Firmicutes
Otu000677	1044	unclassified
Otu000678	1044	unclassified
Otu000679	1044	Bacteroidetes
Otu000680	1040	Proteobacteria
Otu000681	1037	Verrucomicrobia
Otu000682	1035	unclassified
Otu000683	1034	Firmicutes
Otu000684	1029	unclassified
Otu000685	1024	Firmicutes
Otu000686	1024	Firmicutes
Otu000687	1014	Firmicutes
Otu000688	1011	unclassified
Otu000689	1002	unclassified
Otu000690	997	unclassified
Otu000691	996	Firmicutes
Otu000692	994	Firmicutes
Otu000693	994	Bacteroidetes
Otu000694	988	Firmicutes
Otu000695	983	Bacteroidetes
Otu000696	983	Bacteroidetes
Otu000697	982	Firmicutes
Otu000698	975	unclassified
Otu000699	971	Firmicutes
Otu000700	964	Firmicutes
Otu000701	961	unclassified
Otu000702	959	unclassified
Otu000703	959	Firmicutes
Otu000704	958	unclassified
Otu000705	950	Firmicutes
Otu000706	949	Firmicutes
Otu000707	947	Firmicutes
Otu000708	945	Firmicutes
Otu000709	945	Firmicutes
Otu000710	943	Proteobacteria
Otu000711	943	Bacteroidetes
Otu000712	940	Firmicutes
Otu000713	932	Actinobacteria
Otu000714	928	unclassified
Otu000715	921	Bacteroidetes
Otu000716	919	unclassified
Otu000717	918	Lentisphaerae
Otu000718	907	unclassified
Otu000719	905	Bacteroidetes
Otu000720	898	Actinobacteria
Otu000721	897	unclassified
Otu000722	896	Firmicutes
Otu000723	895	Bacteroidetes
Otu000724	894	Firmicutes
Otu000725	891	Bacteroidetes
Otu000726	888	Bacteroidetes
Otu000727	887	unclassified
Otu000728	885	unclassified
Otu000729	881	Bacteroidetes
Otu000730	875	Actinobacteria
Otu000731	873	Firmicutes
Otu000732	869	unclassified
Otu000733	862	Firmicutes
Otu000734	855	Bacteroidetes
Otu000735	855	unclassified
Otu000736	855	Firmicutes
Otu000737	854	unclassified
Otu000738	854	Bacteroidetes
Otu000739	854	Firmicutes
Otu000740	851	Firmicutes
Otu000741	847	Firmicutes
Otu000742	846	Firmicutes
Otu000743	842	Firmicutes
Otu000744	841	Firmicutes
Otu000745	837	Firmicutes
Otu000746	837	Bacteroidetes
Otu000747	834	unclassified
Otu000748	833	Bacteroidetes
Otu000749	830	Firmicutes
Otu000750	830	unclassified
Otu000751	830	unclassified
Otu000752	823	Firmicutes
Otu000753	821	unclassified
Otu000754	819	Firmicutes
Otu000755	817	Firmicutes
Otu000756	815	Firmicutes
Otu000757	814	Proteobacteria
Otu000758	813	Firmicutes
Otu000759	808	Bacteroidetes
Otu000760	807	Firmicutes
Otu000761	802	Firmicutes
Otu000762	798	Firmicutes
Otu000763	794	Bacteroidetes
Otu000764	792	unclassified
Otu000765	792	Firmicutes
Otu000766	791	Firmicutes
Otu000767	791	Bacteroidetes
Otu000768	790	Firmicutes
Otu000769	787	Actinobacteria
Otu000770	781	Actinobacteria
Otu000771	778	Firmicutes
Otu000772	777	Firmicutes
Otu000773	775	Firmicutes
Otu000774	774	Firmicutes
Otu000775	774	Firmicutes
Otu000776	767	Firmicutes
Otu000777	762	Firmicutes
Otu000778	760	Firmicutes
Otu000779	754	Firmicutes
Otu000780	753	Firmicutes
Otu000781	751	Firmicutes
Otu000782	749	Bacteroidetes
Otu000783	749	Firmicutes
Otu000784	747	Proteobacteria
Otu000785	746	Firmicutes
Otu000786	745	Firmicutes
Otu000787	739	Firmicutes
Otu000788	738	Fusobacteria
Otu000789	737	Firmicutes
Otu000790	736	Proteobacteria
Otu000791	736	Firmicutes
Otu000792	725	Firmicutes
Otu000793	721	Firmicutes
Otu000794	720	unclassified
Otu000795	714	Firmicutes
Otu000796	710	Firmicutes
Otu000797	707	unclassified
Otu000798	707	unclassified
Otu000799	707	Actinobacteria
Otu000800	706	Firmicutes
Otu000801	704	Firmicutes
Otu000802	701	Firmicutes
Otu000803	701	Firmicutes
Otu000804	701	unclassified
Otu000805	701	Bacteroidetes
Otu000806	699	unclassified
Otu000807	698	Firmicutes
Otu000808	695	Firmicutes
Otu000809	694	Firmicutes
Otu000810	692	Bacteroidetes
Otu000811	690	Firmicutes
Otu000812	689	Firmicutes
Otu000813	689	Firmicutes
Otu000814	688	Bacteroidetes
Otu000815	686	Firmicutes
Otu000816	685	Firmicutes
Otu000817	685	unclassified
Otu000818	681	Firmicutes
Otu000819	675	Firmicutes
Otu000820	673	unclassified
Otu000821	672	unclassified
Otu000822	670	Firmicutes
Otu000823	670	unclassified
Otu000824	669	Bacteroidetes
Otu000825	668	Firmicutes
Otu000826	667	Firmicutes
Otu000827	667	Firmicutes
Otu000828	666	Firmicutes
Otu000829	666	Firmicutes
Otu000830	664	unclassified
Otu000831	663	Bacteroidetes
Otu000832	661	Bacteroidetes
Otu000833	660	Firmicutes
Otu000834	660	unclassified
Otu000835	653	unclassified
Otu000836	651	Actinobacteria
Otu000837	651	Actinobacteria
Otu000838	651	Firmicutes
Otu000839	648	Firmicutes
Otu000840	646	unclassified
Otu000841	632	Bacteroidetes
Otu000842	631	unclassified
Otu000843	627	Bacteroidetes
Otu000844	623	Firmicutes
Otu000845	616	Firmicutes
Otu000846	607	Firmicutes
Otu000847	604	Firmicutes
Otu000848	602	Proteobacteria
Otu000849	602	Firmicutes
Otu000850	600	Bacteroidetes
Otu000851	599	Firmicutes
Otu000852	598	Firmicutes
Otu000853	595	Firmicutes
Otu000854	593	Firmicutes
Otu000855	593	Bacteroidetes
Otu000856	589	Firmicutes
Otu000857	588	Firmicutes
Otu000858	586	Bacteroidetes
Otu000859	584	unclassified
Otu000860	584	unclassified
Otu000861	583	Firmicutes
Otu000862	579	Firmicutes
Otu000863	578	unclassified
Otu000864	576	Firmicutes
Otu000865	574	Firmicutes
Otu000866	573	Firmicutes
Otu000867	572	Firmicutes
Otu000868	567	Bacteroidetes
Otu000869	567	Firmicutes
Otu000870	562	Firmicutes
Otu000871	561	Bacteroidetes
Otu000872	560	Firmicutes
Otu000873	556	unclassified
Otu000874	556	Firmicutes
Otu000875	554	unclassified
Otu000876	549	Firmicutes
Otu000877	547	Bacteroidetes
Otu000878	543	Firmicutes
Otu000879	543	Firmicutes
Otu000880	541	Firmicutes
Otu000881	541	Firmicutes
Otu000882	540	unclassified
Otu000883	540	Bacteroidetes
Otu000884	539	Firmicutes
