SampleIDs	Bacteroidetes	Firmicutes	Verrucomicrobia	unclassified	Proteobacteria	Actinobacteria	Fusobacteria	Lentisphaerae	Spirochaetes	Synergistetes	Elusimicrobia	Tenericutes	TM7	SR1	Acidobacteria
ERR560613	39.87092712104518	36.187627892334326	0.6768455847631041	11.907760113332284	11.262395718558162	0.07870297497245396	0.007870297497245396	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560614	33.44876436329293	48.394459310561935	8.004092554698568	6.6661419801668504	0.2124980324256257	3.2661734613568396	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560615	20.974342830158978	58.059184637179285	10.184164961435542	8.980009444356996	1.1884149220840547	0.6138832047851409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560616	25.484023296080593	56.69762317015583	0.48008814733196914	10.341570911380451	0.377774279867779	6.5638281127026605	0.047221784983472376	0.0	0.0	0.0	0.0	0.0	0.007870297497245396	0.0	0.0
ERR560617	37.85613096175035	45.45883834408941	6.634660790177868	2.8569179915000786	6.681882575161341	0.5115693373209508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560618	38.5408468440107	41.956555957815205	4.092554698567606	10.026759011490634	2.6837714465606797	2.6444199590744533	0.023610892491736188	0.0	0.0	0.031481189988981584	0.0	0.0	0.0	0.0	0.0
ERR560619	14.756807807335118	77.24696993546357	0.25971981740909805	4.3444042184794585	0.07083267747520856	3.321265543837557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560620	39.01306469384543	33.73996537069101	0.007870297497245396	2.424051629151582	24.80717771131749	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560621	14.473477097434284	63.812372107665674	0.33055249488430666	20.494254682827012	0.14953565244766254	0.7398079647410672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560622	1.58980009444357	71.17110026759012	1.9439634818196125	23.422005351802298	0.13379505745317172	1.7393357468912325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560623	75.94050055092082	19.28222886825122	0.007870297497245396	3.683299228710845	1.0703604596253737	0.015740594994490792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560624	47.528726585864945	24.948843066267905	0.007870297497245396	25.428931213599874	1.0310089721391469	1.054619864630883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560625	21.8794270423422	62.88367700299071	0.4722178498347237	11.679521485912167	0.6217535022823862	2.431921926648827	0.0	0.023610892491736188	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0
ERR560626	13.198488902880529	64.65449393987093	0.015740594994490792	15.646151424523847	5.194396348181962	1.2592475995592634	0.031481189988981584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560627	7.84668660475366	76.20809066582717	0.007870297497245396	13.198488902880529	1.7157248543994963	1.015268377144656	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560628	9.310561939241303	50.20462773492837	4.769400283330709	35.085786242719976	0.6138832047851409	0.015740594994490792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560629	25.956241145915314	16.204942546828267	0.0	0.07083267747520856	57.4374311348969	0.33055249488430666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560630	24.319219266488272	54.82449236581143	2.864788288997324	4.289312135998741	0.574531717298914	13.119785927908076	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560631	34.763104045332916	29.458523532189517	0.0	33.03950889343617	0.33055249488430666	2.4083110341570912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560632	15.835038564457736	65.55170785455691	2.329608059184637	11.899889815835039	4.021722021092397	0.35416338737604286	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560633	16.968361404061074	58.861954981898315	11.616559105934204	6.34345978277979	3.38422792381552	2.817566504013852	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560634	32.18164646623642	59.83787187155675	0.0	6.500865732724696	1.2749881945537542	0.2046277349283803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560635	10.672123406264756	74.71273414135055	0.36203368487328824	5.225877538170943	5.178655753187471	3.809223988666772	0.007870297497245396	0.007870297497245396	0.0	0.023610892491736188	0.0	0.0	0.0	0.0	0.0
ERR560636	6.138832047851409	68.14890602864789	0.8578624271997481	21.391468597512986	3.0300645364394776	0.4249960648512514	0.0	0.0	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0
ERR560637	5.564300330552495	52.919880371478044	0.29120100739807964	39.9968518810011	0.5981426097906501	0.6060129072878955	0.0	0.023610892491736188	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560638	35.794113017472064	32.97654651345821	17.527152526365498	4.0059814260979065	2.3217377616873915	7.358728159924445	0.015740594994490792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560639	19.549818983157564	63.119785927908076	0.6768455847631041	15.252636549661577	1.054619864630883	0.3462930898787974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560640	50.52730993231545	32.409885093656534	10.097591688965842	3.9194081536282073	2.9120100739807966	0.13379505745317172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560641	47.339839445931055	35.67605855501338	0.8578624271997481	15.291988037147805	0.43286636234849674	0.1888871399338895	0.0	0.2124980324256257	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560642	68.69195655595782	28.994175979852038	0.0	0.13379505745317172	1.9597040768141036	0.03935148748622698	0.16527624744215333	0.015740594994490792	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560643	21.344246812529512	73.06784196442625	0.0	4.989768613253581	0.08657327246969936	0.5036990398237053	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560644	30.1668503069416	61.91563041082952	0.10231386746419015	6.85502912010074	0.6060129072878955	0.11018416496143554	0.0	0.22823862742011647	0.0	0.015740594994490792	0.0	0.0	0.0	0.0	0.0
ERR560645	6.0679993703762	47.599559263340154	0.5273099323154415	2.243034786714938	43.54635605225878	0.015740594994490792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560646	33.68487328821029	60.21564615142453	0.13379505745317172	4.966157720761845	0.4013851723595152	0.5981426097906501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560647	29.560837399653707	47.79631670077129	0.2203683299228711	16.094758381866832	5.9735558004092555	0.35416338737604286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560648	64.24523847001417	28.089091767668815	0.0	1.58980009444357	0.2990713048953251	5.768928065480875	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560649	44.93939870927121	47.111600818510944	0.015740594994490792	6.94160239257044	0.33842279238155204	0.6532346922713679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560650	11.112860066110498	55.84763104045333	1.0782307571226193	29.238155202266647	0.15740594994490792	2.5342357941130174	0.031481189988981584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560651	28.76593735243192	58.429088619549816	0.031481189988981584	11.120730363607745	0.7712891547300488	0.8736030221942389	0.0	0.0	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0
ERR560652	23.665984574216907	68.86510310089722	0.023610892491736188	0.3462930898787974	0.7712891547300488	6.311978592790808	0.015740594994490792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560653	15.937352431921928	62.23044231071935	0.07870297497245396	18.65260506847159	1.707854556902251	1.3930426570124352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560654	14.520698882417754	53.85644577365024	1.6134109869353062	10.317960018888714	3.5731150637494093	16.110498976861326	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560655	46.70234534865418	47.709743428301586	0.2754604124035889	3.5258932787659374	0.30694160239257046	1.4796159294821345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560656	23.909963796631512	52.78608531402487	0.05509208248071777	20.541476467810483	2.5184951991185267	0.1888871399338895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560657	21.320635920037777	62.79710373052101	0.14953565244766254	10.727215488745474	1.8810011018416495	3.0772863214229496	0.047221784983472376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560658	13.906815677632615	76.1608688808437	2.329608059184637	6.85502912010074	0.1731465449393987	0.574531717298914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560659	52.872658586494566	35.620966472532665	0.05509208248071777	8.208720289626948	3.203211081378876	0.03935148748622698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560660	38.10011018416496	48.64630883047379	0.015740594994490792	12.812844325515504	0.30694160239257046	0.11018416496143554	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560661	30.6862899417598	46.552809696206516	0.574531717298914	16.11836927435857	0.8657327246969935	5.194396348181962	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560662	37.32882102943491	44.34125609948056	0.03935148748622698	7.106878640012592	11.081378876121518	0.10231386746419015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560663	34.67653077286321	49.98425940500551	0.0	5.666614198016686	9.326302534235795	0.3462930898787974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560664	68.93593577837242	25.515504486069574	0.0	3.053675428931214	1.904611994333386	0.1731465449393987	0.3856445773650244	0.031481189988981584	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560665	68.59751298599087	22.59562411459153	0.015740594994490792	2.08562883677003	6.075869667873446	0.6296237997796317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560666	4.478199275932631	63.90681567763261	1.8495199118526682	28.285849205099957	0.5666614198016685	0.9050842121832205	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560667	55.71383598300016	34.15709113804502	1.8967416968361406	0.9995277821501654	3.4550606012907292	3.7777427986777896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560668	29.41917204470329	59.89296395403746	2.864788288997324	5.406894380607587	0.794900047221785	1.550448606957343	0.0	0.007870297497245396	0.0	0.06296237997796317	0.0	0.0	0.0	0.0	0.0
ERR560669	23.847001416653548	56.414292460255	1.7235951518967416	16.44105147174563	1.314339682039981	0.25971981740909805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560670	17.912797103730522	70.5099952778215	0.015740594994490792	9.62537383913112	1.2198961120730365	0.6689752872658586	0.0	0.047221784983472376	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560671	57.555485597355585	31.41822760900362	1.0782307571226193	8.279552967102157	1.2041555170785456	0.03935148748622698	0.0	0.41712576735400597	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0
ERR560672	4.0059814260979065	62.867936407996226	1.5976703919408153	30.001574059499447	0.9444356996694474	0.5824020147961593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560673	17.535022823862743	66.94475051156934	1.904611994333386	12.42719974815048	0.5036990398237053	0.6847158822603495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560674	48.89815835038564	42.161183692743585	2.738863529041398	3.0064536439477414	2.565716984101999	0.6217535022823862	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560675	19.70722493310247	62.63969778057611	0.25971981740909805	16.559105934204315	0.4407366598457422	0.377774279867779	0.0	0.015740594994490792	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560676	16.795214859121675	26.412718400755548	0.007870297497245396	0.3226821973870612	55.6508736030222	0.8106406422162757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560677	26.900676845584766	55.10782307571226	1.4717456319848892	12.073036360774438	3.2189516763733668	1.2277664095702818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560678	18.156776326145128	37.09271210451755	18.046592161183693	24.704863843853296	0.755548559735558	0.9916574846529198	0.0	0.0	0.0	0.25184951991185267	0.0	0.0	0.0	0.0	0.0
ERR560679	1.79442782937195	90.6894380607587	0.015740594994490792	5.96568550291201	0.007870297497245396	1.526837714465607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560680	29.781205729576577	54.96615772076184	1.7157248543994963	11.309617503541634	0.716197072249331	1.5032268219738707	0.0	0.0	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0
ERR560681	8.964268849362506	56.94947269006768	0.07870297497245396	0.12592475995592634	33.78718715567449	0.07083267747520856	0.023610892491736188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560682	35.510782307571226	52.84117739650559	6.0916102628679365	5.233747835668188	0.31481189988981584	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560683	72.44608846214386	23.240988509365653	0.1888871399338895	3.502282386274201	0.5902723122934047	0.031481189988981584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560684	6.005036990398237	85.58161498504644	0.5351802298126869	7.500393514874862	0.33055249488430666	0.047221784983472376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560685	4.651345820872029	85.35337635762632	1.574059499449079	5.107823075712262	0.19675743743113489	3.1087675114119313	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560686	34.78671493782465	55.85550133795058	0.03935148748622698	6.6582716826696045	0.25184951991185267	2.4083110341570912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560687	2.9513615614670234	70.93499134267275	8.964268849362506	6.681882575161341	0.25184951991185267	10.207775853927279	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560688	62.57673540059814	32.08720289626948	0.015740594994490792	4.863843853297654	0.4486069573429875	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560689	29.033527467338267	53.848575476152995	10.13694317645207	4.737919093341728	0.2124980324256257	2.030536754289312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560690	32.44136628364552	58.759641114434125	0.0	3.4471903037934832	1.0231386746419016	4.320793325987722	0.0	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0
ERR560691	62.820714623012755	29.033527467338267	0.015740594994490792	1.511097119471116	5.312450810640642	0.4643475523374784	0.8421218322052573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560692	3.9194081536282073	71.88729733983945	9.71194711160082	13.269321580355737	0.6296237997796317	0.574531717298914	0.0	0.0	0.0	0.0	0.0	0.0	0.007870297497245396	0.0	0.0
ERR560693	29.537226507161975	53.053675428931214	7.492523217377617	6.85502912010074	1.833779316858177	0.8421218322052573	0.3699039823705336	0.007870297497245396	0.0	0.0	0.0	0.007870297497245396	0.0	0.0	0.0
ERR560694	27.42011648040296	52.636549661577206	0.9050842121832205	18.062332756178183	0.5036990398237053	0.45647725484023294	0.015740594994490792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560695	5.635133008027704	71.74563198488903	1.369431764520699	20.391940815362823	0.6611049897686133	0.19675743743113489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560696	53.17960018888714	46.16716511884149	0.0	0.08657327246969936	0.5666614198016685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560697	28.899732409885093	47.457893908389735	17.102156461514245	3.5888556587439	1.8888713993388948	1.0624901621281284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560698	44.16810955454116	41.24822918306312	2.431921926648827	7.64205886982528	4.218479458523532	0.29120100739807964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560699	22.690067684558475	60.34157091138045	4.0059814260979065	9.822131276562255	0.8657327246969935	2.2509050842121834	0.023610892491736188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560700	6.917991500078704	63.09617503541634	0.18101684243664412	23.894223201637022	5.406894380607587	0.4879584448292146	0.0	0.0	0.0	0.015740594994490792	0.0	0.0	0.0	0.0	0.0
ERR560701	36.226979379820555	55.131433968204	0.4407366598457422	7.201322209979537	0.33842279238155204	0.6611049897686133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560702	11.372579883519597	66.06327719187786	19.24287738076499	3.1323784039036675	0.023610892491736188	0.16527624744215333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560703	35.69179915000787	27.97103730521014	1.8180387218636864	31.355265229025658	2.762474421533134	0.1731465449393987	0.0	0.023610892491736188	0.0	0.2046277349283803	0.0	0.0	0.0	0.0	0.0
ERR560704	23.288210294349128	53.82496458366126	2.0777585392727844	13.418857232803399	0.9129545096804659	6.477254840232962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560705	28.51408783252007	64.04848103258303	0.015740594994490792	5.249488430662679	1.3222099795372266	0.8499921297025028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560706	14.079962222572012	66.55123563670706	0.047221784983472376	17.810483236266332	0.6925861797575948	0.8185109397135212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560707	12.25405320321108	36.557531874704864	1.2041555170785456	41.586651975444674	0.30694160239257046	8.090665827168268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560708	39.09963796631513	40.24870140091296	4.131906186053833	11.223044231071935	4.918935935778372	0.3226821973870612	0.0	0.05509208248071777	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560709	23.154415236895957	59.900834251534704	1.2828584920509996	10.247127341413506	1.7629466393829687	3.6518180387218635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560710	32.18164646623642	62.70266016055407	0.007870297497245396	3.7856130961750356	0.9680465921611836	0.35416338737604286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560711	51.92035258932788	35.070045647725486	0.015740594994490792	10.829529356209665	1.8810011018416495	0.2754604124035889	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560712	22.878954824492364	61.08924917361877	12.104517550763418	3.0458051314339682	0.22823862742011647	0.6532346922713679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560713	28.679364079962223	50.02361089249173	1.1018416496143555	16.433181174248386	2.817566504013852	0.2754604124035889	0.0	0.6689752872658586	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560714	35.471430820085	42.169053990240826	0.1888871399338895	4.1240358885565875	12.214701715724855	5.792538957972612	0.03935148748622698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560715	5.524948843066268	87.98992601920352	0.031481189988981584	4.430977490949157	0.897213914685975	1.1254525421060917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
