SampleIDs	Bacteroidetes	Firmicutes	Verrucomicrobia	unclassified	Proteobacteria	Actinobacteria	Fusobacteria	Lentisphaerae	Spirochaetes	Synergistetes	Elusimicrobia	Tenericutes	TM7	SR1	Acidobacteria
ERR560571	50.94443569966944	26.821973870612307	6.878640012592475	7.083267747520856	6.311978592790808	1.9597040768141036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560572	22.79238155202267	26.27892334330238	11.860538328348811	3.1402487014009126	35.70753974500236	0.2124980324256257	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560573	0.6060129072878955	30.6862899417598	0.023610892491736188	9.349913426727529	57.31937667243822	2.0147961592948214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560574	8.814733196914844	72.69006768455849	1.9597040768141036	12.671178970565085	3.4393200062962377	0.4249960648512514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560575	27.72705808279553	41.326932158035575	2.0777585392727844	20.950731937667243	5.9735558004092555	1.8573902093499135	0.0	0.0	0.0	0.08657327246969936	0.0	0.0	0.0	0.0	0.0
ERR560576	44.98662049425468	49.01621281284432	0.031481189988981584	4.769400283330709	1.0703604596253737	0.12592475995592634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560577	48.6305682354793	48.04816622068314	0.007870297497245396	2.424051629151582	0.6060129072878955	0.28333070990083425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560578	12.23831260821659	67.41696836140406	2.597198174090981	17.33039508893436	0.08657327246969936	0.33055249488430666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560579	5.556430033055249	73.05997166692902	0.0	6.902250905084212	5.5170785455690226	8.901306469384544	0.05509208248071777	0.0	0.0	0.0	0.0	0.0	0.007870297497245396	0.0	0.0
ERR560580	4.194868566031796	84.78671493782464	0.03935148748622698	2.833307099008343	2.305997166692901	5.831890445458838	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560581	33.32283960333701	57.342987564929956	0.0	4.8166220683141825	0.1731465449393987	4.320793325987722	0.023610892491736188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560582	58.594364866991974	36.707067527152525	0.0	1.69211396190776	2.3217377616873915	0.6847158822603495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560583	19.667873445616245	45.81300173146545	0.1888871399338895	27.71918778529828	2.502754604124036	0.08657327246969936	0.0	3.4944120887769556	0.0	0.007870297497245396	0.5194396348181961	0.0	0.0	0.0	0.0
ERR560584	24.641901463875335	40.04407366598458	14.13505430505273	12.742011648040297	0.18101684243664412	8.248071777113175	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560585	1.9203525893278766	76.97937982055721	6.233275617818354	12.159609633244136	0.6689752872658586	2.030536754289312	0.0	0.0	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0
ERR560586	19.101212025814576	74.92523217377617	0.007870297497245396	3.990240831103416	0.2046277349283803	1.770816936880214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560587	4.533291358413348	84.96773178026129	0.36203368487328824	5.210136943176452	0.19675743743113489	4.730048795844484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560588	29.253895797261137	58.570753974500235	1.1097119471116008	8.311034157091138	1.8180387218636864	0.9286951046749568	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560589	10.83739965370691	47.65465134582087	4.2342200535180226	16.44105147174563	0.7634188572328034	20.06925861797576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560590	24.484495513930426	63.82024240516292	0.0	8.728159924445144	1.550448606957343	1.4166535495041714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560591	20.911380450181017	56.272627105304586	3.5101526837714467	17.731780261293878	0.7398079647410672	0.8263812372107666	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560592	48.36297812057296	35.951518967416966	0.10231386746419015	14.945694947269006	0.4879584448292146	0.10231386746419015	0.0	0.031481189988981584	0.0	0.015740594994490792	0.0	0.0	0.0	0.0	0.0
ERR560593	57.342987564929956	41.854242090351015	0.0	0.08657327246969936	0.4879584448292146	0.22823862742011647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560594	25.38957972611365	64.65449393987093	1.8573902093499135	4.635605225877539	1.2356367070675272	1.8967416968361406	0.0	0.33055249488430666	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560595	46.42688493625059	43.47552337478356	0.0	9.239729261766094	0.5194396348181961	0.16527624744215333	0.0	0.007870297497245396	0.16527624744215333	0.0	0.0	0.0	0.0	0.0	0.0
ERR560596	39.74500236108925	32.26821973870612	5.800409255469856	8.964268849362506	11.223044231071935	1.9990555643003307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560597	16.094758381866832	41.68896584290886	4.840232960805919	16.008185109397136	18.97528726585865	2.3925704391626006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560598	10.703604596253738	67.92853769872501	11.758224460884621	8.680938139461672	0.5587911223044231	0.33842279238155204	0.0	0.007870297497245396	0.0	0.023610892491736188	0.0	0.0	0.0	0.0	0.0
ERR560599	46.946324571068786	49.56713363765151	0.19675743743113489	3.0300645364394776	0.2203683299228711	0.03935148748622698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560600	5.296710215646152	76.79049268062332	7.64205886982528	0.716197072249331	0.09444356996694475	4.989768613253581	4.470328978435385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560601	4.541161655910594	77.07382339052417	6.980953880056666	10.522587753817096	0.8814733196914843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560602	72.72154887454747	22.71367857705021	0.4249960648512514	2.046277349283803	1.6999842594050056	0.015740594994490792	0.0	0.377774279867779	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560603	26.908547143082007	57.618447977333545	6.634660790177868	7.1777113174878	1.330080277034472	0.33055249488430666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560604	38.05288839918149	41.43711632299701	0.015740594994490792	8.523532189516764	11.53785613096175	0.43286636234849674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560605	35.329765465134585	33.16543365339209	11.474893750983787	18.841492208405477	0.9286951046749568	0.19675743743113489	0.0	0.0	0.0	0.06296237997796317	0.0	0.0	0.0	0.0	0.0
ERR560606	2.487014009129545	52.148591216747995	1.2277664095702818	5.753187470486385	32.96080591846372	5.383283488115851	0.0	0.031481189988981584	0.0	0.007870297497245396	0.0	0.0	0.0	0.0	0.0
ERR560607	11.648040295923186	72.68219738706124	2.6522902565716984	10.514717456319849	0.07870297497245396	2.424051629151582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560608	66.09475838186684	28.04186998268535	0.0	0.08657327246969936	2.998583346450496	2.7782150165276245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560609	40.48481032583032	43.89264914213757	0.0	1.3930426570124352	12.490162128128443	1.6685030694160239	0.07083267747520856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560610	39.1468597512986	30.5997166692901	13.906815677632615	4.706437903352747	10.75082638123721	0.8893436171887297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560611	9.027231229340469	54.08468440107036	9.483708484180701	27.097434283015897	0.26759011490634343	0.03935148748622698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR560612	37.41539430190461	45.74216905399024	0.30694160239257046	5.556430033055249	10.916102628679363	0.06296237997796317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
