"","JActualNeededN","JOnePer","JFivePer","JTenPer","JFifteenPer"
"Baxter",118.673298463364,1199.2411893542,48.9103580140626,13.0168100434171,13.0168100434171
"Ross",352.57258476331,2051.96437394925,83.0115095426753,21.5139646078829,21.5139646078829
"Goodrich",5543.0672886785,1605.62539573043,65.1609942618528,17.0624650912528,17.0624650912528
"Escobar",362.428267713431,1763.99630819513,71.4945744318722,18.6412730161255,18.6412730161255
"Zupancic",18032.6111861002,3433.89765921228,138.284426046141,35.3159245374345,35.3159245374345
"HMP",429.336856608221,6485.59774423621,260.349354742751,65.8206465008034,65.8206465008034
"Wu",86.8635058842176,2765.06201538634,111.532586955859,28.63382662955,28.63382662955
"Turnbaugh",49368.9422868071,1074.91976782348,43.9396599177046,11.7818097863963,11.7818097863963
