"","SActualNeededN","SOnePer","SFivePer","STenPer","SFifteenPer"
"Baxter",93.6300552868692,15373.5532733874,615.865551972207,154.69217256616,154.69217256616
"Ross",101.894880522012,20050.8530460288,802.957198331841,201.463800057962,201.463800057962
"Goodrich",784.932354884749,11395.1857954804,456.731378749714,114.910552301878,114.910552301878
"Escobar",92.1389895519738,6769.15526035086,271.691496351934,68.6556620057319,68.6556620057319
"Zupancic",345.027691140639,12115.8576753864,485.558145591963,122.116794035934,122.116794035934
"HMP",9543.19971049516,23683.2397993533,948.252495729142,237.786976698396,237.786976698396
"Wu",62.096821671106,20321.2107880491,813.771492929383,204.167299540142,204.167299540142
"Turnbaugh",701.472324251993,6037.13084380972,242.410923146431,61.3369951174902,61.3369951174902
