"","bacter","firm","BFratio","H","S","J"
"Baxter",0.257311036910396,0.931266238521379,0.154538073120979,0.999998879262222,0.795480078917311,0.999999999999999
"Ross",0.435618308402557,0.60839783301744,0.14061039417629,0.915020614870249,0.36118870318481,0.998871882152809
"Goodrich",0.558082962377448,0.99090795416434,0.230875535299189,1,0.998945342573392,1
"Escobar",0.083780726008379,0.360033155541091,0.0648392427778446,0.802020486022042,0.437002185048417,0.941396150593503
"Zupancic",0.303853498480706,0.914102419216143,0.153448272133583,0.999589557394727,0.95314793630514,0.999999443681347
"HMP",0.581414096006883,0.199127733882893,0.0714741636242608,0.745016819640395,0.460032284269536,0.944472584914882
"Wu",0.195227029406287,0.134606252883379,0.057165358266709,0.36278141949566,0.142434589837891,0.665313590252039
"Turnbaugh",0.347944885288313,0.93487488985419,0.171120249997572,0.999999980040374,0.995269484469479,0.999999999999999
