"","Sensitivity","Specificity","Study"
"1110",0.461538461538462,0.826086956521739,"HMP"
"1111",0.461538461538462,0.830434782608696,"HMP"
"1112",0.423076923076923,0.830434782608696,"HMP"
"1113",0.423076923076923,0.834782608695652,"HMP"
"1114",0.423076923076923,0.839130434782609,"HMP"
"1115",0.423076923076923,0.843478260869565,"HMP"
"1116",0.384615384615385,0.843478260869565,"HMP"
"1117",0.384615384615385,0.847826086956522,"HMP"
"1118",0.384615384615385,0.852173913043478,"HMP"
"1119",0.384615384615385,0.856521739130435,"HMP"
"1120",0.384615384615385,0.860869565217391,"HMP"
"1121",0.384615384615385,0.865217391304348,"HMP"
"1122",0.384615384615385,0.869565217391304,"HMP"
"1123",0.384615384615385,0.873913043478261,"HMP"
"1124",0.384615384615385,0.878260869565217,"HMP"
"1125",0.384615384615385,0.882608695652174,"HMP"
"1126",0.346153846153846,0.882608695652174,"HMP"
"1127",0.307692307692308,0.882608695652174,"HMP"
"1128",0.307692307692308,0.88695652173913,"HMP"
"1129",0.307692307692308,0.891304347826087,"HMP"
"1130",0.307692307692308,0.895652173913044,"HMP"
"1131",0.307692307692308,0.9,"HMP"
"1132",0.307692307692308,0.904347826086957,"HMP"
"1133",0.307692307692308,0.908695652173913,"HMP"
"1134",0.307692307692308,0.91304347826087,"HMP"
"1135",0.307692307692308,0.917391304347826,"HMP"
"1136",0.307692307692308,0.921739130434783,"HMP"
"1137",0.307692307692308,0.926086956521739,"HMP"
"1138",0.307692307692308,0.930434782608696,"HMP"
"1139",0.307692307692308,0.934782608695652,"HMP"
"1140",0.307692307692308,0.939130434782609,"HMP"
"1141",0.307692307692308,0.943478260869565,"HMP"
"1142",0.307692307692308,0.947826086956522,"HMP"
"1143",0.307692307692308,0.952173913043478,"HMP"
"1144",0.307692307692308,0.956521739130435,"HMP"
"1145",0.269230769230769,0.956521739130435,"HMP"
"1146",0.269230769230769,0.960869565217391,"HMP"
"1147",0.230769230769231,0.960869565217391,"HMP"
"1148",0.192307692307692,0.960869565217391,"HMP"
"1149",0.153846153846154,0.960869565217391,"HMP"
"1150",0.115384615384615,0.960869565217391,"HMP"
"1151",0.115384615384615,0.965217391304348,"HMP"
"1152",0.115384615384615,0.969565217391304,"HMP"
"1153",0.0769230769230769,0.969565217391304,"HMP"
"1154",0.0769230769230769,0.973913043478261,"HMP"
"1155",0.0384615384615385,0.973913043478261,"HMP"
"1156",0,0.973913043478261,"HMP"
"1157",0,0.978260869565217,"HMP"
"1158",0,0.982608695652174,"HMP"
"1159",0,0.98695652173913,"HMP"
"1160",0,0.991304347826087,"HMP"
"1161",0,0.995652173913044,"HMP"
"1162",0,1,"HMP"
"1163",1,0,"Wu"
"1164",1,0.224137931034483,"Wu"
"1165",1,0.241379310344828,"Wu"
"1166",1,0.258620689655172,"Wu"
"1167",1,0.275862068965517,"Wu"
"1168",1,0.293103448275862,"Wu"
"1169",1,0.310344827586207,"Wu"
"1170",1,0.327586206896552,"Wu"
"1171",1,0.344827586206897,"Wu"
"1172",1,0.362068965517241,"Wu"
"1173",1,0.379310344827586,"Wu"
"1174",1,0.396551724137931,"Wu"
"1175",1,0.413793103448276,"Wu"
"1176",1,0.431034482758621,"Wu"
"1177",1,0.448275862068966,"Wu"
"1178",1,0.46551724137931,"Wu"
"1179",1,0.482758620689655,"Wu"
"1180",1,0.5,"Wu"
"1181",1,0.517241379310345,"Wu"
"1182",1,0.53448275862069,"Wu"
"1183",1,0.551724137931034,"Wu"
"1184",1,0.568965517241379,"Wu"
"1185",1,0.586206896551724,"Wu"
"1186",1,0.603448275862069,"Wu"
"1187",1,0.620689655172414,"Wu"
"1188",1,0.637931034482759,"Wu"
"1189",1,0.655172413793103,"Wu"
"1190",1,0.672413793103448,"Wu"
"1191",1,0.689655172413793,"Wu"
"1192",1,0.706896551724138,"Wu"
"1193",1,0.724137931034483,"Wu"
"1194",1,0.741379310344828,"Wu"
"1195",1,0.758620689655172,"Wu"
"1196",1,0.775862068965517,"Wu"
"1197",1,0.793103448275862,"Wu"
"1198",1,0.810344827586207,"Wu"
"1199",1,0.827586206896552,"Wu"
"1200",0.8,0.827586206896552,"Wu"
"1201",0.8,0.844827586206897,"Wu"
"1202",0.6,0.844827586206897,"Wu"
"1203",0.6,0.862068965517241,"Wu"
"1204",0.6,0.879310344827586,"Wu"
"1205",0.6,0.896551724137931,"Wu"
"1206",0.4,0.896551724137931,"Wu"
"1207",0.4,0.913793103448276,"Wu"
"1208",0.4,0.931034482758621,"Wu"
"1209",0.4,0.948275862068966,"Wu"
"1210",0.2,0.948275862068966,"Wu"
"1211",0.2,0.96551724137931,"Wu"
"1212",0,0.96551724137931,"Wu"
"1213",0,0.982758620689655,"Wu"
"1214",0,1,"Wu"
"1215",1,0,"Turnbaugh"
"1216",0.98989898989899,0,"Turnbaugh"
"1217",0.98989898989899,0.0212765957446809,"Turnbaugh"
"1218",0.98989898989899,0.0425531914893617,"Turnbaugh"
"1219",0.98989898989899,0.0638297872340425,"Turnbaugh"
"1220",0.97979797979798,0.0638297872340425,"Turnbaugh"
"1221",0.96969696969697,0.0638297872340425,"Turnbaugh"
"1222",0.95959595959596,0.0638297872340425,"Turnbaugh"
"1223",0.94949494949495,0.0638297872340425,"Turnbaugh"
"1224",0.94949494949495,0.0851063829787234,"Turnbaugh"
"1225",0.94949494949495,0.106382978723404,"Turnbaugh"
"1226",0.939393939393939,0.106382978723404,"Turnbaugh"
"1227",0.939393939393939,0.127659574468085,"Turnbaugh"
"1228",0.939393939393939,0.148936170212766,"Turnbaugh"
"1229",0.929292929292929,0.148936170212766,"Turnbaugh"
"1230",0.929292929292929,0.170212765957447,"Turnbaugh"
"1231",0.919191919191919,0.170212765957447,"Turnbaugh"
"1232",0.919191919191919,0.191489361702128,"Turnbaugh"
"1233",0.919191919191919,0.212765957446809,"Turnbaugh"
"1234",0.919191919191919,0.234042553191489,"Turnbaugh"
"1235",0.919191919191919,0.25531914893617,"Turnbaugh"
"1236",0.919191919191919,0.276595744680851,"Turnbaugh"
"1237",0.909090909090909,0.276595744680851,"Turnbaugh"
"1238",0.909090909090909,0.297872340425532,"Turnbaugh"
"1239",0.909090909090909,0.319148936170213,"Turnbaugh"
"1240",0.898989898989899,0.319148936170213,"Turnbaugh"
"1241",0.888888888888889,0.319148936170213,"Turnbaugh"
"1242",0.878787878787879,0.319148936170213,"Turnbaugh"
"1243",0.868686868686869,0.319148936170213,"Turnbaugh"
"1244",0.868686868686869,0.340425531914894,"Turnbaugh"
"1245",0.868686868686869,0.361702127659574,"Turnbaugh"
"1246",0.858585858585859,0.361702127659574,"Turnbaugh"
"1247",0.848484848484849,0.361702127659574,"Turnbaugh"
"1248",0.838383838383838,0.361702127659574,"Turnbaugh"
"1249",0.838383838383838,0.382978723404255,"Turnbaugh"
"1250",0.828282828282828,0.382978723404255,"Turnbaugh"
"1251",0.828282828282828,0.404255319148936,"Turnbaugh"
"1252",0.828282828282828,0.425531914893617,"Turnbaugh"
"1253",0.818181818181818,0.425531914893617,"Turnbaugh"
"1254",0.818181818181818,0.446808510638298,"Turnbaugh"
"1255",0.808080808080808,0.446808510638298,"Turnbaugh"
"1256",0.808080808080808,0.468085106382979,"Turnbaugh"
"1257",0.808080808080808,0.48936170212766,"Turnbaugh"
"1258",0.808080808080808,0.51063829787234,"Turnbaugh"
"1259",0.797979797979798,0.51063829787234,"Turnbaugh"
"1260",0.797979797979798,0.531914893617021,"Turnbaugh"
"1261",0.787878787878788,0.531914893617021,"Turnbaugh"
"1262",0.777777777777778,0.531914893617021,"Turnbaugh"
"1263",0.767676767676768,0.531914893617021,"Turnbaugh"
"1264",0.757575757575758,0.531914893617021,"Turnbaugh"
"1265",0.757575757575758,0.553191489361702,"Turnbaugh"
"1266",0.757575757575758,0.574468085106383,"Turnbaugh"
"1267",0.757575757575758,0.595744680851064,"Turnbaugh"
"1268",0.747474747474748,0.595744680851064,"Turnbaugh"
"1269",0.737373737373737,0.595744680851064,"Turnbaugh"
"1270",0.737373737373737,0.617021276595745,"Turnbaugh"
"1271",0.727272727272727,0.617021276595745,"Turnbaugh"
"1272",0.717171717171717,0.617021276595745,"Turnbaugh"
"1273",0.707070707070707,0.617021276595745,"Turnbaugh"
"1274",0.707070707070707,0.638297872340426,"Turnbaugh"
"1275",0.707070707070707,0.659574468085106,"Turnbaugh"
"1276",0.696969696969697,0.659574468085106,"Turnbaugh"
"1277",0.686868686868687,0.659574468085106,"Turnbaugh"
"1278",0.676767676767677,0.659574468085106,"Turnbaugh"
"1279",0.666666666666667,0.659574468085106,"Turnbaugh"
"1280",0.656565656565657,0.659574468085106,"Turnbaugh"
"1281",0.656565656565657,0.680851063829787,"Turnbaugh"
"1282",0.646464646464647,0.680851063829787,"Turnbaugh"
"1283",0.636363636363636,0.680851063829787,"Turnbaugh"
"1284",0.626262626262626,0.680851063829787,"Turnbaugh"
"1285",0.616161616161616,0.680851063829787,"Turnbaugh"
"1286",0.606060606060606,0.680851063829787,"Turnbaugh"
"1287",0.606060606060606,0.702127659574468,"Turnbaugh"
"1288",0.595959595959596,0.702127659574468,"Turnbaugh"
"1289",0.585858585858586,0.702127659574468,"Turnbaugh"
"1290",0.575757575757576,0.702127659574468,"Turnbaugh"
"1291",0.565656565656566,0.702127659574468,"Turnbaugh"
"1292",0.565656565656566,0.723404255319149,"Turnbaugh"
"1293",0.555555555555556,0.723404255319149,"Turnbaugh"
"1294",0.545454545454545,0.723404255319149,"Turnbaugh"
"1295",0.545454545454545,0.74468085106383,"Turnbaugh"
"1296",0.545454545454545,0.765957446808511,"Turnbaugh"
"1297",0.535353535353535,0.765957446808511,"Turnbaugh"
"1298",0.525252525252525,0.765957446808511,"Turnbaugh"
"1299",0.515151515151515,0.765957446808511,"Turnbaugh"
"1300",0.505050505050505,0.765957446808511,"Turnbaugh"
"1301",0.494949494949495,0.765957446808511,"Turnbaugh"
"1302",0.484848484848485,0.765957446808511,"Turnbaugh"
"1303",0.474747474747475,0.765957446808511,"Turnbaugh"
"1304",0.464646464646465,0.765957446808511,"Turnbaugh"
"1305",0.454545454545455,0.765957446808511,"Turnbaugh"
"1306",0.454545454545455,0.787234042553192,"Turnbaugh"
"1307",0.454545454545455,0.808510638297872,"Turnbaugh"
"1308",0.444444444444444,0.808510638297872,"Turnbaugh"
"1309",0.444444444444444,0.829787234042553,"Turnbaugh"
"1310",0.444444444444444,0.851063829787234,"Turnbaugh"
"1311",0.434343434343434,0.851063829787234,"Turnbaugh"
"1312",0.424242424242424,0.851063829787234,"Turnbaugh"
"1313",0.414141414141414,0.851063829787234,"Turnbaugh"
"1314",0.414141414141414,0.872340425531915,"Turnbaugh"
"1315",0.404040404040404,0.872340425531915,"Turnbaugh"
"1316",0.393939393939394,0.872340425531915,"Turnbaugh"
"1317",0.383838383838384,0.872340425531915,"Turnbaugh"
"1318",0.373737373737374,0.872340425531915,"Turnbaugh"
"1319",0.363636363636364,0.872340425531915,"Turnbaugh"
"1320",0.363636363636364,0.893617021276596,"Turnbaugh"
"1321",0.353535353535354,0.893617021276596,"Turnbaugh"
"1322",0.343434343434343,0.893617021276596,"Turnbaugh"
"1323",0.343434343434343,0.914893617021277,"Turnbaugh"
"1324",0.333333333333333,0.914893617021277,"Turnbaugh"
"1325",0.323232323232323,0.914893617021277,"Turnbaugh"
"1326",0.313131313131313,0.914893617021277,"Turnbaugh"
"1327",0.303030303030303,0.914893617021277,"Turnbaugh"
"1328",0.292929292929293,0.914893617021277,"Turnbaugh"
"1329",0.282828282828283,0.914893617021277,"Turnbaugh"
"1330",0.272727272727273,0.914893617021277,"Turnbaugh"
"1331",0.262626262626263,0.914893617021277,"Turnbaugh"
"1332",0.252525252525253,0.914893617021277,"Turnbaugh"
"1333",0.252525252525253,0.936170212765957,"Turnbaugh"
"1334",0.252525252525253,0.957446808510638,"Turnbaugh"
"1335",0.242424242424242,0.957446808510638,"Turnbaugh"
"1336",0.232323232323232,0.957446808510638,"Turnbaugh"
"1337",0.222222222222222,0.957446808510638,"Turnbaugh"
"1338",0.222222222222222,0.978723404255319,"Turnbaugh"
"1339",0.212121212121212,0.978723404255319,"Turnbaugh"
"1340",0.202020202020202,0.978723404255319,"Turnbaugh"
"1341",0.191919191919192,0.978723404255319,"Turnbaugh"
"1342",0.181818181818182,0.978723404255319,"Turnbaugh"
"1343",0.171717171717172,0.978723404255319,"Turnbaugh"
"1344",0.161616161616162,0.978723404255319,"Turnbaugh"
"1345",0.151515151515152,0.978723404255319,"Turnbaugh"
"1346",0.141414141414141,0.978723404255319,"Turnbaugh"
"1347",0.131313131313131,0.978723404255319,"Turnbaugh"
"1348",0.121212121212121,0.978723404255319,"Turnbaugh"
"1349",0.111111111111111,0.978723404255319,"Turnbaugh"
"1350",0.101010101010101,0.978723404255319,"Turnbaugh"
"1351",0.0909090909090909,0.978723404255319,"Turnbaugh"
"1352",0.0808080808080808,0.978723404255319,"Turnbaugh"
"1353",0.0707070707070707,0.978723404255319,"Turnbaugh"
"1354",0.0707070707070707,1,"Turnbaugh"
"1355",0.0606060606060606,1,"Turnbaugh"
"1356",0.0505050505050505,1,"Turnbaugh"
"1357",0.0404040404040404,1,"Turnbaugh"
"1358",0.0303030303030303,1,"Turnbaugh"
"1359",0.0202020202020202,1,"Turnbaugh"
"1360",0.0101010101010101,1,"Turnbaugh"
"1361",0,1,"Turnbaugh"
