"","bacter","firm","BFratio","H","S","J"
"Baxter",11.4260797954252,1.60900523535168,7.21661158917183,5.32661514113253,12.8803462927012,3.19066518604629
"Ross",9.21897426921065,3.90730520786716,13.7206337489115,5.81321259341392,14.0946853572346,2.4151984241757
"Goodrich",6.01727809428625,3.7738648653894,13.3762210861443,1.15280336830848,3.8123472236053,0.538089693999947
"Escobar",45.4927211646137,8.40917817744066,29.5962059980351,0.479456608127507,8.61615475988459,2.20849872758314
"Zupancic",4.83772926392203,2.50121155912926,0.864249973909351,1.56479531943523,5.933894353212,0.4363301011175
"HMP",6.43893055451833,6.38041877248767,19.8389461660891,3.12463526358993,1.57538461538457,3.89073004632373
"Wu",3.54177314132829,10.1424629207475,17.894508502143,1.75037186332723,18.2333638173111,5.6728202769713
"Turnbaugh",6.47765234806011,0.851472077624388,6.00979632330531,0.368832734273521,2.9354410709577,0.147492886480655
