ID	SRS012849	SRS012969	SRS013098	SRS013638	SRS013639	SRS016437	SRS016438	SRS017916	SRS020622	SRS021153	SRS021219	SRS024663	SRS043667	SRS045528	SRS045739	SRS049402	SRS049896	SRS050026	SRS053356	SRS053573	SRS053649	SRS054352	SRS055533	SRS056273	SRS058070	SRS063489	SRS063518	SRS064973	SRS074670	SRS074964	SRS075078	SRS075341	SRS075963	SRS076929	SRS077086	SRS077194	SRS077294	SRS077335	SRS077502	SRS077552	SRS077753	SRS077849	SRS078242	SRS078419	SRS078665	SRS097889	SRS098514	SRS098571	SRS098644	SRS098717	SRS098827	SRS101376	SRS101433	SRS103987	SRS104311	SRS104400	SRS104485	SRS105153	SRS140492	SRS140513	SRS140645	SRS142503	SRS142505	SRS142599	SRS142712	SRS142890	SRS143070	SRS143181	SRS143342	SRS143417	SRS143598	SRS143780	SRS143876	SRS143991	SRS144362	SRS144506	SRS144537	SRS145497	SRS146764	SRS146812	SRS146813	SRS147022	SRS147088	SRS147139	SRS147346	SRS147445	SRS147652	SRS147766	SRS147919	SRS148196	SRS148424	SRS148721
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875	0.0	0.00076	0.01502	0.00303	0.00526	0.0	0.0	0.00669	0.0	0.0	0.0	0.00758	0.0	0.00549	0.0	0.00549	0.0	0.0	0.0206	0.0	0.0	0.0	0.02624	0.06501	0.00431	0.0	0.00355	0.01429	0.0	0.00357	0.02673	0.0	0.0	0.00372	0.0	0.00277	0.0	0.04944	0.02578	0.00511	0.01114	0.0	0.0	0.0	0.0	0.0	0.0088	0.0053	0.00434	0.01188	0.00495	0.0	0.06238	0.0	0.05066	0.00018	0.00297	0.0098	0.00812	0.0	0.0	0.12626	0.0	0.00321	0.0	0.00696	0.01581	0.00149	0.00343	0.00292	0.0	0.0	0.0122	0.00519	0.01352	0.0	0.00446	0.01324	0.0	0.01402	0.0443	0.0	0.0	0.10307	0.00173	0.0	0.0	0.00142	0.00173	0.30387	0.00808	0.00409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04476	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0	0.00316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.03541	0.41282	0.97236	0.34454	0.7036	0.34258	0.5889	1.53008	0.02164	0.93491	0.09248	0.254	0.02461	1.11552	0.05805	1.05144	0.19848	0.21852	0.57585	0.01678	0.02351	0.09362	0.06449	0.2612	0.23168	0.04518	6.39059	0.22428	0.06788	0.15449	0.27676	0.10937	0.02331	0.64459	0.10068	0.20905	0.40795	0.03035	1.71907	0.45739	1.77077	0.50534	0.13619	0.16513	0.2554	2.20633	0.59502	0.37761	0.10074	3.15546	0.13647	0.04817	0.27569	0.63307	0.48397	1.15693	1.18749	0.30872	0.68596	0.42115	2.03073	0.27775	0.78815	2.99141	0.97829	2.98225	0.06607	0.17519	0.81451	0.2382	0.09113	1.66742	0.13741	10.66719	0.39918	0.46137	0.50121	0.14402	0.39297	1.86543	1.62957	0.37032	0.0	0.44509	0.17247	0.34257	0.20362	0.45658	0.22758	0.66788	0.62562	1.58241
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii|t__GCF_000156675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.0	0.0	0.0104	0.01047	0.03822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.00107	0.0	0.0039	0.0	0.0	0.02084	0.02832	0.0	0.00535	0.0	0.0	0.0	0.00902	0.00189	0.0	0.03177	0.0	0.0	0.00246	0.0	0.00656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01154	0.0	0.0	0.0158	0.0	0.01126	0.0	0.00129	0.07241	0.0002	0.0	0.0	0.0	0.0252	0.0	0.0415	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.00171	0.0	0.0	0.02382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975	0.0	0.0	0.0104	0.01047	0.03822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.00107	0.0	0.0039	0.0	0.0	0.02084	0.02832	0.0	0.00535	0.0	0.0	0.0	0.00902	0.00189	0.0	0.03177	0.0	0.0	0.00246	0.0	0.00656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01154	0.0	0.0	0.0158	0.0	0.01126	0.0	0.00129	0.07241	0.0002	0.0	0.0	0.0	0.0252	0.0	0.0415	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.00171	0.0	0.0	0.02382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.00482	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.00482	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.00083	0.0	0.01831	0.03166	0.07139	0.04058	0.06369	0.00463	0.02064	0.42319	0.0048	0.0	0.00707	0.0	0.00958	0.17354	0.0	0.06582	0.0	0.0	0.0	0.0	0.00058	0.01159	0.0	0.0	0.58186	0.08422	0.00397	0.00188	0.002	0.0	0.0	0.0	0.00633	0.00053	0.0	0.01056	0.97775	0.09951	0.00361	0.0	0.0	0.0	0.16471	1.07431	0.17778	0.01269	0.0	0.04317	0.01096	0.0	0.0	0.08916	0.06686	0.0	0.16647	0.02258	0.01093	0.0	1.54728	0.00468	0.71531	0.0	0.10203	0.0	0.0	0.0	0.0234	0.00941	0.03115	1.12734	0.0	0.20687	0.12155	0.0	0.0	0.01567	0.00897	0.03144	0.02257	0.02186	0.0	0.00712	0.0	0.02804	0.0	0.00473	0.04501	0.15621	0.01201	0.16404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0.00083	0.0	0.01831	0.03166	0.07139	0.04058	0.06369	0.00463	0.02064	0.42319	0.0048	0.0	0.00707	0.0	0.00958	0.17354	0.0	0.06582	0.0	0.0	0.0	0.0	0.00058	0.01159	0.0	0.0	0.58186	0.08422	0.00397	0.00188	0.002	0.0	0.0	0.0	0.00633	0.00053	0.0	0.01056	0.97775	0.09951	0.00361	0.0	0.0	0.0	0.16471	1.07431	0.17778	0.01269	0.0	0.04317	0.01096	0.0	0.0	0.08916	0.06686	0.0	0.16647	0.02258	0.01093	0.0	1.54728	0.00468	0.71531	0.0	0.10203	0.0	0.0	0.0	0.0234	0.00941	0.03115	1.12734	0.0	0.20687	0.12155	0.0	0.0	0.01567	0.00897	0.03144	0.02257	0.02186	0.0	0.00712	0.0	0.02804	0.0	0.00473	0.04501	0.15621	0.01201	0.16404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0.00846	0.32248	0.0145	0.03795	0.09066	0.00232	0.00226	0.00677	0.00101	0.0	0.00413	0.09857	0.0027	0.03263	0.00975	0.13707	0.17205	0.02782	0.05566	0.0	0.00851	0.03911	0.00636	0.12292	0.05335	0.00478	0.04265	0.00121	0.0355	0.00806	0.18628	0.02614	0.02331	0.13438	0.00634	0.07169	0.0418	0.0092	0.0456	0.04896	0.0294	0.10848	0.07644	0.03484	0.0067	0.00308	0.05213	0.02093	0.03686	0.00589	0.01339	0.02095	0.03358	0.00289	0.05562	0.22403	0.01791	0.07215	0.16337	0.01628	0.00719	0.07057	0.0	0.22954	0.02577	0.06942	0.00574	0.01482	0.08711	0.02538	0.03545	0.002	0.01534	0.08734	0.08173	0.12241	0.12358	0.01926	0.07825	0.08691	0.35904	0.10993	0.0	0.18541	0.05719	0.0	0.0261	0.01888	0.02076	0.17987	0.05035	0.06799
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000153905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08173	0.0	0.0	0.0	0.0	0.0	0.26616	0.0	0.0	0.14312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0.00846	0.32248	0.0145	0.03795	0.09066	0.00232	0.00226	0.00677	0.00101	0.0	0.00413	0.09857	0.0027	0.03263	0.00975	0.13707	0.17205	0.02782	0.05566	0.0	0.00851	0.03911	0.00636	0.12292	0.05335	0.00478	0.04265	0.00121	0.0355	0.00806	0.18628	0.02614	0.02331	0.13438	0.00634	0.07169	0.0418	0.0092	0.0456	0.04896	0.0294	0.10848	0.07644	0.03484	0.0067	0.00308	0.05213	0.02093	0.03686	0.00589	0.01339	0.02095	0.03358	0.00289	0.05562	0.0762	0.01791	0.07215	0.16337	0.01628	0.00719	0.07057	0.0	0.22954	0.02577	0.06942	0.00574	0.01482	0.08711	0.02538	0.03545	0.002	0.01534	0.08734	0.0	0.12241	0.12358	0.01926	0.07825	0.08691	0.09288	0.10993	0.0	0.04229	0.05719	0.0	0.0261	0.01888	0.02076	0.17987	0.05035	0.06799
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0.02611	0.09034	0.92915	0.26446	0.50332	0.29968	0.52295	1.51868	0.0	0.47992	0.08355	0.15544	0.01484	1.00566	0.03872	0.74083	0.02643	0.12488	0.52019	0.01678	0.015	0.0545	0.05754	0.12592	0.17833	0.0404	5.76608	0.13886	0.02841	0.14186	0.08848	0.08323	0.0	0.51021	0.08694	0.13683	0.36226	0.0106	0.69572	0.28807	1.70945	0.39687	0.0544	0.13029	0.084	1.12826	0.35598	0.3421	0.06388	3.07462	0.11211	0.02722	0.23965	0.54101	0.35493	0.9329	1.00311	0.21398	0.51166	0.40487	0.47484	0.20249	0.07155	2.76186	0.85016	2.90129	0.06033	0.16037	0.68819	0.20341	0.00845	0.53787	0.12078	10.30056	0.1957	0.33896	0.37764	0.10909	0.28055	1.74708	1.20646	0.23854	0.0	0.25123	0.11528	0.31452	0.17752	0.43298	0.16005	0.33179	0.56327	1.32656
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__GCF_000210035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22213	0.0	0.0	0.0	0.0	0.0	0.0	0.51021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12078	0.0	0.0	0.0	0.0	0.0	0.28055	0.53377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33179	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0.02611	0.09034	0.92915	0.26446	0.50332	0.29968	0.52295	1.51868	0.0	0.47992	0.08355	0.15544	0.01484	1.00566	0.03872	0.74083	0.02643	0.12488	0.52019	0.01678	0.015	0.0545	0.05754	0.12592	0.17833	0.0404	5.54395	0.13886	0.02841	0.14186	0.08848	0.08323	0.0	0.0	0.08694	0.13683	0.36226	0.0106	0.69572	0.28807	1.70945	0.39687	0.0544	0.13029	0.084	1.12826	0.35598	0.3421	0.06388	3.07462	0.11211	0.02722	0.23965	0.54101	0.35493	0.9329	1.00311	0.21398	0.51166	0.40487	0.47484	0.04198	0.07155	2.76186	0.85016	2.90129	0.06033	0.16037	0.68819	0.20341	0.00845	0.53787	0.0	10.30056	0.1957	0.33896	0.37764	0.10909	0.0	1.2133	1.20646	0.23854	0.0	0.25123	0.11528	0.31452	0.17752	0.43298	0.16005	0.0	0.56327	1.32656
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.00366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39696	0.0	0.00252	0.0	0.0	0.0	0.0	7.06347	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	2.80777	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.00863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.00101	0.0	0.0	0.00231	5.72233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32858	0.0	0.0	0.00128	0.0	0.0	0.0	0.00204
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39696	0.0	0.0	0.0	0.0	0.0	0.0	7.06347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.80777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.00863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32858	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39696	0.0	0.0	0.0	0.0	0.0	0.0	7.06347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.80777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.00863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32858	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.00366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.00101	0.0	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.00204
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.01972	1.0343	0.07722	0.16176	0.35253	0.0	0.0	0.0	0.0	0.0	0.01029	0.08433	0.00893	0.32204	0.0	0.0	0.25436	0.0291	1.78423	0.00798	0.02476	0.01907	0.07124	0.11246	0.71355	0.0	1.27426	0.1339	0.0	0.06883	0.12285	0.18238	0.0	0.07331	0.02923	0.06402	0.09622	0.0	0.0	0.0	0.26916	0.46584	0.9207	0.14713	0.04773	0.02735	0.09703	0.47054	0.28247	0.29106	0.05381	0.68918	0.11189	0.01821	0.0	1.64573	0.03701	0.0	0.0	0.24653	0.0	0.04653	0.0	0.11956	0.0	0.14108	0.0291	0.02569	0.20895	0.03669	0.00101	0.01451	0.04487	0.0	0.34797	0.35947	0.69097	0.03076	0.24086	0.26511	2.63717	0.0	0.0	0.36686	0.26814	0.0	0.15796	0.02488	0.93201	0.24561	0.68187	0.72389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.01972	0.01157	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.01311	0.00029	0.04498	0.0	0.00184	0.01165	0.04038	0.04237	0.03481	0.0	0.02361	0.0	0.0	0.0	0.05768	0.01936	0.0	0.06374	0.00867	0.0276	0.00404	0.0	0.0	0.0	0.0	0.00936	0.00733	0.00612	0.0035	0.02735	0.0	0.07629	0.09119	0.12755	0.00147	0.00989	0.04423	0.00035	0.0	0.0415	0.01229	0.0	0.0	0.01058	0.0	0.03074	0.0	0.0	0.0	0.05376	0.0	0.00903	0.10748	0.00661	0.0	0.01451	0.0	0.0	0.01658	0.02002	0.05683	0.00453	0.01155	0.09222	0.0782	0.0	0.0	0.0	0.03311	0.0	0.0276	0.02488	0.0	0.09013	0.04116	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555	0.01972	0.01157	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.01311	0.00029	0.04498	0.0	0.00184	0.01165	0.04038	0.04237	0.03481	0.0	0.02361	0.0	0.0	0.0	0.05768	0.01936	0.0	0.06374	0.00867	0.0276	0.00404	0.0	0.0	0.0	0.0	0.00936	0.00733	0.00612	0.0035	0.02735	0.0	0.07629	0.09119	0.12755	0.00147	0.00989	0.04423	0.00035	0.0	0.0415	0.01229	0.0	0.0	0.01058	0.0	0.03074	0.0	0.0	0.0	0.05376	0.0	0.00903	0.10748	0.00661	0.0	0.01451	0.0	0.0	0.01658	0.02002	0.05683	0.00453	0.01155	0.09222	0.0782	0.0	0.0	0.0	0.03311	0.0	0.0276	0.02488	0.0	0.09013	0.04116	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.0	0.01731	0.03495	0.16176	0.35253	0.0	0.0	0.0	0.0	0.0	0.01029	0.07756	0.00893	0.32204	0.0	0.0	0.01499	0.02881	1.73924	0.00798	0.02292	0.00742	0.03086	0.07009	0.14171	0.0	1.25065	0.1339	0.0	0.06883	0.06517	0.16302	0.0	0.00957	0.02056	0.03642	0.09218	0.0	0.0	0.0	0.26916	0.01079	0.057	0.14101	0.04424	0.0	0.09703	0.00905	0.19129	0.16351	0.05235	0.00499	0.06766	0.01785	0.0	0.31418	0.02471	0.0	0.0	0.02324	0.0	0.01579	0.0	0.11956	0.0	0.08732	0.0291	0.01666	0.10147	0.03008	0.00101	0.0	0.04487	0.0	0.22935	0.09471	0.63414	0.02623	0.22931	0.16431	0.2861	0.0	0.0	0.0	0.23503	0.0	0.02566	0.0	0.93201	0.15548	0.11995	0.72389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875	0.0	0.01731	0.03495	0.16176	0.35253	0.0	0.0	0.0	0.0	0.0	0.01029	0.07756	0.00893	0.32204	0.0	0.0	0.01499	0.02881	1.73924	0.00798	0.02292	0.00742	0.03086	0.07009	0.14171	0.0	1.25065	0.1339	0.0	0.06883	0.06517	0.16302	0.0	0.00957	0.02056	0.03642	0.09218	0.0	0.0	0.0	0.26916	0.01079	0.057	0.14101	0.04424	0.0	0.09703	0.00905	0.19129	0.16351	0.05235	0.00499	0.06766	0.01785	0.0	0.31418	0.02471	0.0	0.0	0.02324	0.0	0.01579	0.0	0.11956	0.0	0.08732	0.0291	0.01666	0.10147	0.03008	0.00101	0.0	0.04487	0.0	0.22935	0.09471	0.63414	0.02623	0.22931	0.16431	0.2861	0.0	0.0	0.0	0.23503	0.0	0.02566	0.0	0.93201	0.15548	0.11995	0.72389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0.0	0.0	0.03217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425	0.0	0.0	0.03217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
