SampleIDs	Bacteroidetes	Firmicutes	Proteobacteria	Actinobacteria	unclassified	Fusobacteria	Verrucomicrobia	Spirochaetes	Lentisphaerae	Elusimicrobia	Synergistetes
1	40.26845637583892	52.26510067114094	0.9228187919463088	0.25167785234899326	6.291946308724833	0.0	0.0	0.0	0.0	0.0	0.0
102	54.36241610738255	42.36577181208054	0.33557046979865773	0.25167785234899326	2.684563758389262	0.0	0.0	0.0	0.0	0.0	0.0
107	31.879194630872483	61.74496644295302	0.0	0.16778523489932887	6.208053691275168	0.0	0.0	0.0	0.0	0.0	0.0
11	50.92281879194631	45.63758389261745	0.16778523489932887	0.16778523489932887	3.104026845637584	0.0	0.0	0.0	0.0	0.0	0.0
113	36.15771812080537	45.80536912751678	1.174496644295302	0.08389261744966443	15.771812080536913	0.0	0.0	0.6711409395973155	0.0	0.33557046979865773	0.0
116	30.11744966442953	63.33892617449665	0.41946308724832215	0.0	6.124161073825504	0.0	0.0	0.0	0.0	0.0	0.0
12	48.65771812080537	41.10738255033557	7.2147651006711415	0.16778523489932887	2.8523489932885906	0.0	0.0	0.0	0.0	0.0	0.0
126	11.996644295302012	74.66442953020133	0.25167785234899326	0.6711409395973155	12.416107382550337	0.0	0.0	0.0	0.0	0.0	0.0
128	60.23489932885906	37.41610738255034	0.7550335570469799	0.5033557046979865	1.0906040268456376	0.0	0.0	0.0	0.0	0.0	0.0
13	0.587248322147651	95.80536912751678	1.929530201342282	0.08389261744966443	1.5939597315436242	0.0	0.0	0.0	0.0	0.0	0.0
14	41.35906040268457	54.11073825503355	1.174496644295302	0.16778523489932887	3.1879194630872485	0.0	0.0	0.0	0.0	0.0	0.0
150	36.66107382550335	57.5503355704698	0.5033557046979865	0.5033557046979865	4.781879194630872	0.0	0.0	0.0	0.0	0.0	0.0
156	1.5100671140939599	93.70805369127517	2.684563758389262	0.33557046979865773	1.761744966442953	0.0	0.0	0.0	0.0	0.0	0.0
157	12.416107382550337	74.24496644295301	0.6711409395973155	1.0906040268456376	11.409395973154362	0.0	0.0	0.0	0.08389261744966443	0.0	0.08389261744966443
162	17.36577181208054	73.48993288590604	0.33557046979865773	0.5033557046979865	8.221476510067115	0.0	0.0	0.0	0.08389261744966443	0.0	0.0
168	16.86241610738255	78.43959731543623	0.6711409395973155	0.7550335570469799	3.271812080536913	0.0	0.0	0.0	0.0	0.0	0.0
169	30.788590604026844	57.130872483221474	4.614093959731544	0.08389261744966443	7.38255033557047	0.0	0.0	0.0	0.0	0.0	0.0
177	46.895973154362416	51.09060402684564	0.25167785234899326	0.6711409395973155	1.0906040268456376	0.0	0.0	0.0	0.0	0.0	0.0
179	22.90268456375839	68.70805369127517	4.614093959731544	0.0	3.1879194630872485	0.0	0.5033557046979865	0.0	0.08389261744966443	0.0	0.0
186	32.29865771812081	62.41610738255034	1.174496644295302	1.174496644295302	2.936241610738255	0.0	0.0	0.0	0.0	0.0	0.0
190	34.56375838926174	62.16442953020134	0.7550335570469799	0.5033557046979865	2.013422818791946	0.0	0.0	0.0	0.0	0.0	0.0
191	7.718120805369128	81.20805369127517	0.16778523489932887	0.7550335570469799	10.06711409395973	0.0	0.08389261744966443	0.0	0.0	0.0	0.0
192	39.42953020134228	44.966442953020135	1.8456375838926176	0.33557046979865773	13.003355704697986	0.0	0.0	0.33557046979865773	0.08389261744966443	0.0	0.0
2	0.25167785234899326	96.64429530201343	0.9228187919463088	0.0	2.1812080536912752	0.0	0.0	0.0	0.0	0.0	0.0
201	29.110738255033556	61.91275167785235	1.4261744966442953	0.08389261744966443	7.130872483221476	0.33557046979865773	0.0	0.0	0.0	0.0	0.0
208	18.456375838926174	79.11073825503355	0.0	0.587248322147651	1.8456375838926176	0.0	0.0	0.0	0.0	0.0	0.0
211	20.385906040268456	62.248322147651	1.761744966442953	0.587248322147651	14.681208053691275	0.0	0.0	0.33557046979865773	0.0	0.0	0.0
212	27.684563758389263	52.18120805369127	1.8456375838926176	1.006711409395973	0.33557046979865773	16.946308724832214	0.0	0.0	0.0	0.0	0.0
