OTU	Size	Taxonomy
Otu000101	2419	Firmicutes
Otu000102	2410	Bacteroidetes
Otu000103	2410	Firmicutes
Otu000104	2408	Bacteroidetes
Otu000105	2404	unclassified
Otu000106	2381	Bacteroidetes
Otu000107	2365	Firmicutes
Otu000108	2359	Firmicutes
Otu000109	2357	Firmicutes
Otu000110	2318	Firmicutes
Otu000111	2287	Firmicutes
Otu000112	2286	Bacteroidetes
Otu000113	2285	Firmicutes
Otu000114	2283	Fusobacteria
Otu000115	2275	Firmicutes
Otu000116	2249	Firmicutes
Otu000117	2237	Firmicutes
Otu000118	2223	Bacteroidetes
Otu000119	2172	Bacteroidetes
Otu000120	2134	Bacteroidetes
Otu000121	2133	Firmicutes
Otu000122	2105	Firmicutes
Otu000123	2103	Firmicutes
Otu000124	2095	Firmicutes
Otu000125	2075	Firmicutes
Otu000126	2072	Firmicutes
Otu000127	2061	Firmicutes
Otu000128	2050	Firmicutes
Otu000129	2042	Firmicutes
Otu000130	2005	Bacteroidetes
Otu000131	1985	Firmicutes
Otu000132	1984	Bacteroidetes
Otu000133	1977	unclassified
Otu000134	1963	Firmicutes
Otu000135	1959	Firmicutes
Otu000136	1958	Firmicutes
Otu000137	1937	Firmicutes
Otu000138	1922	Firmicutes
Otu000139	1921	Bacteroidetes
Otu000140	1914	Bacteroidetes
Otu000141	1913	Bacteroidetes
Otu000142	1872	Bacteroidetes
Otu000143	1871	Firmicutes
Otu000144	1870	Bacteroidetes
Otu000145	1864	Firmicutes
Otu000146	1849	Firmicutes
Otu000147	1831	Firmicutes
Otu000148	1798	Firmicutes
Otu000149	1785	Bacteroidetes
Otu000150	1782	Firmicutes
Otu000151	1751	Firmicutes
Otu000152	1733	Firmicutes
Otu000153	1723	Bacteroidetes
Otu000154	1709	Firmicutes
Otu000155	1690	Firmicutes
Otu000156	1688	Firmicutes
Otu000157	1660	Proteobacteria
Otu000158	1646	Firmicutes
Otu000159	1643	Firmicutes
Otu000160	1634	Firmicutes
Otu000161	1632	Firmicutes
Otu000162	1624	Firmicutes
Otu000163	1623	Firmicutes
Otu000164	1614	Firmicutes
Otu000165	1585	Firmicutes
Otu000166	1547	Firmicutes
Otu000167	1543	Firmicutes
Otu000168	1543	Firmicutes
Otu000169	1536	Firmicutes
Otu000170	1534	Firmicutes
Otu000171	1522	Firmicutes
Otu000172	1515	Firmicutes
Otu000173	1476	Firmicutes
Otu000174	1459	Firmicutes
Otu000175	1446	Bacteroidetes
Otu000176	1413	Firmicutes
Otu000177	1395	Firmicutes
Otu000178	1390	Firmicutes
Otu000179	1386	Bacteroidetes
Otu000180	1376	Firmicutes
Otu000181	1374	Bacteroidetes
Otu000182	1353	Actinobacteria
Otu000183	1350	Firmicutes
Otu000184	1334	Firmicutes
Otu000185	1315	Bacteroidetes
Otu000186	1306	Firmicutes
Otu000187	1285	Firmicutes
Otu000188	1264	Firmicutes
Otu000189	1258	Firmicutes
Otu000190	1242	Firmicutes
Otu000191	1237	Firmicutes
Otu000192	1234	Firmicutes
Otu000193	1221	Firmicutes
Otu000194	1215	Firmicutes
Otu000195	1214	Bacteroidetes
Otu000196	1212	Bacteroidetes
Otu000197	1209	Firmicutes
Otu000198	1207	Firmicutes
Otu000199	1207	Firmicutes
Otu000200	1206	Firmicutes
Otu000201	1172	Firmicutes
Otu000202	1169	Bacteroidetes
Otu000203	1169	Firmicutes
Otu000204	1166	Firmicutes
Otu000205	1163	Firmicutes
Otu000206	1158	Firmicutes
Otu000207	1151	Firmicutes
Otu000208	1149	Bacteroidetes
Otu000209	1130	Firmicutes
Otu000210	1127	Firmicutes
Otu000211	1123	Firmicutes
Otu000212	1121	unclassified
Otu000213	1116	Firmicutes
Otu000214	1111	unclassified
Otu000215	1110	Fusobacteria
Otu000216	1106	Firmicutes
Otu000217	1105	unclassified
Otu000218	1096	Firmicutes
Otu000219	1080	Bacteroidetes
Otu000220	1075	Firmicutes
Otu000221	1074	Firmicutes
Otu000222	1073	Firmicutes
Otu000223	1072	Firmicutes
Otu000224	1069	Firmicutes
Otu000225	1066	Firmicutes
Otu000226	1065	Firmicutes
Otu000227	1059	Firmicutes
Otu000228	1056	Fusobacteria
Otu000229	1056	Firmicutes
Otu000230	1052	Firmicutes
Otu000231	1049	Bacteroidetes
Otu000232	1046	unclassified
Otu000233	1046	Firmicutes
Otu000234	1044	Firmicutes
Otu000235	1044	unclassified
Otu000236	1042	Firmicutes
Otu000237	1041	Firmicutes
Otu000238	1040	Firmicutes
Otu000239	1037	Firmicutes
Otu000240	1036	unclassified
Otu000241	1033	unclassified
Otu000242	1031	Bacteroidetes
Otu000243	1026	Firmicutes
Otu000244	1024	Firmicutes
Otu000245	1021	Firmicutes
Otu000246	1015	Firmicutes
Otu000247	1014	Firmicutes
Otu000248	1012	Bacteroidetes
Otu000249	1009	Firmicutes
Otu000250	1004	Firmicutes
Otu000251	1000	Firmicutes
Otu000252	1000	Firmicutes
Otu000253	1000	Firmicutes
Otu000254	996	Firmicutes
Otu000255	991	Firmicutes
Otu000256	976	Firmicutes
Otu000257	973	Actinobacteria
Otu000258	966	Firmicutes
Otu000259	965	Firmicutes
Otu000260	962	Firmicutes
Otu000261	958	Bacteroidetes
Otu000262	956	Firmicutes
Otu000263	952	Firmicutes
Otu000264	951	Bacteroidetes
Otu000265	947	Firmicutes
Otu000266	944	Firmicutes
Otu000267	944	Firmicutes
Otu000268	941	Firmicutes
Otu000269	937	Firmicutes
Otu000270	936	Firmicutes
Otu000271	935	Fusobacteria
Otu000272	933	Firmicutes
Otu000273	931	Firmicutes
Otu000274	928	unclassified
Otu000275	928	Firmicutes
Otu000276	919	Firmicutes
Otu000277	918	Bacteroidetes
Otu000278	915	Firmicutes
Otu000279	912	Firmicutes
Otu000280	901	Firmicutes
Otu000281	900	Firmicutes
Otu000282	897	Bacteroidetes
Otu000283	896	Firmicutes
Otu000284	892	Firmicutes
Otu000285	889	Firmicutes
Otu000286	888	Firmicutes
Otu000287	885	Firmicutes
Otu000288	885	Firmicutes
Otu000289	885	Firmicutes
Otu000290	885	Firmicutes
Otu000291	876	Firmicutes
Otu000292	873	Firmicutes
Otu000293	871	Proteobacteria
Otu000294	869	Firmicutes
Otu000295	869	Bacteroidetes
Otu000296	868	Bacteroidetes
Otu000297	864	Bacteroidetes
Otu000298	859	Firmicutes
Otu000299	859	Firmicutes
Otu000300	856	Firmicutes
Otu000301	854	Firmicutes
Otu000302	853	Bacteroidetes
Otu000303	850	Proteobacteria
Otu000304	849	Firmicutes
Otu000305	848	Firmicutes
Otu000306	846	Firmicutes
Otu000307	844	Firmicutes
Otu000308	840	Firmicutes
Otu000309	839	Bacteroidetes
Otu000310	835	Firmicutes
Otu000311	833	Firmicutes
Otu000312	826	Bacteroidetes
Otu000313	824	Firmicutes
Otu000314	823	unclassified
Otu000315	819	Firmicutes
Otu000316	819	Firmicutes
Otu000317	814	Firmicutes
Otu000318	814	Firmicutes
Otu000319	812	unclassified
Otu000320	807	Firmicutes
Otu000321	803	Firmicutes
Otu000322	801	Firmicutes
Otu000323	801	Firmicutes
Otu000324	799	Firmicutes
Otu000325	798	Firmicutes
Otu000326	795	Firmicutes
Otu000327	793	Firmicutes
Otu000328	789	Bacteroidetes
Otu000329	788	unclassified
Otu000330	784	Firmicutes
Otu000331	781	Firmicutes
Otu000332	781	Bacteroidetes
Otu000333	779	Firmicutes
Otu000334	776	Firmicutes
Otu000335	775	Firmicutes
Otu000336	774	Firmicutes
Otu000337	773	Firmicutes
Otu000338	772	Firmicutes
Otu000339	771	Firmicutes
Otu000340	770	Firmicutes
Otu000341	770	Firmicutes
Otu000342	769	Firmicutes
Otu000343	766	Firmicutes
Otu000344	765	Firmicutes
Otu000345	763	Firmicutes
Otu000346	763	Firmicutes
Otu000347	760	Firmicutes
Otu000348	759	Firmicutes
Otu000349	759	Firmicutes
Otu000350	759	Firmicutes
Otu000351	756	Firmicutes
Otu000352	755	Firmicutes
Otu000353	752	Firmicutes
Otu000354	752	Firmicutes
Otu000355	744	Firmicutes
Otu000356	740	Firmicutes
Otu000357	739	Firmicutes
Otu000358	736	Firmicutes
Otu000359	736	Firmicutes
Otu000360	736	Firmicutes
Otu000361	734	Firmicutes
Otu000362	731	Firmicutes
Otu000363	728	unclassified
Otu000364	727	Firmicutes
Otu000365	726	Firmicutes
Otu000366	726	Firmicutes
Otu000367	724	Firmicutes
Otu000368	719	unclassified
Otu000369	718	Actinobacteria
Otu000370	714	Firmicutes
Otu000371	714	Firmicutes
Otu000372	713	Bacteroidetes
Otu000373	713	Firmicutes
Otu000374	712	Firmicutes
Otu000375	712	Firmicutes
Otu000376	711	Firmicutes
Otu000377	710	unclassified
Otu000378	707	Firmicutes
Otu000379	706	Firmicutes
Otu000380	704	Firmicutes
Otu000381	701	Firmicutes
Otu000382	701	Firmicutes
Otu000383	697	Firmicutes
Otu000384	694	Firmicutes
Otu000385	693	Firmicutes
Otu000386	689	Proteobacteria
Otu000387	689	unclassified
Otu000388	689	Firmicutes
Otu000389	687	Firmicutes
Otu000390	687	Firmicutes
Otu000391	683	Firmicutes
Otu000392	679	Firmicutes
Otu000393	678	Firmicutes
Otu000394	676	Firmicutes
Otu000395	675	Firmicutes
Otu000396	675	unclassified
Otu000397	674	Firmicutes
Otu000398	673	Firmicutes
Otu000399	671	Firmicutes
Otu000400	670	Firmicutes
Otu000401	669	Firmicutes
Otu000402	669	Firmicutes
Otu000403	669	Firmicutes
Otu000404	665	Firmicutes
Otu000405	664	Firmicutes
Otu000406	663	Firmicutes
Otu000407	663	Firmicutes
Otu000408	662	Firmicutes
Otu000409	662	Firmicutes
Otu000410	661	Firmicutes
Otu000411	660	Firmicutes
Otu000412	657	Firmicutes
Otu000413	657	Firmicutes
Otu000414	656	Firmicutes
Otu000415	654	Firmicutes
Otu000416	654	Firmicutes
Otu000417	653	unclassified
Otu000418	649	Firmicutes
Otu000419	648	Firmicutes
Otu000420	648	Firmicutes
Otu000421	645	Bacteroidetes
Otu000422	645	Bacteroidetes
Otu000423	642	Firmicutes
Otu000424	641	Proteobacteria
Otu000425	637	Firmicutes
Otu000426	636	Firmicutes
Otu000427	636	Firmicutes
Otu000428	635	Bacteroidetes
Otu000429	632	Bacteroidetes
Otu000430	626	Bacteroidetes
Otu000431	625	Firmicutes
Otu000432	623	Firmicutes
Otu000433	623	Bacteroidetes
Otu000434	622	Firmicutes
Otu000435	621	Firmicutes
Otu000436	621	Firmicutes
Otu000437	619	Bacteroidetes
Otu000438	618	Firmicutes
Otu000439	616	Firmicutes
Otu000440	615	Firmicutes
Otu000441	615	Firmicutes
Otu000442	614	Bacteroidetes
Otu000443	609	unclassified
Otu000444	608	Firmicutes
Otu000445	605	Firmicutes
Otu000446	602	Bacteroidetes
Otu000447	601	unclassified
Otu000448	599	Firmicutes
Otu000449	599	Firmicutes
Otu000450	598	Firmicutes
Otu000451	595	Firmicutes
Otu000452	595	Firmicutes
Otu000453	595	Firmicutes
Otu000454	595	Firmicutes
Otu000455	592	Firmicutes
Otu000456	591	Firmicutes
Otu000457	590	Firmicutes
Otu000458	590	Firmicutes
Otu000459	589	Firmicutes
Otu000460	589	Firmicutes
Otu000461	588	Firmicutes
Otu000462	585	Firmicutes
Otu000463	583	Bacteroidetes
Otu000464	582	Firmicutes
Otu000465	581	Firmicutes
Otu000466	581	Firmicutes
Otu000467	579	Bacteroidetes
Otu000468	578	Firmicutes
Otu000469	578	Firmicutes
Otu000470	574	Firmicutes
Otu000471	573	Firmicutes
Otu000472	573	Firmicutes
Otu000473	573	Firmicutes
Otu000474	571	Firmicutes
Otu000475	569	Firmicutes
Otu000476	569	Firmicutes
Otu000477	569	Firmicutes
Otu000478	565	Firmicutes
Otu000479	565	Firmicutes
Otu000480	564	Firmicutes
Otu000481	561	Firmicutes
Otu000482	560	Firmicutes
Otu000483	560	Firmicutes
Otu000484	557	Proteobacteria
Otu000485	557	Firmicutes
Otu000486	557	Firmicutes
Otu000487	556	Firmicutes
Otu000488	556	unclassified
Otu000489	555	Bacteroidetes
Otu000490	554	Firmicutes
Otu000491	554	Firmicutes
Otu000492	554	Firmicutes
Otu000493	548	Firmicutes
Otu000494	545	Firmicutes
Otu000495	543	Firmicutes
Otu000496	543	Firmicutes
Otu000497	543	Bacteroidetes
Otu000498	542	Bacteroidetes
Otu000499	542	Firmicutes
Otu000500	541	Firmicutes
Otu000501	541	Firmicutes
Otu000502	537	unclassified
Otu000503	537	Proteobacteria
Otu000504	535	Firmicutes
Otu000505	533	Firmicutes
Otu000506	533	Firmicutes
Otu000507	532	Firmicutes
Otu000508	531	Firmicutes
Otu000509	531	Firmicutes
Otu000510	531	Firmicutes
Otu000511	530	Firmicutes
Otu000512	530	Firmicutes
Otu000513	530	Firmicutes
Otu000514	530	Firmicutes
Otu000515	528	Bacteroidetes
Otu000516	527	unclassified
Otu000517	526	Firmicutes
Otu000518	524	Bacteroidetes
Otu000519	523	Bacteroidetes
Otu000520	521	Firmicutes
Otu000521	521	Bacteroidetes
Otu000522	521	Actinobacteria
Otu000523	520	Bacteroidetes
Otu000524	518	Firmicutes
Otu000525	518	Bacteroidetes
Otu000526	516	Firmicutes
Otu000527	516	Firmicutes
Otu000528	515	Firmicutes
Otu000529	515	unclassified
Otu000530	515	Proteobacteria
Otu000531	513	unclassified
Otu000532	511	Firmicutes
Otu000533	511	Firmicutes
Otu000534	510	Firmicutes
Otu000535	510	Firmicutes
Otu000536	509	Firmicutes
Otu000537	505	Firmicutes
Otu000538	504	Firmicutes
Otu000539	504	Firmicutes
Otu000540	503	Firmicutes
Otu000541	502	Bacteroidetes
Otu000542	502	Firmicutes
Otu000543	502	Firmicutes
Otu000544	502	Firmicutes
Otu000545	498	Bacteroidetes
Otu000546	498	Bacteroidetes
Otu000547	497	Bacteroidetes
Otu000548	496	Proteobacteria
Otu000549	494	Firmicutes
Otu000550	494	Proteobacteria
Otu000551	491	Firmicutes
Otu000552	491	Firmicutes
Otu000553	491	Bacteroidetes
Otu000554	489	Firmicutes
Otu000555	488	Firmicutes
Otu000556	488	Firmicutes
Otu000557	487	Bacteroidetes
Otu000558	487	Firmicutes
Otu000559	487	Bacteroidetes
Otu000560	486	Firmicutes
Otu000561	486	Bacteroidetes
Otu000562	485	Bacteroidetes
Otu000563	485	Firmicutes
Otu000564	484	unclassified
Otu000565	484	Firmicutes
Otu000566	484	Firmicutes
Otu000567	484	Bacteroidetes
Otu000568	483	Bacteroidetes
Otu000569	483	Firmicutes
Otu000570	481	Bacteroidetes
Otu000571	481	Firmicutes
Otu000572	480	Firmicutes
Otu000573	479	Bacteroidetes
Otu000574	478	unclassified
Otu000575	477	Firmicutes
Otu000576	477	Proteobacteria
Otu000577	475	Bacteroidetes
Otu000578	475	Firmicutes
Otu000579	474	Bacteroidetes
Otu000580	474	Firmicutes
Otu000581	472	unclassified
Otu000582	472	Firmicutes
Otu000583	470	Firmicutes
Otu000584	469	unclassified
Otu000585	468	Firmicutes
Otu000586	468	Bacteroidetes
Otu000587	468	unclassified
Otu000588	467	Firmicutes
Otu000589	466	Firmicutes
Otu000590	465	Firmicutes
Otu000591	465	Firmicutes
Otu000592	465	Bacteroidetes
Otu000593	464	unclassified
Otu000594	464	unclassified
Otu000595	463	Firmicutes
Otu000596	463	Firmicutes
Otu000597	463	Bacteroidetes
Otu000598	463	Firmicutes
Otu000599	462	Firmicutes
Otu000600	461	Firmicutes
Otu000601	460	unclassified
Otu000602	460	Firmicutes
Otu000603	459	Firmicutes
Otu000604	458	Firmicutes
Otu000605	457	Firmicutes
Otu000606	456	Firmicutes
Otu000607	456	Firmicutes
Otu000608	454	Firmicutes
Otu000609	453	Firmicutes
Otu000610	453	Firmicutes
Otu000611	453	Firmicutes
Otu000612	452	Firmicutes
Otu000613	452	Firmicutes
Otu000614	451	unclassified
Otu000615	448	Bacteroidetes
Otu000616	448	Firmicutes
Otu000617	447	Firmicutes
Otu000618	446	Firmicutes
Otu000619	444	Firmicutes
Otu000620	443	unclassified
Otu000621	443	Firmicutes
Otu000622	441	Firmicutes
Otu000623	441	Firmicutes
Otu000624	441	Firmicutes
Otu000625	440	Firmicutes
Otu000626	439	Bacteroidetes
Otu000627	438	Firmicutes
Otu000628	438	Firmicutes
Otu000629	438	Firmicutes
Otu000630	437	Firmicutes
Otu000631	437	Firmicutes
Otu000632	437	Firmicutes
Otu000633	436	Firmicutes
Otu000634	436	Firmicutes
Otu000635	433	Firmicutes
Otu000636	431	Firmicutes
Otu000637	430	Firmicutes
Otu000638	430	unclassified
Otu000639	430	Firmicutes
Otu000640	427	Bacteroidetes
Otu000641	427	Bacteroidetes
Otu000642	425	Firmicutes
Otu000643	425	Bacteroidetes
Otu000644	424	unclassified
Otu000645	424	Firmicutes
Otu000646	422	Firmicutes
Otu000647	421	Firmicutes
Otu000648	421	Firmicutes
Otu000649	419	Firmicutes
Otu000650	419	Firmicutes
Otu000651	418	Firmicutes
Otu000652	418	Firmicutes
Otu000653	417	Firmicutes
Otu000654	416	Bacteroidetes
Otu000655	413	Firmicutes
Otu000656	413	Firmicutes
Otu000657	412	Firmicutes
Otu000658	412	Firmicutes
Otu000659	409	Firmicutes
Otu000660	409	Firmicutes
Otu000661	406	Firmicutes
Otu000662	406	unclassified
Otu000663	406	Firmicutes
Otu000664	405	Fusobacteria
Otu000665	403	Firmicutes
Otu000666	403	Bacteroidetes
Otu000667	402	Firmicutes
Otu000668	400	Firmicutes
Otu000669	397	Firmicutes
Otu000670	396	Bacteroidetes
Otu000671	396	Bacteroidetes
Otu000672	395	Bacteroidetes
Otu000673	393	Firmicutes
Otu000674	393	unclassified
Otu000675	392	Firmicutes
Otu000676	391	Firmicutes
Otu000677	391	Firmicutes
Otu000678	390	Firmicutes
Otu000679	390	Bacteroidetes
Otu000680	390	Firmicutes
Otu000681	388	Firmicutes
Otu000682	387	Firmicutes
Otu000683	387	unclassified
Otu000684	387	unclassified
Otu000685	387	Firmicutes
Otu000686	386	Firmicutes
Otu000687	386	Firmicutes
Otu000688	385	Firmicutes
Otu000689	385	Firmicutes
Otu000690	384	Bacteroidetes
Otu000691	383	Firmicutes
Otu000692	383	unclassified
Otu000693	381	Firmicutes
Otu000694	381	Firmicutes
Otu000695	380	Firmicutes
Otu000696	379	Firmicutes
Otu000697	379	Firmicutes
Otu000698	378	Firmicutes
Otu000699	377	Firmicutes
Otu000700	377	Firmicutes
Otu000701	377	unclassified
Otu000702	375	Firmicutes
Otu000703	374	Firmicutes
Otu000704	374	Firmicutes
Otu000705	374	Firmicutes
Otu000706	374	Firmicutes
Otu000707	374	Firmicutes
Otu000708	373	Bacteroidetes
Otu000709	372	Firmicutes
Otu000710	372	Firmicutes
Otu000711	371	Firmicutes
Otu000712	370	Firmicutes
Otu000713	368	Bacteroidetes
Otu000714	368	Firmicutes
Otu000715	367	Firmicutes
Otu000716	366	Firmicutes
Otu000717	365	Firmicutes
Otu000718	364	Firmicutes
Otu000719	364	Firmicutes
Otu000720	364	Firmicutes
Otu000721	361	Firmicutes
Otu000722	361	unclassified
Otu000723	359	Firmicutes
Otu000724	359	Bacteroidetes
Otu000725	358	Firmicutes
Otu000726	358	Firmicutes
Otu000727	357	Firmicutes
Otu000728	356	Firmicutes
Otu000729	356	Firmicutes
Otu000730	356	Firmicutes
Otu000731	356	Firmicutes
Otu000732	356	Firmicutes
Otu000733	355	Firmicutes
Otu000734	355	Firmicutes
Otu000735	355	Firmicutes
Otu000736	354	Firmicutes
Otu000737	354	Bacteroidetes
Otu000738	354	Firmicutes
Otu000739	354	Firmicutes
Otu000740	353	Firmicutes
Otu000741	352	Firmicutes
Otu000742	352	Bacteroidetes
Otu000743	352	Firmicutes
Otu000744	352	Firmicutes
Otu000745	351	Firmicutes
Otu000746	349	unclassified
Otu000747	349	Firmicutes
Otu000748	348	Firmicutes
Otu000749	348	Firmicutes
Otu000750	348	Bacteroidetes
Otu000751	348	Firmicutes
Otu000752	347	Firmicutes
Otu000753	347	unclassified
Otu000754	347	Firmicutes
Otu000755	346	Firmicutes
Otu000756	345	Firmicutes
Otu000757	343	Firmicutes
Otu000758	343	Firmicutes
Otu000759	342	Firmicutes
Otu000760	342	unclassified
Otu000761	342	Bacteroidetes
Otu000762	341	Firmicutes
Otu000763	340	Firmicutes
Otu000764	340	Firmicutes
Otu000765	339	Firmicutes
Otu000766	339	Firmicutes
Otu000767	339	Bacteroidetes
Otu000768	337	Firmicutes
Otu000769	336	Firmicutes
Otu000770	335	Firmicutes
Otu000771	335	Firmicutes
Otu000772	335	Firmicutes
Otu000773	334	Proteobacteria
Otu000774	333	Bacteroidetes
Otu000775	333	Firmicutes
Otu000776	332	Firmicutes
Otu000777	332	Firmicutes
Otu000778	331	Bacteroidetes
Otu000779	331	Firmicutes
Otu000780	331	Firmicutes
Otu000781	330	Firmicutes
Otu000782	329	unclassified
Otu000783	329	Firmicutes
Otu000784	328	Bacteroidetes
Otu000785	328	Bacteroidetes
Otu000786	327	Bacteroidetes
Otu000787	326	unclassified
Otu000788	326	Actinobacteria
Otu000789	326	Firmicutes
Otu000790	324	Firmicutes
Otu000791	324	unclassified
Otu000792	323	Firmicutes
Otu000793	323	Firmicutes
Otu000794	323	unclassified
Otu000795	321	Firmicutes
Otu000796	319	Bacteroidetes
Otu000797	318	Firmicutes
Otu000798	318	Firmicutes
Otu000799	318	unclassified
Otu000800	318	Firmicutes
Otu000801	318	Bacteroidetes
Otu000802	317	unclassified
Otu000803	317	Firmicutes
Otu000804	315	Firmicutes
Otu000805	315	Firmicutes
Otu000806	315	Bacteroidetes
Otu000807	314	Firmicutes
Otu000808	313	Firmicutes
Otu000809	313	Firmicutes
Otu000810	313	Bacteroidetes
Otu000811	312	Firmicutes
Otu000812	312	unclassified
Otu000813	311	Firmicutes
Otu000814	311	Firmicutes
Otu000815	311	Firmicutes
Otu000816	311	Firmicutes
Otu000817	311	Firmicutes
Otu000818	310	Bacteroidetes
Otu000819	310	Firmicutes
Otu000820	310	Firmicutes
Otu000821	310	unclassified
Otu000822	309	Bacteroidetes
Otu000823	309	Firmicutes
Otu000824	309	Firmicutes
Otu000825	309	Firmicutes
Otu000826	308	Firmicutes
Otu000827	308	Bacteroidetes
Otu000828	308	Firmicutes
Otu000829	308	Firmicutes
Otu000830	307	Firmicutes
Otu000831	307	Bacteroidetes
Otu000832	306	unclassified
Otu000833	306	Firmicutes
Otu000834	306	Firmicutes
Otu000835	305	Firmicutes
Otu000836	305	Firmicutes
Otu000837	305	Firmicutes
Otu000838	305	Firmicutes
Otu000839	304	Firmicutes
Otu000840	304	Firmicutes
Otu000841	303	Firmicutes
Otu000842	303	Firmicutes
Otu000843	303	Firmicutes
Otu000844	300	Firmicutes
Otu000845	300	Firmicutes
Otu000846	300	Firmicutes
Otu000847	299	Firmicutes
Otu000848	299	Bacteroidetes
Otu000849	299	Firmicutes
Otu000850	299	Firmicutes
Otu000851	299	Firmicutes
Otu000852	299	Bacteroidetes
Otu000853	299	unclassified
Otu000854	298	Firmicutes
Otu000855	298	Firmicutes
Otu000856	298	Firmicutes
Otu000857	298	Firmicutes
Otu000858	298	Bacteroidetes
Otu000859	297	Firmicutes
Otu000860	297	unclassified
Otu000861	297	unclassified
Otu000862	297	Proteobacteria
Otu000863	297	Firmicutes
Otu000864	297	unclassified
Otu000865	296	Bacteroidetes
Otu000866	296	Firmicutes
Otu000867	295	unclassified
Otu000868	295	Bacteroidetes
Otu000869	295	Firmicutes
Otu000870	295	Firmicutes
Otu000871	295	Firmicutes
Otu000872	295	unclassified
Otu000873	294	Firmicutes
Otu000874	293	Firmicutes
Otu000875	293	Firmicutes
Otu000876	293	Firmicutes
Otu000877	293	Bacteroidetes
Otu000878	292	Firmicutes
Otu000879	292	Firmicutes
Otu000880	292	Firmicutes
Otu000881	291	Bacteroidetes
Otu000882	291	Bacteroidetes
Otu000883	291	Firmicutes
Otu000884	290	Firmicutes
Otu000885	290	Firmicutes
Otu000886	290	Firmicutes
Otu000887	290	Bacteroidetes
Otu000888	289	Firmicutes
Otu000889	289	Bacteroidetes
Otu000890	289	Firmicutes
Otu000891	289	Firmicutes
Otu000892	288	Bacteroidetes
Otu000893	288	Firmicutes
Otu000894	288	Firmicutes
Otu000895	288	Firmicutes
Otu000896	288	Firmicutes
Otu000897	288	Firmicutes
Otu000898	287	Firmicutes
Otu000899	286	unclassified
Otu000900	286	Firmicutes
