OTU	Size	Taxonomy
Otu00227	91	unclassified
Otu00228	91	Firmicutes
Otu00229	90	Proteobacteria
Otu00230	90	unclassified
Otu00231	89	unclassified
Otu00232	89	Bacteroidetes
Otu00233	88	Firmicutes
Otu00234	88	Proteobacteria
Otu00235	86	Bacteroidetes
Otu00236	86	unclassified
Otu00237	84	Firmicutes
Otu00238	84	Firmicutes
Otu00239	84	Actinobacteria
Otu00240	82	Firmicutes
Otu00241	80	Firmicutes
Otu00242	78	unclassified
Otu00243	78	Proteobacteria
Otu00244	77	Firmicutes
Otu00245	77	Firmicutes
Otu00246	76	Firmicutes
Otu00247	75	Lentisphaerae
Otu00248	75	unclassified
Otu00249	75	Bacteroidetes
Otu00250	74	Firmicutes
Otu00251	73	Bacteroidetes
Otu00252	73	Firmicutes
Otu00253	71	Firmicutes
Otu00254	71	Firmicutes
Otu00255	70	unclassified
Otu00256	70	Firmicutes
Otu00257	69	Firmicutes
Otu00258	68	Firmicutes
Otu00259	68	Firmicutes
Otu00260	67	unclassified
Otu00261	67	Firmicutes
Otu00262	67	Firmicutes
Otu00263	67	Firmicutes
Otu00264	67	Firmicutes
Otu00265	66	Firmicutes
Otu00266	66	Bacteroidetes
Otu00267	65	unclassified
Otu00268	65	Firmicutes
Otu00269	65	unclassified
Otu00270	64	Firmicutes
Otu00271	64	unclassified
Otu00272	64	unclassified
Otu00273	63	Bacteroidetes
Otu00274	63	Firmicutes
Otu00275	63	Firmicutes
Otu00276	62	unclassified
Otu00277	61	Bacteroidetes
Otu00278	61	unclassified
Otu00279	61	Actinobacteria
Otu00280	61	Firmicutes
Otu00281	60	Firmicutes
Otu00282	59	unclassified
Otu00283	59	Firmicutes
Otu00284	58	Bacteroidetes
Otu00285	58	Proteobacteria
Otu00286	57	unclassified
Otu00287	57	Proteobacteria
Otu00288	57	Actinobacteria
Otu00289	57	unclassified
Otu00290	57	Bacteroidetes
Otu00291	56	Firmicutes
Otu00292	56	Firmicutes
Otu00293	54	Firmicutes
Otu00294	54	Bacteroidetes
Otu00295	54	Actinobacteria
Otu00296	54	Firmicutes
Otu00297	54	Firmicutes
Otu00298	54	Firmicutes
Otu00299	54	Firmicutes
Otu00300	53	Firmicutes
Otu00301	53	Firmicutes
Otu00302	53	Firmicutes
Otu00303	53	Firmicutes
Otu00304	53	Firmicutes
Otu00305	53	Firmicutes
Otu00306	53	Firmicutes
Otu00307	52	Firmicutes
Otu00308	52	Firmicutes
Otu00309	52	unclassified
Otu00310	51	Firmicutes
Otu00311	51	Firmicutes
Otu00312	51	Firmicutes
Otu00313	51	Firmicutes
Otu00314	51	Bacteroidetes
Otu00315	51	unclassified
Otu00316	50	Firmicutes
Otu00317	50	unclassified
Otu00318	50	unclassified
Otu00319	50	Bacteroidetes
Otu00320	49	Firmicutes
Otu00321	49	Bacteroidetes
Otu00322	49	Bacteroidetes
Otu00323	49	Bacteroidetes
Otu00324	48	Bacteroidetes
Otu00325	47	unclassified
Otu00326	47	Bacteroidetes
Otu00327	47	Bacteroidetes
Otu00328	47	Firmicutes
Otu00329	47	Bacteroidetes
Otu00330	47	Firmicutes
Otu00331	47	Firmicutes
Otu00332	47	Firmicutes
Otu00333	46	Bacteroidetes
Otu00334	46	Proteobacteria
Otu00335	45	Bacteroidetes
Otu00336	44	Firmicutes
Otu00337	44	unclassified
Otu00338	44	unclassified
Otu00339	44	Firmicutes
Otu00340	44	Firmicutes
Otu00341	44	Firmicutes
Otu00342	43	Firmicutes
Otu00343	43	unclassified
Otu00344	42	Firmicutes
Otu00345	42	unclassified
Otu00346	42	Firmicutes
Otu00347	42	Firmicutes
Otu00348	42	Firmicutes
Otu00349	42	Bacteroidetes
Otu00350	42	Firmicutes
Otu00351	42	Firmicutes
Otu00352	41	unclassified
Otu00353	41	unclassified
Otu00354	41	Bacteroidetes
Otu00355	40	Firmicutes
Otu00356	40	Firmicutes
Otu00357	40	Firmicutes
Otu00358	40	Firmicutes
Otu00359	39	Firmicutes
Otu00360	39	unclassified
Otu00361	39	unclassified
Otu00362	39	Bacteroidetes
Otu00363	39	Synergistetes
Otu00364	39	Actinobacteria
Otu00365	38	Firmicutes
Otu00366	38	Firmicutes
Otu00367	37	unclassified
Otu00368	37	Proteobacteria
Otu00369	37	Firmicutes
Otu00370	36	Bacteroidetes
Otu00371	36	Proteobacteria
Otu00372	36	unclassified
Otu00373	36	unclassified
Otu00374	35	Firmicutes
Otu00375	35	Firmicutes
Otu00376	35	Firmicutes
Otu00378	34	unclassified
Otu00379	34	Bacteroidetes
Otu00380	34	Firmicutes
Otu00381	33	Firmicutes
Otu00382	33	Firmicutes
Otu00383	33	Firmicutes
Otu00384	33	unclassified
Otu00385	33	Bacteroidetes
Otu00386	32	unclassified
Otu00387	32	Bacteroidetes
Otu00388	32	Firmicutes
Otu00389	32	Bacteroidetes
Otu00390	32	Bacteroidetes
Otu00391	32	unclassified
Otu00392	32	Verrucomicrobia
Otu00393	32	Firmicutes
Otu00394	32	Firmicutes
Otu00395	31	unclassified
Otu00396	31	Firmicutes
Otu00397	31	unclassified
Otu00398	31	Firmicutes
Otu00399	31	Proteobacteria
Otu00400	31	Firmicutes
Otu00401	31	Firmicutes
Otu00402	31	Firmicutes
Otu00403	31	Proteobacteria
Otu00404	31	Firmicutes
Otu00405	30	Firmicutes
Otu00406	30	Firmicutes
Otu00407	30	Firmicutes
Otu00408	30	Bacteroidetes
Otu00409	30	unclassified
Otu00410	29	Bacteroidetes
Otu00411	29	Bacteroidetes
Otu00412	29	Firmicutes
Otu00413	29	Actinobacteria
Otu00414	29	unclassified
Otu00415	28	unclassified
Otu00416	28	Actinobacteria
Otu00417	28	unclassified
Otu00418	28	unclassified
Otu00419	28	Firmicutes
Otu00420	28	unclassified
Otu00421	28	Lentisphaerae
Otu00422	28	unclassified
Otu00423	27	unclassified
Otu00424	27	unclassified
Otu00425	27	Firmicutes
Otu00426	27	unclassified
Otu00427	27	Synergistetes
Otu00428	27	Firmicutes
Otu00429	26	Firmicutes
Otu00430	26	Firmicutes
Otu00431	26	Firmicutes
Otu00432	26	Bacteroidetes
Otu00433	26	Firmicutes
Otu00434	26	Firmicutes
Otu00435	26	Firmicutes
Otu00436	26	Bacteroidetes
Otu00437	25	Firmicutes
Otu00438	25	unclassified
Otu00439	25	unclassified
Otu00440	25	Bacteroidetes
Otu00441	24	Actinobacteria
Otu00442	24	Bacteroidetes
Otu00443	24	Firmicutes
Otu00444	24	unclassified
Otu00445	24	unclassified
Otu00446	24	Synergistetes
Otu00447	24	Bacteroidetes
Otu00448	24	Firmicutes
Otu00449	24	Actinobacteria
Otu00450	23	Bacteroidetes
Otu00451	23	unclassified
Otu00452	23	Firmicutes
Otu00453	23	unclassified
Otu00454	23	unclassified
Otu00455	23	Proteobacteria
Otu00456	23	Firmicutes
Otu00457	23	Bacteroidetes
Otu00458	23	unclassified
Otu00459	23	Firmicutes
Otu00460	23	Firmicutes
Otu00461	22	Firmicutes
Otu00462	22	unclassified
Otu00463	22	Firmicutes
Otu00464	22	Firmicutes
Otu00465	22	Firmicutes
Otu00466	22	unclassified
Otu00467	22	Firmicutes
Otu00468	22	unclassified
Otu00469	22	Bacteroidetes
Otu00470	22	Actinobacteria
Otu00471	22	Firmicutes
Otu00472	22	Bacteroidetes
Otu00473	22	Firmicutes
Otu00474	21	Firmicutes
Otu00475	21	Firmicutes
Otu00476	21	unclassified
Otu00477	21	unclassified
Otu00478	21	Actinobacteria
Otu00480	21	unclassified
Otu00481	21	unclassified
Otu00482	21	Elusimicrobia
Otu00483	21	Firmicutes
Otu00484	21	Firmicutes
Otu00485	21	Bacteroidetes
Otu00486	21	Bacteroidetes
Otu00487	20	Firmicutes
Otu00488	20	Firmicutes
Otu00489	20	Proteobacteria
Otu00490	20	unclassified
Otu00491	20	Firmicutes
Otu00492	20	unclassified
Otu00493	20	unclassified
Otu00494	20	Firmicutes
Otu00495	20	Proteobacteria
Otu00496	20	Firmicutes
Otu00497	20	Firmicutes
Otu00498	20	unclassified
Otu00499	19	Firmicutes
Otu00500	19	Firmicutes
Otu00501	19	Firmicutes
Otu00502	19	Bacteroidetes
Otu00503	19	Firmicutes
Otu00504	19	unclassified
Otu00505	19	Bacteroidetes
Otu00506	19	unclassified
Otu00507	19	Firmicutes
Otu00508	19	Firmicutes
Otu00509	19	unclassified
Otu00510	19	Firmicutes
Otu00511	18	Bacteroidetes
Otu00512	18	Firmicutes
Otu00513	18	unclassified
Otu00514	18	Firmicutes
Otu00515	18	unclassified
Otu00516	18	Firmicutes
Otu00517	18	Firmicutes
Otu00518	18	unclassified
Otu00519	18	unclassified
Otu00520	18	Firmicutes
Otu00522	18	Firmicutes
Otu00523	18	Firmicutes
Otu00524	18	unclassified
Otu00525	18	Firmicutes
Otu00526	18	Bacteroidetes
Otu00527	18	unclassified
Otu00528	18	Firmicutes
Otu00529	18	Bacteroidetes
Otu00530	18	Bacteroidetes
Otu00531	18	Firmicutes
Otu00532	17	Firmicutes
Otu00533	17	Firmicutes
Otu00534	17	unclassified
Otu00535	17	Firmicutes
Otu00536	17	unclassified
Otu00537	17	Firmicutes
Otu00538	17	Firmicutes
Otu00539	17	Firmicutes
Otu00540	17	unclassified
Otu00541	17	unclassified
Otu00542	17	Bacteroidetes
Otu00543	17	Firmicutes
Otu00544	17	Firmicutes
Otu00545	17	Firmicutes
Otu00546	16	Bacteroidetes
Otu00547	16	Bacteroidetes
Otu00548	16	Verrucomicrobia
Otu00549	16	Firmicutes
Otu00550	16	Firmicutes
Otu00551	16	Firmicutes
Otu00552	16	Firmicutes
Otu00553	16	unclassified
Otu00554	16	Firmicutes
Otu00555	16	Firmicutes
Otu00556	16	Firmicutes
Otu00557	16	Bacteroidetes
Otu00558	16	Proteobacteria
Otu00559	15	Firmicutes
Otu00560	15	Firmicutes
Otu00561	15	Proteobacteria
Otu00562	15	unclassified
Otu00563	15	Firmicutes
Otu00564	15	Firmicutes
Otu00565	15	Firmicutes
Otu00566	15	Bacteroidetes
Otu00567	15	unclassified
Otu00568	15	unclassified
Otu00569	15	Bacteroidetes
Otu00570	15	Firmicutes
Otu00571	15	Firmicutes
Otu00572	15	Firmicutes
Otu00573	15	unclassified
Otu00574	15	Firmicutes
Otu00575	15	unclassified
Otu00576	15	Firmicutes
Otu00577	15	unclassified
Otu00578	15	Firmicutes
Otu00579	15	unclassified
Otu00580	15	unclassified
Otu00581	15	Firmicutes
Otu00582	14	unclassified
Otu00583	14	unclassified
Otu00584	14	Bacteroidetes
Otu00586	14	Bacteroidetes
Otu00587	14	Proteobacteria
Otu00588	14	Firmicutes
Otu00589	14	unclassified
Otu00590	14	unclassified
Otu00591	14	unclassified
Otu00592	14	unclassified
Otu00593	14	Actinobacteria
Otu00594	14	Firmicutes
Otu00595	14	Firmicutes
Otu00596	14	Firmicutes
Otu00597	14	Actinobacteria
Otu00598	14	unclassified
Otu00599	14	unclassified
Otu00600	14	Firmicutes
Otu00601	14	Firmicutes
Otu00602	13	Firmicutes
Otu00603	13	Bacteroidetes
Otu00604	13	unclassified
Otu00605	13	Firmicutes
Otu00606	13	unclassified
Otu00607	13	Firmicutes
Otu00608	13	unclassified
Otu00609	13	Bacteroidetes
Otu00610	13	Bacteroidetes
Otu00611	13	unclassified
Otu00612	13	Firmicutes
Otu00613	13	Firmicutes
Otu00614	13	Firmicutes
Otu00615	13	unclassified
Otu00616	13	Firmicutes
Otu00617	13	Bacteroidetes
Otu00618	13	Bacteroidetes
Otu00619	13	Firmicutes
Otu00620	13	unclassified
Otu00621	13	Firmicutes
Otu00622	12	Firmicutes
Otu00623	12	unclassified
Otu00624	12	Firmicutes
Otu00625	12	Fusobacteria
Otu00626	12	Firmicutes
Otu00627	12	Firmicutes
Otu00628	12	unclassified
Otu00629	12	Firmicutes
Otu00630	12	Firmicutes
Otu00631	12	Firmicutes
Otu00633	12	unclassified
Otu00634	12	Proteobacteria
Otu00635	12	Proteobacteria
Otu00636	12	Firmicutes
Otu00638	12	Proteobacteria
Otu00639	12	Bacteroidetes
Otu00640	12	Bacteroidetes
Otu00641	12	Firmicutes
Otu00642	12	Firmicutes
Otu00643	12	unclassified
Otu00644	12	Firmicutes
Otu00645	12	unclassified
Otu00646	12	unclassified
Otu00647	12	Firmicutes
Otu00649	12	Firmicutes
Otu00650	12	unclassified
Otu00651	12	Firmicutes
Otu00653	12	Bacteroidetes
Otu00654	11	Firmicutes
Otu00655	11	Firmicutes
Otu00656	11	unclassified
Otu00657	11	Bacteroidetes
Otu00658	11	Bacteroidetes
Otu00660	11	Firmicutes
Otu00661	11	Firmicutes
Otu00663	11	Firmicutes
Otu00664	11	Bacteroidetes
Otu00665	11	Firmicutes
Otu00666	11	unclassified
Otu00667	11	Firmicutes
Otu00668	11	Proteobacteria
Otu00669	11	Firmicutes
Otu00670	11	Firmicutes
Otu00671	11	Firmicutes
Otu00672	11	Firmicutes
Otu00673	11	Firmicutes
Otu00674	11	Firmicutes
Otu00675	11	Bacteroidetes
Otu00676	11	Firmicutes
Otu00677	11	Bacteroidetes
Otu00679	11	Bacteroidetes
Otu00680	11	Firmicutes
Otu00681	11	unclassified
Otu00682	11	unclassified
Otu00683	11	Firmicutes
Otu00684	11	Firmicutes
Otu00685	11	unclassified
Otu00686	11	Firmicutes
Otu00687	11	unclassified
Otu00688	11	Bacteroidetes
Otu00689	11	Firmicutes
Otu00690	11	Firmicutes
Otu00691	11	unclassified
Otu00692	11	Firmicutes
Otu00693	11	Proteobacteria
Otu00694	11	Firmicutes
Otu00695	11	unclassified
Otu00696	10	unclassified
Otu00698	10	Firmicutes
Otu00699	10	Firmicutes
Otu00701	10	Firmicutes
Otu00702	10	unclassified
Otu00703	10	unclassified
Otu00704	10	Actinobacteria
Otu00705	10	Firmicutes
Otu00706	10	Bacteroidetes
Otu00707	10	Firmicutes
Otu00708	10	Firmicutes
Otu00710	10	Firmicutes
Otu00711	10	Firmicutes
Otu00712	10	Firmicutes
Otu00713	10	Firmicutes
Otu00714	10	Firmicutes
Otu00715	10	Firmicutes
Otu00716	10	Firmicutes
Otu00717	10	Firmicutes
Otu00718	10	Firmicutes
Otu00719	10	Bacteroidetes
Otu00721	10	unclassified
Otu00722	10	unclassified
Otu00723	10	Firmicutes
Otu00724	10	Firmicutes
Otu00726	10	Actinobacteria
Otu00727	10	Bacteroidetes
Otu00729	10	Bacteroidetes
Otu00730	10	Firmicutes
Otu00732	10	Proteobacteria
Otu00733	10	Firmicutes
Otu00734	10	unclassified
Otu00735	10	Bacteroidetes
Otu00736	10	unclassified
Otu00737	10	Firmicutes
Otu00738	10	Firmicutes
Otu00739	10	unclassified
Otu00740	10	unclassified
Otu00741	10	unclassified
Otu00742	10	Firmicutes
Otu00743	9	TM7
Otu00744	9	Bacteroidetes
Otu00745	9	unclassified
Otu00746	9	unclassified
Otu00747	9	Firmicutes
Otu00750	9	unclassified
Otu00751	9	Firmicutes
Otu00752	9	Firmicutes
Otu00753	9	Proteobacteria
Otu00754	9	unclassified
Otu00755	9	unclassified
Otu00756	9	Firmicutes
Otu00757	9	Firmicutes
Otu00758	9	unclassified
Otu00759	9	Firmicutes
Otu00760	9	Bacteroidetes
Otu00761	9	Firmicutes
Otu00762	9	Firmicutes
Otu00763	9	Firmicutes
Otu00764	9	Firmicutes
Otu00765	9	Actinobacteria
Otu00766	9	Firmicutes
Otu00768	9	Firmicutes
Otu00769	9	Firmicutes
Otu00770	9	Firmicutes
Otu00771	9	Firmicutes
Otu00772	9	Bacteroidetes
Otu00773	9	unclassified
Otu00775	9	unclassified
Otu00776	9	Firmicutes
Otu00777	9	Proteobacteria
Otu00778	9	Firmicutes
Otu00779	9	Firmicutes
Otu00782	9	unclassified
Otu00783	9	unclassified
Otu00784	9	Firmicutes
Otu00786	9	Firmicutes
Otu00787	9	Bacteroidetes
Otu00788	9	Bacteroidetes
Otu00790	9	Firmicutes
Otu00791	9	unclassified
Otu00792	9	Firmicutes
Otu00793	8	Firmicutes
Otu00794	8	Firmicutes
Otu00795	8	Firmicutes
Otu00796	8	Firmicutes
Otu00797	8	Firmicutes
Otu00799	8	Firmicutes
Otu00801	8	Firmicutes
Otu00802	8	Firmicutes
Otu00803	8	Firmicutes
Otu00805	8	Firmicutes
Otu00806	8	Firmicutes
Otu00808	8	Bacteroidetes
Otu00811	8	Firmicutes
Otu00812	8	unclassified
Otu00813	8	unclassified
Otu00814	8	Firmicutes
Otu00815	8	Firmicutes
Otu00816	8	Proteobacteria
Otu00817	8	Bacteroidetes
Otu00818	8	Bacteroidetes
Otu00820	8	Firmicutes
Otu00822	8	Proteobacteria
Otu00826	8	Bacteroidetes
Otu00827	8	unclassified
Otu00828	8	Actinobacteria
Otu00829	8	Bacteroidetes
Otu00830	8	Firmicutes
Otu00832	8	Firmicutes
Otu00833	8	Bacteroidetes
Otu00835	8	Bacteroidetes
Otu00837	8	TM7
Otu00839	8	Firmicutes
Otu00840	8	unclassified
Otu00841	8	Firmicutes
Otu00842	8	Proteobacteria
Otu00843	8	Firmicutes
Otu00844	8	Firmicutes
Otu00846	8	Firmicutes
Otu00848	8	Firmicutes
Otu00849	8	Firmicutes
Otu00850	8	Bacteroidetes
Otu00851	8	Firmicutes
Otu00852	8	Bacteroidetes
Otu00853	8	Firmicutes
Otu00854	8	Actinobacteria
Otu00855	8	Firmicutes
Otu00856	8	Bacteroidetes
Otu00857	8	Proteobacteria
Otu00858	8	Firmicutes
Otu00859	8	unclassified
Otu00861	8	Bacteroidetes
Otu00862	8	unclassified
Otu00863	8	Proteobacteria
Otu00864	8	Firmicutes
Otu00865	8	Bacteroidetes
Otu00866	8	Bacteroidetes
Otu00868	8	Bacteroidetes
Otu00870	8	Firmicutes
Otu00871	8	Bacteroidetes
Otu00872	8	Bacteroidetes
Otu00873	8	Firmicutes
Otu00875	8	unclassified
Otu00876	8	unclassified
Otu00878	8	Firmicutes
Otu00881	8	unclassified
Otu00882	8	Bacteroidetes
Otu00883	8	Firmicutes
Otu00884	8	Firmicutes
Otu00886	7	Firmicutes
Otu00887	7	Firmicutes
Otu00889	7	unclassified
Otu00890	7	Bacteroidetes
Otu00891	7	Firmicutes
Otu00894	7	unclassified
Otu00895	7	Bacteroidetes
Otu00896	7	Bacteroidetes
Otu00897	7	unclassified
Otu00900	7	Firmicutes
Otu00901	7	unclassified
Otu00903	7	Bacteroidetes
Otu00904	7	Firmicutes
Otu00905	7	Bacteroidetes
Otu00907	7	unclassified
Otu00908	7	Bacteroidetes
Otu00909	7	unclassified
Otu00910	7	Bacteroidetes
Otu00911	7	Bacteroidetes
Otu00913	7	unclassified
Otu00914	7	Bacteroidetes
Otu00915	7	Firmicutes
Otu00917	7	Firmicutes
Otu00918	7	Proteobacteria
Otu00919	7	Firmicutes
Otu00920	7	unclassified
Otu00922	7	Firmicutes
Otu00923	7	Bacteroidetes
Otu00924	7	Proteobacteria
Otu00925	7	Firmicutes
Otu00926	7	Actinobacteria
Otu00927	7	Firmicutes
Otu00928	7	Bacteroidetes
Otu00930	7	Firmicutes
Otu00931	7	Bacteroidetes
Otu00933	7	Firmicutes
Otu00934	7	Bacteroidetes
Otu00936	7	Bacteroidetes
Otu00938	7	unclassified
Otu00940	7	unclassified
Otu00941	7	Firmicutes
Otu00942	7	Firmicutes
Otu00943	7	Bacteroidetes
Otu00944	7	unclassified
Otu00945	7	Firmicutes
Otu00946	7	unclassified
Otu00947	7	unclassified
Otu00948	7	Proteobacteria
Otu00949	7	Firmicutes
Otu00950	7	Firmicutes
Otu00952	7	Firmicutes
Otu00953	7	Firmicutes
Otu00955	7	Bacteroidetes
Otu00957	7	Firmicutes
Otu00958	7	unclassified
Otu00959	7	Firmicutes
Otu00960	7	Firmicutes
Otu00962	7	Actinobacteria
Otu00963	7	unclassified
Otu00966	7	Proteobacteria
Otu00967	7	Firmicutes
Otu00968	7	Firmicutes
Otu00970	7	unclassified
Otu00972	7	Firmicutes
Otu00974	6	unclassified
Otu00975	6	unclassified
Otu00976	6	unclassified
Otu00977	6	Firmicutes
Otu00978	6	Firmicutes
Otu00982	6	Proteobacteria
Otu00983	6	Firmicutes
Otu00984	6	Firmicutes
Otu00985	6	Firmicutes
Otu00986	6	unclassified
Otu00988	6	Actinobacteria
Otu00989	6	Actinobacteria
Otu00991	6	Firmicutes
Otu00994	6	unclassified
Otu00995	6	Bacteroidetes
Otu00996	6	Bacteroidetes
Otu00997	6	Firmicutes
Otu00998	6	Firmicutes
Otu00999	6	Firmicutes
Otu01000	6	Bacteroidetes
Otu01001	6	Bacteroidetes
Otu01002	6	Bacteroidetes
Otu01003	6	unclassified
Otu01005	6	Firmicutes
Otu01006	6	Firmicutes
Otu01007	6	unclassified
Otu01008	6	Actinobacteria
Otu01010	6	unclassified
